*******************************************************************************
Ephemeris / WWW_USER Thu Mar  7 10:13:09 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: SpaceX Roadster (spacecraft) (-143205) {source: tesla_s10}
Center body name: Earth (399)                     {source: DE431mx}
Center-site name: Green Bank (GBT)
*******************************************************************************
Start time      : A.D. 2019-Mar-07 12:30:00.0000 UT      
Stop  time      : A.D. 2019-Mar-07 18:30:00.0000 UT      
Step-size       : 1 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 280.160200,38.4330940,0.8760930 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 280.160200,5003.37558,3943.7589 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE431mx}
Rel. light bend : Sun, EARTH                      {source: DE431mx}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.190306.p190528                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2019-MAR-06. PREDICTS-> 2019-MAY-27
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************************************************
 Date__(UT)__HR:MN     R.A._(ICRF/J2000.0)_DEC dRA*cosD d(DEC)/dt            delta      deldot    S-O-T /r    S-T-O
*******************************************************************************************************************
$$SOE
 2019-Mar-07 14:25 *m  23 50 55.19 -00 27 14.9 94.49968  41.60461 2.43785532351857  -2.1997241  11.2827 /T   7.5518
 2019-Mar-07 14:26 *m  23 50 55.30 -00 27 14.2 94.49713  41.60470 2.43785444139744  -2.1989358  11.2825 /T   7.5516
 2019-Mar-07 14:27 *m  23 50 55.40 -00 27 13.5 94.49459  41.60479 2.43785355959363  -2.1981418  11.2823 /T   7.5515
 2019-Mar-07 14:28 *m  23 50 55.51 -00 27 12.8 94.49205  41.60488 2.43785267810945  -2.1973420  11.2821 /T   7.5514
 2019-Mar-07 14:29 *m  23 50 55.61 -00 27 12.1 94.48953  41.60497 2.43785179694722  -2.1965365  11.2819 /T   7.5512
 2019-Mar-07 14:30 *m  23 50 55.72 -00 27 11.4 94.48701  41.60506 2.43785091610922  -2.1957252  11.2817 /T   7.5511
 2019-Mar-07 14:31 *m  23 50 55.82 -00 27 10.7 94.48450  41.60515 2.43785003559777  -2.1949082  11.2815 /T   7.5510
 2019-Mar-07 14:32 *m  23 50 55.93 -00 27 10.0 94.48199  41.60524 2.43784915541514  -2.1940855  11.2813 /T   7.5509
 2019-Mar-07 14:33 *m  23 50 56.03 -00 27 09.4 94.47950  41.60533 2.43784827556362  -2.1932571  11.2811 /T   7.5507
 2019-Mar-07 14:34 *m  23 50 56.14 -00 27 08.7 94.47701  41.60542 2.43784739604548  -2.1924231  11.2808 /T   7.5506
 2019-Mar-07 14:35 *m  23 50 56.24 -00 27 08.0 94.47453  41.60551 2.43784651686299  -2.1915835  11.2806 /T   7.5505
 2019-Mar-07 14:36 *m  23 50 56.35 -00 27 07.3 94.47206  41.60560 2.43784563801840  -2.1907382  11.2804 /T   7.5503
 2019-Mar-07 14:37 *m  23 50 56.45 -00 27 06.6 94.46960  41.60569 2.43784475951397  -2.1898873  11.2802 /T   7.5502
 2019-Mar-07 14:38 *m  23 50 56.56 -00 27 05.9 94.46715  41.60578 2.43784388135195  -2.1890308  11.2800 /T   7.5501
 2019-Mar-07 14:39 *m  23 50 56.66 -00 27 05.2 94.46470  41.60587 2.43784300353457  -2.1881687  11.2798 /T   7.5499
 2019-Mar-07 14:40 *m  23 50 56.77 -00 27 04.5 94.46227  41.60596 2.43784212606406  -2.1873011  11.2796 /T   7.5498
 2019-Mar-07 14:41 *m  23 50 56.87 -00 27 03.8 94.45984  41.60605 2.43784124894264  -2.1864280  11.2794 /T   7.5497
 2019-Mar-07 14:42 *m  23 50 56.98 -00 27 03.1 94.45742  41.60614 2.43784037217254  -2.1855493  11.2792 /T   7.5496
 2019-Mar-07 14:43 *m  23 50 57.08 -00 27 02.4 94.45501  41.60623 2.43783949575596  -2.1846652  11.2789 /T   7.5494
 2019-Mar-07 14:44 *m  23 50 57.19 -00 27 01.7 94.45261  41.60632 2.43783861969510  -2.1837755  11.2787 /T   7.5493
 2019-Mar-07 14:45 *m  23 50 57.29 -00 27 01.0 94.45021  41.60641 2.43783774399216  -2.1828805  11.2785 /T   7.5492
 2019-Mar-07 14:46 *m  23 50 57.40 -00 27 00.3 94.44783  41.60650 2.43783686864930  -2.1819799  11.2783 /T   7.5490
 2019-Mar-07 14:47 *m  23 50 57.50 -00 26 59.6 94.44545  41.60659 2.43783599366874  -2.1810740  11.2781 /T   7.5489
 2019-Mar-07 14:48 *m  23 50 57.61 -00 26 59.0 94.44309  41.60668 2.43783511905263  -2.1801626  11.2779 /T   7.5488
 2019-Mar-07 14:49 *m  23 50 57.71 -00 26 58.3 94.44073  41.60677 2.43783424480313  -2.1792459  11.2777 /T   7.5487
 2019-Mar-07 14:50 *m  23 50 57.82 -00 26 57.6 94.43838  41.60686 2.43783337092240  -2.1783238  11.2775 /T   7.5485
 2019-Mar-07 14:51 *m  23 50 57.92 -00 26 56.9 94.43604  41.60695 2.43783249741259  -2.1773963  11.2773 /T   7.5484
 2019-Mar-07 14:52 *m  23 50 58.03 -00 26 56.2 94.43371  41.60705 2.43783162427583  -2.1764635  11.2770 /T   7.5483
 2019-Mar-07 14:53 *m  23 50 58.13 -00 26 55.5 94.43139  41.60714 2.43783075151426  -2.1755254  11.2768 /T   7.5481
 2019-Mar-07 14:54 *m  23 50 58.24 -00 26 54.8 94.42907  41.60723 2.43782987913002  -2.1745821  11.2766 /T   7.5480
 2019-Mar-07 14:55 *m  23 50 58.34 -00 26 54.1 94.42677  41.60732 2.43782900712519  -2.1736334  11.2764 /T   7.5479
 2019-Mar-07 14:56 *m  23 50 58.45 -00 26 53.4 94.42448  41.60741 2.43782813550191  -2.1726795  11.2762 /T   7.5478
 2019-Mar-07 14:57 *m  23 50 58.55 -00 26 52.7 94.42219  41.60750 2.43782726426227  -2.1717204  11.2760 /T   7.5476
 2019-Mar-07 14:58 *m  23 50 58.66 -00 26 52.0 94.41992  41.60759 2.43782639340836  -2.1707561  11.2758 /T   7.5475
 2019-Mar-07 14:59 *m  23 50 58.76 -00 26 51.3 94.41765  41.60768 2.43782552294227  -2.1697866  11.2756 /T   7.5474
 2019-Mar-07 15:00 *m  23 50 58.87 -00 26 50.6 94.41540  41.60777 2.43782465286608  -2.1688119  11.2754 /T   7.5472
 2019-Mar-07 15:01 *m  23 50 58.97 -00 26 49.9 94.41315  41.60786 2.43782378318184  -2.1678321  11.2751 /T   7.5471
 2019-Mar-07 15:02 *m  23 50 59.08 -00 26 49.2 94.41091  41.60796 2.43782291389162  -2.1668471  11.2749 /T   7.5470
 2019-Mar-07 15:03 *m  23 50 59.18 -00 26 48.6 94.40868  41.60805 2.43782204499748  -2.1658571  11.2747 /T   7.5469
 2019-Mar-07 15:04 *m  23 50 59.29 -00 26 47.9 94.40647  41.60814 2.43782117650146  -2.1648620  11.2745 /T   7.5467
 2019-Mar-07 15:05 *m  23 50 59.39 -00 26 47.2 94.40426  41.60823 2.43782030840559  -2.1638618  11.2743 /T   7.5466
 2019-Mar-07 15:06 *m  23 50 59.50 -00 26 46.5 94.40206  41.60832 2.43781944071190  -2.1628565  11.2741 /T   7.5465
 2019-Mar-07 15:07 *m  23 50 59.60 -00 26 45.8 94.39987  41.60841 2.43781857342240  -2.1618462  11.2739 /T   7.5463
 2019-Mar-07 15:08 *m  23 50 59.70 -00 26 45.1 94.39769  41.60850 2.43781770653912  -2.1608310  11.2737 /T   7.5462
 2019-Mar-07 15:09 *m  23 50 59.81 -00 26 44.4 94.39552  41.60860 2.43781684006405  -2.1598107  11.2735 /T   7.5461
 2019-Mar-07 15:10 *m  23 50 59.91 -00 26 43.7 94.39336  41.60869 2.43781597399917  -2.1587855  11.2732 /T   7.5460
 2019-Mar-07 15:11 *m  23 51 00.02 -00 26 43.0 94.39121  41.60878 2.43781510834649  -2.1577554  11.2730 /T   7.5458
 2019-Mar-07 15:12 *m  23 51 00.12 -00 26 42.3 94.38908  41.60887 2.43781424310797  -2.1567203  11.2728 /T   7.5457
 2019-Mar-07 15:13 *m  23 51 00.23 -00 26 41.6 94.38695  41.60896 2.43781337828559  -2.1556803  11.2726 /T   7.5456
 2019-Mar-07 15:14 *m  23 51 00.33 -00 26 40.9 94.38483  41.60905 2.43781251388129  -2.1546355  11.2724 /T   7.5454
 2019-Mar-07 15:15 *m  23 51 00.44 -00 26 40.2 94.38272  41.60915 2.43781164989704  -2.1535858  11.2722 /T   7.5453
 2019-Mar-07 15:16 *m  23 51 00.54 -00 26 39.5 94.38062  41.60924 2.43781078633477  -2.1525313  11.2720 /T   7.5452
 2019-Mar-07 15:17 *m  23 51 00.65 -00 26 38.8 94.37853  41.60933 2.43780992319641  -2.1514720  11.2718 /T   7.5451
 2019-Mar-07 15:18 *m  23 51 00.75 -00 26 38.2 94.37645  41.60942 2.43780906048390  -2.1504079  11.2716 /T   7.5449
 2019-Mar-07 15:19 *m  23 51 00.86 -00 26 37.5 94.37438  41.60951 2.43780819819914  -2.1493390  11.2714 /T   7.5448
 2019-Mar-07 15:20 *m  23 51 00.96 -00 26 36.8 94.37233  41.60961 2.43780733634404  -2.1482654  11.2711 /T   7.5447
 2019-Mar-07 15:21 *m  23 51 01.07 -00 26 36.1 94.37028  41.60970 2.43780647492051  -2.1471871  11.2709 /T   7.5445
 2019-Mar-07 15:22 *m  23 51 01.17 -00 26 35.4 94.36824  41.60979 2.43780561393041  -2.1461040  11.2707 /T   7.5444
 2019-Mar-07 15:23 *m  23 51 01.28 -00 26 34.7 94.36622  41.60988 2.43780475337564  -2.1450163  11.2705 /T   7.5443
 2019-Mar-07 15:24 *m  23 51 01.38 -00 26 34.0 94.36420  41.60997 2.43780389325808  -2.1439240  11.2703 /T   7.5442
 2019-Mar-07 15:25 *m  23 51 01.49 -00 26 33.3 94.36219  41.61006 2.43780303357957  -2.1428270  11.2701 /T   7.5440
 2019-Mar-07 15:26 *m  23 51 01.59 -00 26 32.6 94.36020  41.61016 2.43780217434198  -2.1417254  11.2699 /T   7.5439
 2019-Mar-07 15:27 *m  23 51 01.70 -00 26 31.9 94.35822  41.61025 2.43780131554713  -2.1406192  11.2697 /T   7.5438
 2019-Mar-07 15:28 *m  23 51 01.80 -00 26 31.2 94.35624  41.61034 2.43780045719688  -2.1395085  11.2695 /T   7.5436
 2019-Mar-07 15:29 *m  23 51 01.91 -00 26 30.5 94.35428  41.61043 2.43779959929304  -2.1383932  11.2692 /T   7.5435
 2019-Mar-07 15:30 *m  23 51 02.01 -00 26 29.8 94.35233  41.61053 2.43779874183742  -2.1372734  11.2690 /T   7.5434
 2019-Mar-07 15:31 *m  23 51 02.12 -00 26 29.1 94.35039  41.61062 2.43779788483185  -2.1361491  11.2688 /T   7.5433
 2019-Mar-07 15:32 *m  23 51 02.22 -00 26 28.4 94.34846  41.61071 2.43779702827811  -2.1350203  11.2686 /T   7.5431
 2019-Mar-07 15:33 *m  23 51 02.33 -00 26 27.7 94.34654  41.61080 2.43779617217800  -2.1338871  11.2684 /T   7.5430
 2019-Mar-07 15:34 *m  23 51 02.43 -00 26 27.1 94.34463  41.61089 2.43779531653328  -2.1327495  11.2682 /T   7.5429
 2019-Mar-07 15:35 *m  23 51 02.54 -00 26 26.4 94.34273  41.61099 2.43779446134572  -2.1316075  11.2680 /T   7.5427
 2019-Mar-07 15:36 *m  23 51 02.64 -00 26 25.7 94.34084  41.61108 2.43779360661710  -2.1304611  11.2678 /T   7.5426
 2019-Mar-07 15:37 *m  23 51 02.75 -00 26 25.0 94.33897  41.61117 2.43779275234917  -2.1293103  11.2676 /T   7.5425
 2019-Mar-07 15:38 *m  23 51 02.85 -00 26 24.3 94.33710  41.61126 2.43779189854365  -2.1281553  11.2673 /T   7.5424
 2019-Mar-07 15:39 *m  23 51 02.96 -00 26 23.6 94.33525  41.61136 2.43779104520227  -2.1269959  11.2671 /T   7.5422
 2019-Mar-07 15:40 *m  23 51 03.06 -00 26 22.9 94.33341  41.61145 2.43779019232677  -2.1258322  11.2669 /T   7.5421
 2019-Mar-07 15:41 *m  23 51 03.17 -00 26 22.2 94.33158  41.61154 2.43778933991886  -2.1246643  11.2667 /T   7.5420
 2019-Mar-07 15:42 *m  23 51 03.27 -00 26 21.5 94.32976  41.61163 2.43778848798024  -2.1234921  11.2665 /T   7.5418
 2019-Mar-07 15:43 *m  23 51 03.37 -00 26 20.8 94.32795  41.61173 2.43778763651260  -2.1223158  11.2663 /T   7.5417
 2019-Mar-07 15:44 *m  23 51 03.48 -00 26 20.1 94.32615  41.61182 2.43778678551762  -2.1211352  11.2661 /T   7.5416
 2019-Mar-07 15:45 *m  23 51 03.58 -00 26 19.4 94.32436  41.61191 2.43778593499697  -2.1199505  11.2659 /T   7.5415
 2019-Mar-07 15:46 *m  23 51 03.69 -00 26 18.7 94.32259  41.61200 2.43778508495233  -2.1187617  11.2657 /T   7.5413
 2019-Mar-07 15:47 *m  23 51 03.79 -00 26 18.0 94.32083  41.61210 2.43778423538535  -2.1175687  11.2655 /T   7.5412
 2019-Mar-07 15:48 *m  23 51 03.90 -00 26 17.3 94.31907  41.61219 2.43778338629767  -2.1163716  11.2652 /T   7.5411
 2019-Mar-07 15:49 *m  23 51 04.00 -00 26 16.7 94.31733  41.61228 2.43778253769091  -2.1151705  11.2650 /T   7.5409
 2019-Mar-07 15:50 *m  23 51 04.11 -00 26 16.0 94.31560  41.61237 2.43778168956671  -2.1139654  11.2648 /T   7.5408
 2019-Mar-07 15:51 *m  23 51 04.21 -00 26 15.3 94.31389  41.61247 2.43778084192669  -2.1127562  11.2646 /T   7.5407
 2019-Mar-07 15:52 *m  23 51 04.32 -00 26 14.6 94.31218  41.61256 2.43777999477245  -2.1115431  11.2644 /T   7.5406
 2019-Mar-07 15:53 *m  23 51 04.42 -00 26 13.9 94.31049  41.61265 2.43777914810557  -2.1103260  11.2642 /T   7.5404
 2019-Mar-07 15:54 *m  23 51 04.53 -00 26 13.2 94.30880  41.61275 2.43777830192766  -2.1091049  11.2640 /T   7.5403
 2019-Mar-07 15:55 *m  23 51 04.63 -00 26 12.5 94.30713  41.61284 2.43777745624027  -2.1078800  11.2638 /T   7.5402
 2019-Mar-07 15:56 *m  23 51 04.74 -00 26 11.8 94.30548  41.61293 2.43777661104498  -2.1066511  11.2636 /T   7.5400
 2019-Mar-07 15:57 *m  23 51 04.84 -00 26 11.1 94.30383  41.61302 2.43777576634334  -2.1054184  11.2633 /T   7.5399
 2019-Mar-07 15:58 *m  23 51 04.95 -00 26 10.4 94.30219  41.61312 2.43777492213689  -2.1041819  11.2631 /T   7.5398
 2019-Mar-07 15:59 *m  23 51 05.05 -00 26 09.7 94.30057  41.61321 2.43777407842717  -2.1029415  11.2629 /T   7.5397
 2019-Mar-07 16:00 *m  23 51 05.16 -00 26 09.0 94.29896  41.61330 2.43777323521571  -2.1016974  11.2627 /T   7.5395
 2019-Mar-07 16:01 *m  23 51 05.26 -00 26 08.3 94.29736  41.61339 2.43777239250401  -2.1004494  11.2625 /T   7.5394
 2019-Mar-07 16:02 *m  23 51 05.37 -00 26 07.6 94.29577  41.61349 2.43777155029358  -2.0991978  11.2623 /T   7.5393
 2019-Mar-07 16:03 *m  23 51 05.47 -00 26 06.9 94.29419  41.61358 2.43777070858591  -2.0979424  11.2621 /T   7.5391
 2019-Mar-07 16:04 *m  23 51 05.58 -00 26 06.3 94.29263  41.61367 2.43776986738249  -2.0966834  11.2619 /T   7.5390
 2019-Mar-07 16:05 *m  23 51 05.68 -00 26 05.6 94.29108  41.61377 2.43776902668479  -2.0954207  11.2617 /T   7.5389
 2019-Mar-07 16:06 *m  23 51 05.79 -00 26 04.9 94.28954  41.61386 2.43776818649427  -2.0941544  11.2615 /T   7.5388
 2019-Mar-07 16:07 *m  23 51 05.89 -00 26 04.2 94.28801  41.61395 2.43776734681238  -2.0928844  11.2612 /T   7.5386
 2019-Mar-07 16:08 *m  23 51 05.99 -00 26 03.5 94.28649  41.61404 2.43776650764057  -2.0916109  11.2610 /T   7.5385
 2019-Mar-07 16:09 *m  23 51 06.10 -00 26 02.8 94.28499  41.61414 2.43776566898027  -2.0903338  11.2608 /T   7.5384
 2019-Mar-07 16:10 *m  23 51 06.20 -00 26 02.1 94.28350  41.61423 2.43776483083288  -2.0890532  11.2606 /T   7.5382
 2019-Mar-07 16:11 *m  23 51 06.31 -00 26 01.4 94.28202  41.61432 2.43776399319984  -2.0877691  11.2604 /T   7.5381
 2019-Mar-07 16:12 *m  23 51 06.41 -00 26 00.7 94.28055  41.61442 2.43776315608254  -2.0864815  11.2602 /T   7.5380
 2019-Mar-07 16:13 *m  23 51 06.52 -00 26 00.0 94.27910  41.61451 2.43776231948236  -2.0851905  11.2600 /T   7.5379
 2019-Mar-07 16:14 *m  23 51 06.62 -00 25 59.3 94.27766  41.61460 2.43776148340068  -2.0838960  11.2598 /T   7.5377
 2019-Mar-07 16:15 *m  23 51 06.73 -00 25 58.6 94.27623  41.61470 2.43776064783887  -2.0825982  11.2596 /T   7.5376
 2019-Mar-07 16:16 *m  23 51 06.83 -00 25 57.9 94.27481  41.61479 2.43775981279830  -2.0812969  11.2593 /T   7.5375
 2019-Mar-07 16:17 *m  23 51 06.94 -00 25 57.2 94.27340  41.61488 2.43775897828030  -2.0799924  11.2591 /T   7.5374
 2019-Mar-07 16:18 *m  23 51 07.04 -00 25 56.5 94.27201  41.61497 2.43775814428622  -2.0786845  11.2589 /T   7.5372
 2019-Mar-07 16:19 *m  23 51 07.15 -00 25 55.8 94.27063  41.61507 2.43775731081737  -2.0773733  11.2587 /T   7.5371
 2019-Mar-07 16:20 *m  23 51 07.25 -00 25 55.2 94.26926  41.61516 2.43775647787507  -2.0760589  11.2585 /T   7.5370
 2019-Mar-07 16:21 *m  23 51 07.36 -00 25 54.5 94.26791  41.61525 2.43775564546063  -2.0747412  11.2583 /T   7.5368
 2019-Mar-07 16:22 *m  23 51 07.46 -00 25 53.8 94.26656  41.61535 2.43775481357535  -2.0734203  11.2581 /T   7.5367
 2019-Mar-07 16:23 *m  23 51 07.57 -00 25 53.1 94.26523  41.61544 2.43775398222048  -2.0720962  11.2579 /T   7.5366
 2019-Mar-07 16:24 *m  23 51 07.67 -00 25 52.4 94.26392  41.61553 2.43775315139733  -2.0707690  11.2577 /T   7.5365
 2019-Mar-07 16:25 *m  23 51 07.78 -00 25 51.7 94.26261  41.61563 2.43775232110714  -2.0694386  11.2575 /T   7.5363
 2019-Mar-07 16:26 *m  23 51 07.88 -00 25 51.0 94.26132  41.61572 2.43775149135117  -2.0681051  11.2572 /T   7.5362
 2019-Mar-07 16:27 *m  23 51 07.98 -00 25 50.3 94.26004  41.61581 2.43775066213065  -2.0667686  11.2570 /T   7.5361
 2019-Mar-07 16:28 *m  23 51 08.09 -00 25 49.6 94.25877  41.61591 2.43774983344680  -2.0654290  11.2568 /T   7.5359
 2019-Mar-07 16:29 *m  23 51 08.19 -00 25 48.9 94.25752  41.61600 2.43774900530086  -2.0640864  11.2566 /T   7.5358
 2019-Mar-07 16:30 *m  23 51 08.30 -00 25 48.2 94.25628  41.61609 2.43774817769402  -2.0627408  11.2564 /T   7.5357
 2019-Mar-07 16:31 *m  23 51 08.40 -00 25 47.5 94.25505  41.61618 2.43774735062748  -2.0613922  11.2562 /T   7.5356
 2019-Mar-07 16:32 *m  23 51 08.51 -00 25 46.8 94.25383  41.61628 2.43774652410242  -2.0600407  11.2560 /T   7.5354
 2019-Mar-07 16:33 *m  23 51 08.61 -00 25 46.1 94.25263  41.61637 2.43774569812002  -2.0586863  11.2558 /T   7.5353
 2019-Mar-07 16:34 *m  23 51 08.72 -00 25 45.4 94.25144  41.61646 2.43774487268143  -2.0573290  11.2556 /T   7.5352
 2019-Mar-07 16:35 *m  23 51 08.82 -00 25 44.8 94.25026  41.61656 2.43774404778782  -2.0559688  11.2554 /T   7.5350
 2019-Mar-07 16:36 *m  23 51 08.93 -00 25 44.1 94.24910  41.61665 2.43774322344032  -2.0546058  11.2551 /T   7.5349
 2019-Mar-07 16:37 *m  23 51 09.03 -00 25 43.4 94.24795  41.61674 2.43774239964005  -2.0532400  11.2549 /T   7.5348
 2019-Mar-07 16:38 *m  23 51 09.14 -00 25 42.7 94.24681  41.61684 2.43774157638814  -2.0518715  11.2547 /T   7.5347
 2019-Mar-07 16:39 *m  23 51 09.24 -00 25 42.0 94.24568  41.61693 2.43774075368569  -2.0505002  11.2545 /T   7.5345
 2019-Mar-07 16:40 *m  23 51 09.35 -00 25 41.3 94.24457  41.61702 2.43773993153381  -2.0491262  11.2543 /T   7.5344
 2019-Mar-07 16:41 *m  23 51 09.45 -00 25 40.6 94.24347  41.61712 2.43773910993356  -2.0477494  11.2541 /T   7.5343
 2019-Mar-07 16:42 *m  23 51 09.56 -00 25 39.9 94.24239  41.61721 2.43773828888603  -2.0463701  11.2539 /T   7.5342
 2019-Mar-07 16:43 *m  23 51 09.66 -00 25 39.2 94.24131  41.61730 2.43773746839226  -2.0449881  11.2537 /T   7.5340
 2019-Mar-07 16:44 *m  23 51 09.77 -00 25 38.5 94.24025  41.61739 2.43773664845333  -2.0436035  11.2535 /T   7.5339
 2019-Mar-07 16:45 *m  23 51 09.87 -00 25 37.8 94.23921  41.61749 2.43773582907027  -2.0422163  11.2532 /T   7.5338
 2019-Mar-07 16:46 *m  23 51 09.97 -00 25 37.1 94.23817  41.61758 2.43773501024410  -2.0408265  11.2530 /T   7.5336
 2019-Mar-07 16:47 *m  23 51 10.08 -00 25 36.4 94.23715  41.61767 2.43773419197583  -2.0394343  11.2528 /T   7.5335
 2019-Mar-07 16:48 *m  23 51 10.18 -00 25 35.7 94.23615  41.61777 2.43773337426649  -2.0380395  11.2526 /T   7.5334
 2019-Mar-07 16:49 *m  23 51 10.29 -00 25 35.0 94.23515  41.61786 2.43773255711704  -2.0366423  11.2524 /T   7.5333
 2019-Mar-07 16:50 *m  23 51 10.39 -00 25 34.3 94.23417  41.61795 2.43773174052849  -2.0352427  11.2522 /T   7.5331
 2019-Mar-07 16:51 *m  23 51 10.50 -00 25 33.7 94.23320  41.61805 2.43773092450180  -2.0338406  11.2520 /T   7.5330
 2019-Mar-07 16:52 *m  23 51 10.60 -00 25 33.0 94.23225  41.61814 2.43773010903793  -2.0324362  11.2518 /T   7.5329
 2019-Mar-07 16:53 *m  23 51 10.71 -00 25 32.3 94.23131  41.61823 2.43772929413784  -2.0310294  11.2516 /T   7.5327
 2019-Mar-07 16:54 *m  23 51 10.81 -00 25 31.6 94.23038  41.61833 2.43772847980244  -2.0296203  11.2514 /T   7.5326
 2019-Mar-07 16:55 *m  23 51 10.92 -00 25 30.9 94.22947  41.61842 2.43772766603269  -2.0282089  11.2511 /T   7.5325
 2019-Mar-07 16:56 *m  23 51 11.02 -00 25 30.2 94.22857  41.61851 2.43772685282947  -2.0267953  11.2509 /T   7.5324
 2019-Mar-07 16:57 *m  23 51 11.13 -00 25 29.5 94.22768  41.61860 2.43772604019370  -2.0253794  11.2507 /T   7.5322
 2019-Mar-07 16:58 *m  23 51 11.23 -00 25 28.8 94.22680  41.61870 2.43772522812627  -2.0239613  11.2505 /T   7.5321
 2019-Mar-07 16:59 *m  23 51 11.34 -00 25 28.1 94.22594  41.61879 2.43772441662806  -2.0225410  11.2503 /T   7.5320
 2019-Mar-07 17:00 *m  23 51 11.44 -00 25 27.4 94.22510  41.61888 2.43772360569993  -2.0211186  11.2501 /T   7.5319
 2019-Mar-07 17:01 *m  23 51 11.55 -00 25 26.7 94.22426  41.61898 2.43772279534274  -2.0196941  11.2499 /T   7.5317
 2019-Mar-07 17:02 *m  23 51 11.65 -00 25 26.0 94.22344  41.61907 2.43772198555733  -2.0182674  11.2497 /T   7.5316
 2019-Mar-07 17:03 *m  23 51 11.75 -00 25 25.3 94.22264  41.61916 2.43772117634455  -2.0168387  11.2495 /T   7.5315
 2019-Mar-07 17:04 *m  23 51 11.86 -00 25 24.6 94.22184  41.61926 2.43772036770520  -2.0154080  11.2493 /T   7.5313
 2019-Mar-07 17:05 *m  23 51 11.96 -00 25 23.9 94.22106  41.61935 2.43771955964009  -2.0139753  11.2490 /T   7.5312
 2019-Mar-07 17:06 *m  23 51 12.07 -00 25 23.3 94.22030  41.61944 2.43771875215004  -2.0125406  11.2488 /T   7.5311
 2019-Mar-07 17:07 *m  23 51 12.17 -00 25 22.6 94.21955  41.61953 2.43771794523582  -2.0111039  11.2486 /T   7.5310
 2019-Mar-07 17:08 *m  23 51 12.28 -00 25 21.9 94.21881  41.61963 2.43771713889820  -2.0096653  11.2484 /T   7.5308
 2019-Mar-07 17:09 *m  23 51 12.38 -00 25 21.2 94.21808  41.61972 2.43771633313795  -2.0082249  11.2482 /T   7.5307
 2019-Mar-07 17:10 *m  23 51 12.49 -00 25 20.5 94.21737  41.61981 2.43771552795583  -2.0067826  11.2480 /T   7.5306
 2019-Mar-07 17:11 *m  23 51 12.59 -00 25 19.8 94.21667  41.61991 2.43771472335256  -2.0053384  11.2478 /T   7.5304
 2019-Mar-07 17:12 *m  23 51 12.70 -00 25 19.1 94.21599  41.62000 2.43771391932888  -2.0038925  11.2476 /T   7.5303
 2019-Mar-07 17:13 *m  23 51 12.80 -00 25 18.4 94.21532  41.62009 2.43771311588551  -2.0024448  11.2474 /T   7.5302
 2019-Mar-07 17:14 *m  23 51 12.91 -00 25 17.7 94.21466  41.62018 2.43771231302314  -2.0009953  11.2471 /T   7.5301
 2019-Mar-07 17:15 *m  23 51 13.01 -00 25 17.0 94.21402  41.62028 2.43771151074247  -1.9995442  11.2469 /T   7.5299
 2019-Mar-07 17:16 *m  23 51 13.12 -00 25 16.3 94.21339  41.62037 2.43771070904418  -1.9980913  11.2467 /T   7.5298
 2019-Mar-07 17:17 *m  23 51 13.22 -00 25 15.6 94.21277  41.62046 2.43770990792894  -1.9966368  11.2465 /T   7.5297
 2019-Mar-07 17:18 *m  23 51 13.33 -00 25 14.9 94.21217  41.62056 2.43770910739740  -1.9951807  11.2463 /T   7.5296
 2019-Mar-07 17:19 *m  23 51 13.43 -00 25 14.2 94.21158  41.62065 2.43770830745022  -1.9937230  11.2461 /T   7.5294
 2019-Mar-07 17:20 *m  23 51 13.53 -00 25 13.5 94.21101  41.62074 2.43770750808803  -1.9922637  11.2459 /T   7.5293
 2019-Mar-07 17:21 *m  23 51 13.64 -00 25 12.8 94.21045  41.62083 2.43770670931143  -1.9908029  11.2457 /T   7.5292
 2019-Mar-07 17:22 *m  23 51 13.74 -00 25 12.2 94.20990  41.62093 2.43770591112105  -1.9893406  11.2455 /T   7.5290
 2019-Mar-07 17:23 *m  23 51 13.85 -00 25 11.5 94.20937  41.62102 2.43770511351748  -1.9878768  11.2453 /T   7.5289
 2019-Mar-07 17:24 *m  23 51 13.95 -00 25 10.8 94.20885  41.62111 2.43770431650132  -1.9864115  11.2450 /T   7.5288
 2019-Mar-07 17:25 *m  23 51 14.06 -00 25 10.1 94.20834  41.62120 2.43770352007312  -1.9849449  11.2448 /T   7.5287
