*******************************************************************************
Ephemeris / WWW_USER Thu Mar  7 10:10:32 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Hayabusa 2 (spacecraft) (-37)   {source: hayabusa-2_merged}
Center body name: Earth (399)                     {source: hayabusa-2_merged}
Center-site name: Green Bank (GBT)
*******************************************************************************
Start time      : A.D. 2019-Mar-07 12:30:00.0000 UT      
Stop  time      : A.D. 2019-Mar-07 18:30:00.0000 UT      
Step-size       : 1 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 280.160200,38.4330940,0.8760930 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 280.160200,5003.37558,3943.7589 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: hayabusa-2_merged}
Rel. light bend : Sun, EARTH                      {source: hayabusa-2_merged}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.190306.p190528                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2019-MAR-06. PREDICTS-> 2019-MAY-27
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************************************************
 Date__(UT)__HR:MN     R.A._(ICRF/J2000.0)_DEC dRA*cosD d(DEC)/dt            delta      deldot    S-O-T /r    S-T-O
*******************************************************************************************************************
$$SOE
 2019-Mar-07 14:33 *m  21 34 05.33 -11 20 38.6 103.3792  39.03361 2.23266106148663  -7.2850985  24.5050 /L  17.1982
 2019-Mar-07 14:34 *m  21 34 05.45 -11 20 38.0 103.3780  39.03449 2.23265813994280  -7.2836913  24.5051 /L  17.1983
 2019-Mar-07 14:35 *m  21 34 05.57 -11 20 37.3 103.3768  39.03537 2.23265521896383  -7.2822817  24.5053 /L  17.1985
 2019-Mar-07 14:36 *m  21 34 05.68 -11 20 36.7 103.3756  39.03625 2.23265229855069  -7.2808698  24.5055 /L  17.1986
 2019-Mar-07 14:37 *m  21 34 05.80 -11 20 36.0 103.3744  39.03714 2.23264937870426  -7.2794556  24.5057 /L  17.1987
 2019-Mar-07 14:38 *m  21 34 05.92 -11 20 35.4 103.3732  39.03802 2.23264645942549  -7.2780391  24.5059 /L  17.1989
 2019-Mar-07 14:39 *m  21 34 06.04 -11 20 34.7 103.3721  39.03890 2.23264354071526  -7.2766204  24.5060 /L  17.1990
 2019-Mar-07 14:40 *m  21 34 06.15 -11 20 34.1 103.3709  39.03979 2.23264062257447  -7.2751995  24.5062 /L  17.1991
 2019-Mar-07 14:41 *m  21 34 06.27 -11 20 33.4 103.3698  39.04067 2.23263770500399  -7.2737765  24.5064 /L  17.1993
 2019-Mar-07 14:42 *m  21 34 06.39 -11 20 32.8 103.3687  39.04156 2.23263478800468  -7.2723513  24.5066 /L  17.1994
 2019-Mar-07 14:43 *m  21 34 06.50 -11 20 32.1 103.3676  39.04245 2.23263187157742  -7.2709239  24.5067 /L  17.1995
 2019-Mar-07 14:44 *m  21 34 06.62 -11 20 31.5 103.3665  39.04334 2.23262895572303  -7.2694945  24.5069 /L  17.1996
 2019-Mar-07 14:45 *m  21 34 06.74 -11 20 30.8 103.3654  39.04423 2.23262604044235  -7.2680630  24.5071 /L  17.1998
 2019-Mar-07 14:46 *m  21 34 06.86 -11 20 30.2 103.3644  39.04512 2.23262312573620  -7.2666295  24.5073 /L  17.1999
 2019-Mar-07 14:47 *m  21 34 06.97 -11 20 29.5 103.3633  39.04601 2.23262021160540  -7.2651940  24.5075 /L  17.2000
 2019-Mar-07 14:48 *m  21 34 07.09 -11 20 28.9 103.3623  39.04690 2.23261729805073  -7.2637565  24.5076 /L  17.2002
 2019-Mar-07 14:49 *m  21 34 07.21 -11 20 28.2 103.3613  39.04779 2.23261438507300  -7.2623170  24.5078 /L  17.2003
 2019-Mar-07 14:50 *m  21 34 07.32 -11 20 27.6 103.3603  39.04869 2.23261147267296  -7.2608757  24.5080 /L  17.2004
 2019-Mar-07 14:51 *m  21 34 07.44 -11 20 26.9 103.3593  39.04958 2.23260856085139  -7.2594324  24.5082 /L  17.2006
 2019-Mar-07 14:52 *m  21 34 07.56 -11 20 26.3 103.3583  39.05048 2.23260564960905  -7.2579873  24.5083 /L  17.2007
 2019-Mar-07 14:53 *m  21 34 07.68 -11 20 25.6 103.3574  39.05137 2.23260273894666  -7.2565403  24.5085 /L  17.2008
 2019-Mar-07 14:54 *m  21 34 07.79 -11 20 25.0 103.3564  39.05227 2.23259982886497  -7.2550916  24.5087 /L  17.2010
 2019-Mar-07 14:55 *m  21 34 07.91 -11 20 24.3 103.3555  39.05317 2.23259691936469  -7.2536410  24.5089 /L  17.2011
 2019-Mar-07 14:56 *m  21 34 08.03 -11 20 23.7 103.3546  39.05406 2.23259401044652  -7.2521888  24.5091 /L  17.2012
 2019-Mar-07 14:57 *m  21 34 08.14 -11 20 23.0 103.3537  39.05496 2.23259110211116  -7.2507348  24.5092 /L  17.2014
 2019-Mar-07 14:58 *m  21 34 08.26 -11 20 22.4 103.3529  39.05586 2.23258819435930  -7.2492791  24.5094 /L  17.2015
 2019-Mar-07 14:59 *m  21 34 08.38 -11 20 21.7 103.3520  39.05676 2.23258528719160  -7.2478217  24.5096 /L  17.2016
 2019-Mar-07 15:00 *m  21 34 08.50 -11 20 21.1 103.3511  39.05766 2.23258238060874  -7.2463627  24.5098 /L  17.2018
 2019-Mar-07 15:01 *m  21 34 08.61 -11 20 20.4 103.3503  39.05857 2.23257947461135  -7.2449021  24.5099 /L  17.2019
 2019-Mar-07 15:02 *m  21 34 08.73 -11 20 19.8 103.3495  39.05947 2.23257656920007  -7.2434400  24.5101 /L  17.2020
 2019-Mar-07 15:03 *m  21 34 08.85 -11 20 19.1 103.3487  39.06037 2.23257366437554  -7.2419763  24.5103 /L  17.2022
 2019-Mar-07 15:04 *m  21 34 08.97 -11 20 18.5 103.3479  39.06127 2.23257076013835  -7.2405110  24.5105 /L  17.2023
 2019-Mar-07 15:05 *m  21 34 09.08 -11 20 17.8 103.3471  39.06218 2.23256785648913  -7.2390443  24.5107 /L  17.2024
 2019-Mar-07 15:06 *m  21 34 09.20 -11 20 17.2 103.3464  39.06308 2.23256495342845  -7.2375761  24.5108 /L  17.2026
 2019-Mar-07 15:07 *m  21 34 09.32 -11 20 16.5 103.3456  39.06399 2.23256205095690  -7.2361065  24.5110 /L  17.2027
 2019-Mar-07 15:08 *m  21 34 09.43 -11 20 15.9 103.3449  39.06490 2.23255914907505  -7.2346355  24.5112 /L  17.2028
 2019-Mar-07 15:09 *m  21 34 09.55 -11 20 15.2 103.3442  39.06580 2.23255624778344  -7.2331632  24.5114 /L  17.2030
 2019-Mar-07 15:10 *m  21 34 09.67 -11 20 14.6 103.3435  39.06671 2.23255334708263  -7.2316894  24.5115 /L  17.2031
 2019-Mar-07 15:11 *m  21 34 09.79 -11 20 13.9 103.3428  39.06762 2.23255044697315  -7.2302144  24.5117 /L  17.2032
 2019-Mar-07 15:12 *m  21 34 09.90 -11 20 13.3 103.3422  39.06853 2.23254754745552  -7.2287381  24.5119 /L  17.2034
 2019-Mar-07 15:13 *m  21 34 10.02 -11 20 12.6 103.3415  39.06943 2.23254464853024  -7.2272605  24.5121 /L  17.2035
 2019-Mar-07 15:14 *m  21 34 10.14 -11 20 12.0 103.3409  39.07034 2.23254175019782  -7.2257817  24.5122 /L  17.2036
 2019-Mar-07 15:15 *m  21 34 10.25 -11 20 11.3 103.3402  39.07125 2.23253885245873  -7.2243017  24.5124 /L  17.2037
 2019-Mar-07 15:16 *m  21 34 10.37 -11 20 10.7 103.3396  39.07216 2.23253595531346  -7.2228206  24.5126 /L  17.2039
 2019-Mar-07 15:17 *m  21 34 10.49 -11 20 10.0 103.3391  39.07307 2.23253305876247  -7.2213383  24.5128 /L  17.2040
 2019-Mar-07 15:18 *m  21 34 10.61 -11 20 09.4 103.3385  39.07399 2.23253016280621  -7.2198549  24.5130 /L  17.2041
 2019-Mar-07 15:19 *m  21 34 10.72 -11 20 08.7 103.3379  39.07490 2.23252726744511  -7.2183704  24.5131 /L  17.2043
 2019-Mar-07 15:20 *m  21 34 10.84 -11 20 08.1 103.3374  39.07581 2.23252437267960  -7.2168848  24.5133 /L  17.2044
 2019-Mar-07 15:21 *m  21 34 10.96 -11 20 07.5 103.3368  39.07672 2.23252147851011  -7.2153983  24.5135 /L  17.2045
 2019-Mar-07 15:22 *m  21 34 11.07 -11 20 06.8 103.3363  39.07764 2.23251858493702  -7.2139107  24.5137 /L  17.2047
 2019-Mar-07 15:23 *m  21 34 11.19 -11 20 06.2 103.3358  39.07855 2.23251569196073  -7.2124222  24.5138 /L  17.2048
 2019-Mar-07 15:24 *m  21 34 11.31 -11 20 05.5 103.3354  39.07946 2.23251279958163  -7.2109328  24.5140 /L  17.2049
 2019-Mar-07 15:25 *m  21 34 11.43 -11 20 04.9 103.3349  39.08038 2.23250990780008  -7.2094425  24.5142 /L  17.2051
 2019-Mar-07 15:26 *m  21 34 11.54 -11 20 04.2 103.3344  39.08129 2.23250701661643  -7.2079512  24.5144 /L  17.2052
 2019-Mar-07 15:27 *m  21 34 11.66 -11 20 03.6 103.3340  39.08221 2.23250412603103  -7.2064592  24.5146 /L  17.2053
 2019-Mar-07 15:28 *m  21 34 11.78 -11 20 02.9 103.3336  39.08312 2.23250123604422  -7.2049663  24.5147 /L  17.2055
 2019-Mar-07 15:29 *m  21 34 11.89 -11 20 02.3 103.3332  39.08404 2.23249834665631  -7.2034727  24.5149 /L  17.2056
 2019-Mar-07 15:30 *m  21 34 12.01 -11 20 01.6 103.3328  39.08495 2.23249545786761  -7.2019782  24.5151 /L  17.2057
 2019-Mar-07 15:31 *m  21 34 12.13 -11 20 01.0 103.3324  39.08587 2.23249256967842  -7.2004831  24.5153 /L  17.2059
 2019-Mar-07 15:32 *m  21 34 12.25 -11 20 00.3 103.3320  39.08678 2.23248968208903  -7.1989873  24.5154 /L  17.2060
 2019-Mar-07 15:33 *m  21 34 12.36 -11 19 59.7 103.3317  39.08770 2.23248679509970  -7.1974908  24.5156 /L  17.2061
 2019-Mar-07 15:34 *m  21 34 12.48 -11 19 59.0 103.3314  39.08862 2.23248390871070  -7.1959936  24.5158 /L  17.2063
 2019-Mar-07 15:35 *m  21 34 12.60 -11 19 58.4 103.3310  39.08953 2.23248102292228  -7.1944959  24.5160 /L  17.2064
 2019-Mar-07 15:36 *m  21 34 12.71 -11 19 57.7 103.3308  39.09045 2.23247813773467  -7.1929976  24.5161 /L  17.2065
 2019-Mar-07 15:37 *m  21 34 12.83 -11 19 57.1 103.3305  39.09137 2.23247525314811  -7.1914987  24.5163 /L  17.2067
 2019-Mar-07 15:38 *m  21 34 12.95 -11 19 56.4 103.3302  39.09229 2.23247236916280  -7.1899993  24.5165 /L  17.2068
 2019-Mar-07 15:39 *m  21 34 13.07 -11 19 55.8 103.3299  39.09321 2.23246948577894  -7.1884994  24.5167 /L  17.2069
 2019-Mar-07 15:40 *m  21 34 13.18 -11 19 55.1 103.3297  39.09412 2.23246660299673  -7.1869991  24.5168 /L  17.2071
 2019-Mar-07 15:41 *m  21 34 13.30 -11 19 54.5 103.3295  39.09504 2.23246372081635  -7.1854983  24.5170 /L  17.2072
 2019-Mar-07 15:42 *m  21 34 13.42 -11 19 53.8 103.3293  39.09596 2.23246083923796  -7.1839972  24.5172 /L  17.2073
 2019-Mar-07 15:43 *m  21 34 13.53 -11 19 53.2 103.3291  39.09688 2.23245795826171  -7.1824956  24.5174 /L  17.2074
 2019-Mar-07 15:44 *m  21 34 13.65 -11 19 52.5 103.3289  39.09780 2.23245507788775  -7.1809938  24.5176 /L  17.2076
 2019-Mar-07 15:45 *m  21 34 13.77 -11 19 51.9 103.3288  39.09872 2.23245219811621  -7.1794916  24.5177 /L  17.2077
 2019-Mar-07 15:46 *m  21 34 13.89 -11 19 51.2 103.3286  39.09963 2.23244931894720  -7.1779891  24.5179 /L  17.2078
 2019-Mar-07 15:47 *m  21 34 14.00 -11 19 50.6 103.3285  39.10055 2.23244644038084  -7.1764864  24.5181 /L  17.2080
 2019-Mar-07 15:48 *m  21 34 14.12 -11 19 49.9 103.3284  39.10147 2.23244356241721  -7.1749835  24.5183 /L  17.2081
 2019-Mar-07 15:49 *m  21 34 14.24 -11 19 49.3 103.3283  39.10239 2.23244068505640  -7.1734803  24.5184 /L  17.2082
 2019-Mar-07 15:50 *m  21 34 14.35 -11 19 48.6 103.3282  39.10331 2.23243780829849  -7.1719771  24.5186 /L  17.2084
 2019-Mar-07 15:51 *m  21 34 14.47 -11 19 48.0 103.3281  39.10423 2.23243493214353  -7.1704736  24.5188 /L  17.2085
 2019-Mar-07 15:52 *m  21 34 14.59 -11 19 47.3 103.3281  39.10515 2.23243205659156  -7.1689701  24.5190 /L  17.2086
 2019-Mar-07 15:53 *m  21 34 14.71 -11 19 46.7 103.3280  39.10607 2.23242918164261  -7.1674665  24.5191 /L  17.2088
 2019-Mar-07 15:54 *m  21 34 14.82 -11 19 46.0 103.3280  39.10699 2.23242630729673  -7.1659629  24.5193 /L  17.2089
 2019-Mar-07 15:55 *t  21 34 14.94 -11 19 45.4 103.3280  39.10790 2.23242343355392  -7.1644592  24.5195 /L  17.2090
 2019-Mar-07 15:56 *m  21 34 15.06 -11 19 44.7 103.3280  39.10882 2.23242056041417  -7.1629556  24.5197 /L  17.2092
 2019-Mar-07 15:57 *m  21 34 15.17 -11 19 44.1 103.3280  39.10974 2.23241768787748  -7.1614520  24.5199 /L  17.2093
 2019-Mar-07 15:58 *m  21 34 15.29 -11 19 43.4 103.3281  39.11066 2.23241481594381  -7.1599485  24.5200 /L  17.2094
 2019-Mar-07 15:59 *m  21 34 15.41 -11 19 42.8 103.3281  39.11158 2.23241194461313  -7.1584451  24.5202 /L  17.2096
 2019-Mar-07 16:00 *m  21 34 15.53 -11 19 42.1 103.3282  39.11250 2.23240907388540  -7.1569418  24.5204 /L  17.2097
 2019-Mar-07 16:01 *m  21 34 15.64 -11 19 41.5 103.3283  39.11342 2.23240620376055  -7.1554387  24.5206 /L  17.2098
 2019-Mar-07 16:02 *m  21 34 15.76 -11 19 40.8 103.3284  39.11433 2.23240333423851  -7.1539358  24.5207 /L  17.2100
 2019-Mar-07 16:03 *m  21 34 15.88 -11 19 40.2 103.3285  39.11525 2.23240046531919  -7.1524331  24.5209 /L  17.2101
 2019-Mar-07 16:04 *m  21 34 15.99 -11 19 39.5 103.3286  39.11617 2.23239759700251  -7.1509307  24.5211 /L  17.2102
 2019-Mar-07 16:05 *m  21 34 16.11 -11 19 38.9 103.3288  39.11709 2.23239472928835  -7.1494285  24.5213 /L  17.2104
 2019-Mar-07 16:06 *m  21 34 16.23 -11 19 38.2 103.3290  39.11801 2.23239186217659  -7.1479267  24.5214 /L  17.2105
 2019-Mar-07 16:07 *m  21 34 16.35 -11 19 37.6 103.3291  39.11892 2.23238899566710  -7.1464252  24.5216 /L  17.2106
 2019-Mar-07 16:08 *m  21 34 16.46 -11 19 36.9 103.3293  39.11984 2.23238612975974  -7.1449241  24.5218 /L  17.2108
 2019-Mar-07 16:09 *m  21 34 16.58 -11 19 36.3 103.3295  39.12076 2.23238326445435  -7.1434234  24.5220 /L  17.2109
 2019-Mar-07 16:10 *m  21 34 16.70 -11 19 35.6 103.3298  39.12168 2.23238039975076  -7.1419231  24.5221 /L  17.2110
 2019-Mar-07 16:11 *m  21 34 16.81 -11 19 35.0 103.3300  39.12259 2.23237753564880  -7.1404233  24.5223 /L  17.2111
 2019-Mar-07 16:12 *m  21 34 16.93 -11 19 34.3 103.3303  39.12351 2.23237467214827  -7.1389240  24.5225 /L  17.2113
 2019-Mar-07 16:13 *m  21 34 17.05 -11 19 33.7 103.3305  39.12442 2.23237180924897  -7.1374252  24.5227 /L  17.2114
 2019-Mar-07 16:14 *m  21 34 17.17 -11 19 33.0 103.3308  39.12534 2.23236894695068  -7.1359269  24.5229 /L  17.2115
 2019-Mar-07 16:15 *m  21 34 17.28 -11 19 32.4 103.3311  39.12626 2.23236608525318  -7.1344292  24.5230 /L  17.2117
 2019-Mar-07 16:16 *m  21 34 17.40 -11 19 31.7 103.3314  39.12717 2.23236322415622  -7.1329322  24.5232 /L  17.2118
 2019-Mar-07 16:17 *m  21 34 17.52 -11 19 31.1 103.3318  39.12809 2.23236036365957  -7.1314358  24.5234 /L  17.2119
 2019-Mar-07 16:18 *m  21 34 17.63 -11 19 30.4 103.3321  39.12900 2.23235750376295  -7.1299400  24.5236 /L  17.2121
 2019-Mar-07 16:19 *m  21 34 17.75 -11 19 29.8 103.3325  39.12992 2.23235464446608  -7.1284450  24.5237 /L  17.2122
 2019-Mar-07 16:20 *m  21 34 17.87 -11 19 29.1 103.3329  39.13083 2.23235178576869  -7.1269506  24.5239 /L  17.2123
 2019-Mar-07 16:21 *m  21 34 17.99 -11 19 28.5 103.3333  39.13174 2.23234892767048  -7.1254571  24.5241 /L  17.2125
 2019-Mar-07 16:22 *m  21 34 18.10 -11 19 27.8 103.3337  39.13266 2.23234607017113  -7.1239643  24.5243 /L  17.2126
 2019-Mar-07 16:23 *m  21 34 18.22 -11 19 27.2 103.3341  39.13357 2.23234321327032  -7.1224724  24.5244 /L  17.2127
 2019-Mar-07 16:24 *m  21 34 18.34 -11 19 26.5 103.3345  39.13448 2.23234035696772  -7.1209812  24.5246 /L  17.2129
 2019-Mar-07 16:25 *m  21 34 18.45 -11 19 25.9 103.3350  39.13539 2.23233750126299  -7.1194910  24.5248 /L  17.2130
 2019-Mar-07 16:26 *m  21 34 18.57 -11 19 25.2 103.3355  39.13630 2.23233464615576  -7.1180017  24.5250 /L  17.2131
 2019-Mar-07 16:27 *m  21 34 18.69 -11 19 24.6 103.3360  39.13722 2.23233179164567  -7.1165133  24.5251 /L  17.2133
 2019-Mar-07 16:28 *m  21 34 18.81 -11 19 23.9 103.3365  39.13813 2.23232893773233  -7.1150259  24.5253 /L  17.2134
 2019-Mar-07 16:29 *m  21 34 18.92 -11 19 23.3 103.3370  39.13904 2.23232608441536  -7.1135394  24.5255 /L  17.2135
 2019-Mar-07 16:30 *m  21 34 19.04 -11 19 22.6 103.3375  39.13995 2.23232323169434  -7.1120540  24.5257 /L  17.2137
 2019-Mar-07 16:31 *m  21 34 19.16 -11 19 22.0 103.3381  39.14086 2.23232037956886  -7.1105697  24.5258 /L  17.2138
 2019-Mar-07 16:32 *m  21 34 19.27 -11 19 21.3 103.3386  39.14176 2.23231752803849  -7.1090864  24.5260 /L  17.2139
 2019-Mar-07 16:33 *m  21 34 19.39 -11 19 20.7 103.3392  39.14267 2.23231467710280  -7.1076042  24.5262 /L  17.2141
 2019-Mar-07 16:34 *m  21 34 19.51 -11 19 20.0 103.3398  39.14358 2.23231182676133  -7.1061232  24.5264 /L  17.2142
 2019-Mar-07 16:35 *m  21 34 19.63 -11 19 19.4 103.3404  39.14449 2.23230897701361  -7.1046434  24.5266 /L  17.2143
 2019-Mar-07 16:36 *m  21 34 19.74 -11 19 18.7 103.3410  39.14539 2.23230612785918  -7.1031647  24.5267 /L  17.2145
 2019-Mar-07 16:37 *m  21 34 19.86 -11 19 18.0 103.3417  39.14630 2.23230327929754  -7.1016873  24.5269 /L  17.2146
 2019-Mar-07 16:38 *m  21 34 19.98 -11 19 17.4 103.3423  39.14720 2.23230043132819  -7.1002111  24.5271 /L  17.2147
 2019-Mar-07 16:39 *m  21 34 20.09 -11 19 16.7 103.3430  39.14811 2.23229758395063  -7.0987363  24.5273 /L  17.2148
 2019-Mar-07 16:40 *m  21 34 20.21 -11 19 16.1 103.3437  39.14901 2.23229473716434  -7.0972627  24.5274 /L  17.2150
 2019-Mar-07 16:41 *m  21 34 20.33 -11 19 15.4 103.3444  39.14992 2.23229189096877  -7.0957905  24.5276 /L  17.2151
 2019-Mar-07 16:42 *m  21 34 20.45 -11 19 14.8 103.3451  39.15082 2.23228904536338  -7.0943197  24.5278 /L  17.2152
 2019-Mar-07 16:43 *m  21 34 20.56 -11 19 14.1 103.3458  39.15172 2.23228620034762  -7.0928502  24.5280 /L  17.2154
 2019-Mar-07 16:44 *m  21 34 20.68 -11 19 13.5 103.3466  39.15262 2.23228335592091  -7.0913822  24.5281 /L  17.2155
 2019-Mar-07 16:45 *m  21 34 20.80 -11 19 12.8 103.3473  39.15352 2.23228051208268  -7.0899157  24.5283 /L  17.2156
 2019-Mar-07 16:46 *m  21 34 20.91 -11 19 12.2 103.3481  39.15442 2.23227766883234  -7.0884507  24.5285 /L  17.2158
 2019-Mar-07 16:47 *m  21 34 21.03 -11 19 11.5 103.3489  39.15532 2.23227482616927  -7.0869871  24.5287 /L  17.2159
 2019-Mar-07 16:48 *m  21 34 21.15 -11 19 10.9 103.3497  39.15622 2.23227198409287  -7.0855252  24.5288 /L  17.2160
 2019-Mar-07 16:49 *m  21 34 21.27 -11 19 10.2 103.3505  39.15712 2.23226914260250  -7.0840648  24.5290 /L  17.2162
 2019-Mar-07 16:50 *m  21 34 21.38 -11 19 09.6 103.3513  39.15802 2.23226630169753  -7.0826060  24.5292 /L  17.2163
 2019-Mar-07 16:51 *m  21 34 21.50 -11 19 08.9 103.3522  39.15891 2.23226346137731  -7.0811488  24.5294 /L  17.2164
 2019-Mar-07 16:52 *m  21 34 21.62 -11 19 08.3 103.3531  39.15981 2.23226062164117  -7.0796934  24.5295 /L  17.2166
 2019-Mar-07 16:53 *m  21 34 21.73 -11 19 07.6 103.3539  39.16070 2.23225778248844  -7.0782396  24.5297 /L  17.2167
 2019-Mar-07 16:54 *m  21 34 21.85 -11 19 07.0 103.3548  39.16160 2.23225494391845  -7.0767875  24.5299 /L  17.2168
 2019-Mar-07 16:55 *m  21 34 21.97 -11 19 06.3 103.3557  39.16249 2.23225210593047  -7.0753372  24.5301 /L  17.2170
 2019-Mar-07 16:56 *m  21 34 22.09 -11 19 05.7 103.3567  39.16338 2.23224926852383  -7.0738886  24.5302 /L  17.2171
 2019-Mar-07 16:57 *m  21 34 22.20 -11 19 05.0 103.3576  39.16428 2.23224643169777  -7.0724419  24.5304 /L  17.2172
 2019-Mar-07 16:58 *m  21 34 22.32 -11 19 04.4 103.3586  39.16517 2.23224359545160  -7.0709970  24.5306 /L  17.2174
 2019-Mar-07 16:59 *m  21 34 22.44 -11 19 03.7 103.3595  39.16606 2.23224075978455  -7.0695540  24.5308 /L  17.2175
 2019-Mar-07 17:00 *m  21 34 22.55 -11 19 03.1 103.3605  39.16695 2.23223792469587  -7.0681129  24.5309 /L  17.2176
 2019-Mar-07 17:01 *m  21 34 22.67 -11 19 02.4 103.3615  39.16783 2.23223509018480  -7.0666737  24.5311 /L  17.2178
 2019-Mar-07 17:02 *m  21 34 22.79 -11 19 01.8 103.3625  39.16872 2.23223225625056  -7.0652364  24.5313 /L  17.2179
 2019-Mar-07 17:03 *m  21 34 22.91 -11 19 01.1 103.3636  39.16961 2.23222942289236  -7.0638011  24.5315 /L  17.2180
 2019-Mar-07 17:04 *m  21 34 23.02 -11 19 00.5 103.3646  39.17049 2.23222659010941  -7.0623679  24.5317 /L  17.2182
 2019-Mar-07 17:05 *m  21 34 23.14 -11 18 59.8 103.3657  39.17138 2.23222375790089  -7.0609366  24.5318 /L  17.2183
 2019-Mar-07 17:06 *m  21 34 23.26 -11 18 59.2 103.3667  39.17226 2.23222092626597  -7.0595075  24.5320 /L  17.2184
 2019-Mar-07 17:07 *m  21 34 23.37 -11 18 58.5 103.3678  39.17314 2.23221809520384  -7.0580804  24.5322 /L  17.2186
 2019-Mar-07 17:08 *m  21 34 23.49 -11 18 57.9 103.3689  39.17403 2.23221526471362  -7.0566555  24.5324 /L  17.2187
 2019-Mar-07 17:09 *m  21 34 23.61 -11 18 57.2 103.3700  39.17491 2.23221243479448  -7.0552327  24.5325 /L  17.2188
 2019-Mar-07 17:10 *m  21 34 23.73 -11 18 56.6 103.3712  39.17579 2.23220960544554  -7.0538120  24.5327 /L  17.2189
 2019-Mar-07 17:11 *m  21 34 23.84 -11 18 55.9 103.3723  39.17666 2.23220677666593  -7.0523936  24.5329 /L  17.2191
 2019-Mar-07 17:12 *m  21 34 23.96 -11 18 55.3 103.3735  39.17754 2.23220394845475  -7.0509775  24.5331 /L  17.2192
 2019-Mar-07 17:13 *m  21 34 24.08 -11 18 54.6 103.3747  39.17842 2.23220112081111  -7.0495635  24.5332 /L  17.2193
 2019-Mar-07 17:14 *m  21 34 24.20 -11 18 54.0 103.3758  39.17929 2.23219829373408  -7.0481519  24.5334 /L  17.2195
 2019-Mar-07 17:15 *m  21 34 24.31 -11 18 53.3 103.3770  39.18017 2.23219546722275  -7.0467426  24.5336 /L  17.2196
 2019-Mar-07 17:16 *m  21 34 24.43 -11 18 52.7 103.3783  39.18104 2.23219264127618  -7.0453357  24.5338 /L  17.2197
 2019-Mar-07 17:17 *m  21 34 24.55 -11 18 52.0 103.3795  39.18191 2.23218981589342  -7.0439311  24.5339 /L  17.2199
 2019-Mar-07 17:18 *m  21 34 24.66 -11 18 51.4 103.3807  39.18279 2.23218699107351  -7.0425289  24.5341 /L  17.2200
 2019-Mar-07 17:19 *m  21 34 24.78 -11 18 50.7 103.3820  39.18366 2.23218416681549  -7.0411291  24.5343 /L  17.2201
 2019-Mar-07 17:20 *m  21 34 24.90 -11 18 50.1 103.3833  39.18453 2.23218134311837  -7.0397318  24.5345 /L  17.2203
 2019-Mar-07 17:21 *m  21 34 25.02 -11 18 49.4 103.3846  39.18539 2.23217851998117  -7.0383370  24.5346 /L  17.2204
 2019-Mar-07 17:22 *m  21 34 25.13 -11 18 48.8 103.3859  39.18626 2.23217569740287  -7.0369447  24.5348 /L  17.2205
 2019-Mar-07 17:23 *m  21 34 25.25 -11 18 48.1 103.3872  39.18713 2.23217287538247  -7.0355550  24.5350 /L  17.2207
 2019-Mar-07 17:24 *m  21 34 25.37 -11 18 47.5 103.3885  39.18799 2.23217005391895  -7.0341678  24.5352 /L  17.2208
 2019-Mar-07 17:25 *m  21 34 25.48 -11 18 46.8 103.3899  39.18885 2.23216723301126  -7.0327832  24.5353 /L  17.2209
 2019-Mar-07 17:26 *m  21 34 25.60 -11 18 46.2 103.3913  39.18972 2.23216441265836  -7.0314013  24.5355 /L  17.2211
 2019-Mar-07 17:27 *m  21 34 25.72 -11 18 45.5 103.3926  39.19058 2.23216159285920  -7.0300219  24.5357 /L  17.2212
 2019-Mar-07 17:28 *m  21 34 25.84 -11 18 44.8 103.3940  39.19144 2.23215877361269  -7.0286453  24.5359 /L  17.2213
 2019-Mar-07 17:29 *m  21 34 25.95 -11 18 44.2 103.3954  39.19229 2.23215595491778  -7.0272714  24.5360 /L  17.2215
 2019-Mar-07 17:30 *m  21 34 26.07 -11 18 43.5 103.3968  39.19315 2.23215313677335  -7.0259002  24.5362 /L  17.2216
 2019-Mar-07 17:31 *m  21 34 26.19 -11 18 42.9 103.3983  39.19401 2.23215031917832  -7.0245318  24.5364 /L  17.2217
 2019-Mar-07 17:32 *m  21 34 26.30 -11 18 42.2 103.3997  39.19486 2.23214750213156  -7.0231661  24.5366 /L  17.2219
 2019-Mar-07 17:33 *m  21 34 26.42 -11 18 41.6 103.4012  39.19572 2.23214468563196  -7.0218033  24.5367 /L  17.2220
