*******************************************************************************
Ephemeris / WWW_USER Tue Feb 19 21:48:36 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Voyager 2 (spacecraft) (-32)    {source: Voyager_2}
Center body name: Earth (399)                     {source: Voyager_2}
Center-site name: Green Bank (GBT)
*******************************************************************************
Start time      : A.D. 2019-Feb-20 19:15:00.0000 UT      
Stop  time      : A.D. 2019-Feb-21 07:15:00.0000 UT      
Step-size       : 1 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 280.160200,38.4330940,0.8760930 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 280.160200,5003.37558,3943.7589 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: Voyager_2}
Rel. light bend : Sun, EARTH                      {source: Voyager_2}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.190218.p190512                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2019-FEB-18. PREDICTS-> 2019-MAY-11
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************************************************
 Date__(UT)__HR:MN     R.A._(ICRF/J2000.0)_DEC dRA*cosD d(DEC)/dt            delta      deldot    S-O-T /r    S-T-O
 2019-Feb-20 19:27 *   20 06 52.82 -57 34 56.0 1.089063  -0.31468 120.545534680187  -0.5094626  52.6549 /L   0.3729
 2019-Feb-20 19:28 *   20 06 52.83 -57 34 56.0 1.089112  -0.31466 120.545534475906  -0.5092560  52.6553 /L   0.3729
 2019-Feb-20 19:29 *   20 06 52.83 -57 34 56.0 1.089162  -0.31464 120.545534271707  -0.5090528  52.6558 /L   0.3729
 2019-Feb-20 19:30 *   20 06 52.83 -57 34 56.0 1.089212  -0.31463 120.545534067589  -0.5088527  52.6563 /L   0.3729
 2019-Feb-20 19:31 *   20 06 52.83 -57 34 56.0 1.089262  -0.31461 120.545533863551  -0.5086560  52.6567 /L   0.3729
 2019-Feb-20 19:32 *   20 06 52.83 -57 34 56.0 1.089312  -0.31459 120.545533659590  -0.5084626  52.6572 /L   0.3729
 2019-Feb-20 19:33 *   20 06 52.84 -57 34 56.0 1.089362  -0.31457 120.545533455707  -0.5082724  52.6577 /L   0.3729
 2019-Feb-20 19:34 *   20 06 52.84 -57 34 56.0 1.089412  -0.31456 120.545533251899  -0.5080856  52.6581 /L   0.3729
 2019-Feb-20 19:35 *   20 06 52.84 -57 34 56.0 1.089463  -0.31454 120.545533048166  -0.5079020  52.6586 /L   0.3729
 2019-Feb-20 19:36 *   20 06 52.84 -57 34 56.0 1.089513  -0.31452 120.545532844506  -0.5077218  52.6590 /L   0.3729
 2019-Feb-20 19:37 *   20 06 52.85 -57 34 56.0 1.089564  -0.31451 120.545532640917  -0.5075449  52.6595 /L   0.3729
 2019-Feb-20 19:38 *   20 06 52.85 -57 34 56.0 1.089615  -0.31449 120.545532437398  -0.5073714  52.6600 /L   0.3729
 2019-Feb-20 19:39 *   20 06 52.85 -57 34 56.0 1.089666  -0.31447 120.545532233949  -0.5072011  52.6604 /L   0.3729
 2019-Feb-20 19:40 *   20 06 52.85 -57 34 56.1 1.089717  -0.31446 120.545532030566  -0.5070343  52.6609 /L   0.3729
 2019-Feb-20 19:41 *   20 06 52.85 -57 34 56.1 1.089768  -0.31444 120.545531827251  -0.5068707  52.6614 /L   0.3729
 2019-Feb-20 19:42 *   20 06 52.86 -57 34 56.1 1.089820  -0.31443 120.545531624000  -0.5067106  52.6618 /L   0.3729
 2019-Feb-20 19:43 *   20 06 52.86 -57 34 56.1 1.089871  -0.31441 120.545531420813  -0.5065538  52.6623 /L   0.3729
 2019-Feb-20 19:44 *   20 06 52.86 -57 34 56.1 1.089923  -0.31440 120.545531217687  -0.5064003  52.6627 /L   0.3729
 2019-Feb-20 19:45 *   20 06 52.86 -57 34 56.1 1.089975  -0.31438 120.545531014623  -0.5062503  52.6632 /L   0.3729
 2019-Feb-20 19:46 *   20 06 52.87 -57 34 56.1 1.090027  -0.31437 120.545530811618  -0.5061037  52.6637 /L   0.3729
 2019-Feb-20 19:47 *   20 06 52.87 -57 34 56.1 1.090079  -0.31435 120.545530608672  -0.5059604  52.6641 /L   0.3729
 2019-Feb-20 19:48 *   20 06 52.87 -57 34 56.1 1.090131  -0.31434 120.545530405782  -0.5058205  52.6646 /L   0.3729
 2019-Feb-20 19:49 *   20 06 52.87 -57 34 56.1 1.090183  -0.31432 120.545530202947  -0.5056841  52.6651 /L   0.3729
 2019-Feb-20 19:50 *   20 06 52.87 -57 34 56.1 1.090235  -0.31431 120.545530000167  -0.5055511  52.6655 /L   0.3729
 2019-Feb-20 19:51 *   20 06 52.88 -57 34 56.1 1.090288  -0.31430 120.545529797439  -0.5054215  52.6660 /L   0.3729
 2019-Feb-20 19:52 *   20 06 52.88 -57 34 56.1 1.090340  -0.31428 120.545529594763  -0.5052953  52.6664 /L   0.3730
 2019-Feb-20 19:53 *   20 06 52.88 -57 34 56.1 1.090393  -0.31427 120.545529392136  -0.5051726  52.6669 /L   0.3730
 2019-Feb-20 19:54 *   20 06 52.88 -57 34 56.1 1.090446  -0.31426 120.545529189558  -0.5050533  52.6674 /L   0.3730
 2019-Feb-20 19:55 *   20 06 52.89 -57 34 56.1 1.090499  -0.31424 120.545528987027  -0.5049375  52.6678 /L   0.3730
 2019-Feb-20 19:56 *   20 06 52.89 -57 34 56.1 1.090552  -0.31423 120.545528784542  -0.5048251  52.6683 /L   0.3730
 2019-Feb-20 19:57 *   20 06 52.89 -57 34 56.1 1.090605  -0.31422 120.545528582102  -0.5047161  52.6687 /L   0.3730
 2019-Feb-20 19:58 *   20 06 52.89 -57 34 56.1 1.090658  -0.31421 120.545528379704  -0.5046107  52.6692 /L   0.3730
 2019-Feb-20 19:59 *   20 06 52.90 -57 34 56.2 1.090712  -0.31420 120.545528177348  -0.5045087  52.6697 /L   0.3730
 2019-Feb-20 20:00 *   20 06 52.90 -57 34 56.2 1.090765  -0.31418 120.545527975032  -0.5044102  52.6701 /L   0.3730
 2019-Feb-20 20:01 *   20 06 52.90 -57 34 56.2 1.090819  -0.31417 120.545527772755  -0.5043152  52.6706 /L   0.3730
 2019-Feb-20 20:02 *   20 06 52.90 -57 34 56.2 1.090872  -0.31416 120.545527570515  -0.5042237  52.6711 /L   0.3730
 2019-Feb-20 20:03 *   20 06 52.90 -57 34 56.2 1.090926  -0.31415 120.545527368311  -0.5041357  52.6715 /L   0.3730
 2019-Feb-20 20:04 *   20 06 52.91 -57 34 56.2 1.090980  -0.31414 120.545527166142  -0.5040512  52.6720 /L   0.3730
 2019-Feb-20 20:05 *   20 06 52.91 -57 34 56.2 1.091034  -0.31413 120.545526964006  -0.5039702  52.6724 /L   0.3730
 2019-Feb-20 20:06 *   20 06 52.91 -57 34 56.2 1.091088  -0.31412 120.545526761902  -0.5038927  52.6729 /L   0.3730
 2019-Feb-20 20:07 *   20 06 52.91 -57 34 56.2 1.091142  -0.31411 120.545526559828  -0.5038187  52.6734 /L   0.3730
 2019-Feb-20 20:08 *   20 06 52.92 -57 34 56.2 1.091197  -0.31410 120.545526357783  -0.5037483  52.6738 /L   0.3730
 2019-Feb-20 20:09 *   20 06 52.92 -57 34 56.2 1.091251  -0.31409 120.545526155766  -0.5036814  52.6743 /L   0.3730
 2019-Feb-20 20:10 *   20 06 52.92 -57 34 56.2 1.091305  -0.31408 120.545525953775  -0.5036180  52.6748 /L   0.3730
 2019-Feb-20 20:11 *   20 06 52.92 -57 34 56.2 1.091360  -0.31407 120.545525751808  -0.5035582  52.6752 /L   0.3730
 2019-Feb-20 20:12 *   20 06 52.92 -57 34 56.2 1.091415  -0.31406 120.545525549865  -0.5035019  52.6757 /L   0.3730
 2019-Feb-20 20:13 *   20 06 52.93 -57 34 56.2 1.091469  -0.31405 120.545525347944  -0.5034492  52.6761 /L   0.3730
 2019-Feb-20 20:14 *   20 06 52.93 -57 34 56.2 1.091524  -0.31405 120.545525146043  -0.5034000  52.6766 /L   0.3730
 2019-Feb-20 20:15 *   20 06 52.93 -57 34 56.2 1.091579  -0.31404 120.545524944161  -0.5033545  52.6771 /L   0.3730
 2019-Feb-20 20:16 *   20 06 52.93 -57 34 56.2 1.091634  -0.31403 120.545524742297  -0.5033124  52.6775 /L   0.3730
 2019-Feb-20 20:17 *   20 06 52.94 -57 34 56.2 1.091689  -0.31402 120.545524540448  -0.5032740  52.6780 /L   0.3730
 2019-Feb-20 20:18 *   20 06 52.94 -57 34 56.3 1.091745  -0.31401 120.545524338615  -0.5032391  52.6785 /L   0.3730
 2019-Feb-20 20:19 *   20 06 52.94 -57 34 56.3 1.091800  -0.31401 120.545524136795  -0.5032078  52.6789 /L   0.3730
 2019-Feb-20 20:20 *   20 06 52.94 -57 34 56.3 1.091855  -0.31400 120.545523934986  -0.5031801  52.6794 /L   0.3730
 2019-Feb-20 20:21 *   20 06 52.95 -57 34 56.3 1.091911  -0.31399 120.545523733188  -0.5031560  52.6799 /L   0.3730
 2019-Feb-20 20:22 *   20 06 52.95 -57 34 56.3 1.091966  -0.31399 120.545523531399  -0.5031355  52.6803 /L   0.3730
 2019-Feb-20 20:23 *   20 06 52.95 -57 34 56.3 1.092022  -0.31398 120.545523329618  -0.5031186  52.6808 /L   0.3730
 2019-Feb-20 20:24 *   20 06 52.95 -57 34 56.3 1.092077  -0.31398 120.545523127842  -0.5031053  52.6812 /L   0.3730
 2019-Feb-20 20:25 *   20 06 52.95 -57 34 56.3 1.092133  -0.31397 120.545522926071  -0.5030956  52.6817 /L   0.3730
 2019-Feb-20 20:26 *   20 06 52.96 -57 34 56.3 1.092189  -0.31396 120.545522724303  -0.5030896  52.6822 /L   0.3730
 2019-Feb-20 20:27 *   20 06 52.96 -57 34 56.3 1.092245  -0.31396 120.545522522537  -0.5030871  52.6826 /L   0.3730
 2019-Feb-20 20:28 *   20 06 52.96 -57 34 56.3 1.092301  -0.31395 120.545522320772  -0.5030883  52.6831 /L   0.3730
 2019-Feb-20 20:29 *   20 06 52.96 -57 34 56.3 1.092357  -0.31395 120.545522119005  -0.5030931  52.6836 /L   0.3730
 2019-Feb-20 20:30 *   20 06 52.97 -57 34 56.3 1.092413  -0.31394 120.545521917235  -0.5031016  52.6840 /L   0.3730
 2019-Feb-20 20:31 *   20 06 52.97 -57 34 56.3 1.092469  -0.31394 120.545521715461  -0.5031136  52.6845 /L   0.3730
 2019-Feb-20 20:32 *   20 06 52.97 -57 34 56.3 1.092525  -0.31394 120.545521513682  -0.5031294  52.6849 /L   0.3730
 2019-Feb-20 20:33 *   20 06 52.97 -57 34 56.3 1.092582  -0.31393 120.545521311896  -0.5031487  52.6854 /L   0.3730
 2019-Feb-20 20:34 *   20 06 52.97 -57 34 56.3 1.092638  -0.31393 120.545521110101  -0.5031717  52.6859 /L   0.3730
 2019-Feb-20 20:35 *   20 06 52.98 -57 34 56.3 1.092695  -0.31392 120.545520908296  -0.5031984  52.6863 /L   0.3730
 2019-Feb-20 20:36 *   20 06 52.98 -57 34 56.3 1.092751  -0.31392 120.545520706480  -0.5032287  52.6868 /L   0.3730
 2019-Feb-20 20:37 *   20 06 52.98 -57 34 56.4 1.092808  -0.31392 120.545520504650  -0.5032627  52.6873 /L   0.3730
 2019-Feb-20 20:38 *   20 06 52.98 -57 34 56.4 1.092864  -0.31392 120.545520302807  -0.5033003  52.6877 /L   0.3730
 2019-Feb-20 20:39 *   20 06 52.99 -57 34 56.4 1.092921  -0.31391 120.545520100948  -0.5033416  52.6882 /L   0.3731
 2019-Feb-20 20:40 *   20 06 52.99 -57 34 56.4 1.092978  -0.31391 120.545519899071  -0.5033866  52.6886 /L   0.3731
 2019-Feb-20 20:41 *   20 06 52.99 -57 34 56.4 1.093034  -0.31391 120.545519697176  -0.5034353  52.6891 /L   0.3731
 2019-Feb-20 20:42 *   20 06 52.99 -57 34 56.4 1.093091  -0.31391 120.545519495260  -0.5034876  52.6896 /L   0.3731
 2019-Feb-20 20:43 *   20 06 52.99 -57 34 56.4 1.093148  -0.31391 120.545519293322  -0.5035436  52.6900 /L   0.3731
 2019-Feb-20 20:44 *   20 06 53.00 -57 34 56.4 1.093205  -0.31390 120.545519091362  -0.5036033  52.6905 /L   0.3731
 2019-Feb-20 20:45 *   20 06 53.00 -57 34 56.4 1.093262  -0.31390 120.545518889377  -0.5036666  52.6910 /L   0.3731
 2019-Feb-20 20:46 *   20 06 53.00 -57 34 56.4 1.093319  -0.31390 120.545518687365  -0.5037337  52.6914 /L   0.3731
 2019-Feb-20 20:47 *   20 06 53.00 -57 34 56.4 1.093376  -0.31390 120.545518485326  -0.5038044  52.6919 /L   0.3731
 2019-Feb-20 20:48 *   20 06 53.01 -57 34 56.4 1.093434  -0.31390 120.545518283258  -0.5038789  52.6924 /L   0.3731
 2019-Feb-20 20:49 *   20 06 53.01 -57 34 56.4 1.093491  -0.31390 120.545518081159  -0.5039570  52.6928 /L   0.3731
 2019-Feb-20 20:50 *   20 06 53.01 -57 34 56.4 1.093548  -0.31390 120.545517879028  -0.5040389  52.6933 /L   0.3731
 2019-Feb-20 20:51 *   20 06 53.01 -57 34 56.4 1.093605  -0.31390 120.545517676864  -0.5041244  52.6937 /L   0.3731
 2019-Feb-20 20:52 *   20 06 53.02 -57 34 56.4 1.093663  -0.31390 120.545517474665  -0.5042137  52.6942 /L   0.3731
 2019-Feb-20 20:53 *   20 06 53.02 -57 34 56.4 1.093720  -0.31390 120.545517272429  -0.5043066  52.6947 /L   0.3731
 2019-Feb-20 20:54 *   20 06 53.02 -57 34 56.4 1.093778  -0.31390 120.545517070155  -0.5044033  52.6951 /L   0.3731
 2019-Feb-20 20:55 *   20 06 53.02 -57 34 56.4 1.093835  -0.31391 120.545516867841  -0.5045036  52.6956 /L   0.3731
 2019-Feb-20 20:56 *   20 06 53.02 -57 34 56.5 1.093893  -0.31391 120.545516665487  -0.5046077  52.6961 /L   0.3731
 2019-Feb-20 20:57 *   20 06 53.03 -57 34 56.5 1.093950  -0.31391 120.545516463090  -0.5047155  52.6965 /L   0.3731
 2019-Feb-20 20:58 *   20 06 53.03 -57 34 56.5 1.094008  -0.31391 120.545516260649  -0.5048271  52.6970 /L   0.3731
 2019-Feb-20 20:59 *   20 06 53.03 -57 34 56.5 1.094065  -0.31391 120.545516058162  -0.5049423  52.6974 /L   0.3731
 2019-Feb-20 21:00 *   20 06 53.03 -57 34 56.5 1.094123  -0.31392 120.545515855629  -0.5050613  52.6979 /L   0.3731
 2019-Feb-20 21:01 *   20 06 53.04 -57 34 56.5 1.094181  -0.31392 120.545515653047  -0.5051840  52.6984 /L   0.3731
 2019-Feb-20 21:02 *   20 06 53.04 -57 34 56.5 1.094238  -0.31392 120.545515450415  -0.5053104  52.6988 /L   0.3731
 2019-Feb-20 21:03 *   20 06 53.04 -57 34 56.5 1.094296  -0.31392 120.545515247732  -0.5054405  52.6993 /L   0.3731
 2019-Feb-20 21:04 *   20 06 53.04 -57 34 56.5 1.094354  -0.31393 120.545515044995  -0.5055744  52.6998 /L   0.3731
 2019-Feb-20 21:05 *   20 06 53.04 -57 34 56.5 1.094412  -0.31393 120.545514842205  -0.5057120  52.7002 /L   0.3731
 2019-Feb-20 21:06 *   20 06 53.05 -57 34 56.5 1.094469  -0.31394 120.545514639358  -0.5058533  52.7007 /L   0.3731
 2019-Feb-20 21:07 *   20 06 53.05 -57 34 56.5 1.094527  -0.31394 120.545514436454  -0.5059984  52.7012 /L   0.3731
 2019-Feb-20 21:08 *   20 06 53.05 -57 34 56.5 1.094585  -0.31394 120.545514233491  -0.5061472  52.7016 /L   0.3731
 2019-Feb-20 21:09 *   20 06 53.05 -57 34 56.5 1.094643  -0.31395 120.545514030468  -0.5062997  52.7021 /L   0.3731
 2019-Feb-20 21:10 *   20 06 53.06 -57 34 56.5 1.094701  -0.31395 120.545513827382  -0.5064560  52.7025 /L   0.3731
 2019-Feb-20 21:11 *   20 06 53.06 -57 34 56.5 1.094759  -0.31396 120.545513624234  -0.5066160  52.7030 /L   0.3731
 2019-Feb-20 21:12 *   20 06 53.06 -57 34 56.5 1.094817  -0.31396 120.545513421020  -0.5067798  52.7035 /L   0.3731
 2019-Feb-20 21:13 *   20 06 53.06 -57 34 56.5 1.094875  -0.31397 120.545513217740  -0.5069472  52.7039 /L   0.3731
 2019-Feb-20 21:14 *   20 06 53.07 -57 34 56.5 1.094933  -0.31398 120.545513014392  -0.5071185  52.7044 /L   0.3731
 2019-Feb-20 21:15 *   20 06 53.07 -57 34 56.6 1.094991  -0.31398 120.545512810975  -0.5072935  52.7049 /L   0.3731
 2019-Feb-20 21:16 *   20 06 53.07 -57 34 56.6 1.095049  -0.31399 120.545512607486  -0.5074722  52.7053 /L   0.3731
 2019-Feb-20 21:17 *   20 06 53.07 -57 34 56.6 1.095107  -0.31400 120.545512403925  -0.5076546  52.7058 /L   0.3731
 2019-Feb-20 21:18 *   20 06 53.07 -57 34 56.6 1.095165  -0.31400 120.545512200291  -0.5078409  52.7063 /L   0.3731
 2019-Feb-20 21:19 *   20 06 53.08 -57 34 56.6 1.095223  -0.31401 120.545511996581  -0.5080308  52.7067 /L   0.3731
 2019-Feb-20 21:20 *   20 06 53.08 -57 34 56.6 1.095281  -0.31402 120.545511792793  -0.5082245  52.7072 /L   0.3731
 2019-Feb-20 21:21 *   20 06 53.08 -57 34 56.6 1.095339  -0.31402 120.545511588928  -0.5084220  52.7076 /L   0.3731
 2019-Feb-20 21:22 *   20 06 53.08 -57 34 56.6 1.095397  -0.31403 120.545511384982  -0.5086232  52.7081 /L   0.3731
 2019-Feb-20 21:23 *   20 06 53.09 -57 34 56.6 1.095455  -0.31404 120.545511180956  -0.5088281  52.7086 /L   0.3731
 2019-Feb-20 21:24 *   20 06 53.09 -57 34 56.6 1.095513  -0.31405 120.545510976846  -0.5090368  52.7090 /L   0.3732
 2019-Feb-20 21:25 *   20 06 53.09 -57 34 56.6 1.095571  -0.31406 120.545510772651  -0.5092492  52.7095 /L   0.3732
 2019-Feb-20 21:26 *   20 06 53.09 -57 34 56.6 1.095629  -0.31407 120.545510568371  -0.5094654  52.7100 /L   0.3732
 2019-Feb-20 21:27 *   20 06 53.09 -57 34 56.6 1.095688  -0.31407 120.545510364004  -0.5096853  52.7104 /L   0.3732
 2019-Feb-20 21:28 *   20 06 53.10 -57 34 56.6 1.095746  -0.31408 120.545510159547  -0.5099090  52.7109 /L   0.3732
 2019-Feb-20 21:29 *   20 06 53.10 -57 34 56.6 1.095804  -0.31409 120.545509955000  -0.5101364  52.7114 /L   0.3732
 2019-Feb-20 21:30 *   20 06 53.10 -57 34 56.6 1.095862  -0.31410 120.545509750361  -0.5103676  52.7118 /L   0.3732
 2019-Feb-20 21:31 *   20 06 53.10 -57 34 56.6 1.095920  -0.31411 120.545509545628  -0.5106025  52.7123 /L   0.3732
 2019-Feb-20 21:32 *   20 06 53.11 -57 34 56.6 1.095978  -0.31412 120.545509340801  -0.5108412  52.7127 /L   0.3732
 2019-Feb-20 21:33 *   20 06 53.11 -57 34 56.6 1.096036  -0.31413 120.545509135877  -0.5110836  52.7132 /L   0.3732
 2019-Feb-20 21:34 *   20 06 53.11 -57 34 56.7 1.096094  -0.31415 120.545508930855  -0.5113298  52.7137 /L   0.3732
 2019-Feb-20 21:35 *   20 06 53.11 -57 34 56.7 1.096152  -0.31416 120.545508725733  -0.5115797  52.7141 /L   0.3732
 2019-Feb-20 21:36 *   20 06 53.11 -57 34 56.7 1.096210  -0.31417 120.545508520511  -0.5118333  52.7146 /L   0.3732
 2019-Feb-20 21:37 *   20 06 53.12 -57 34 56.7 1.096268  -0.31418 120.545508315186  -0.5120907  52.7151 /L   0.3732
 2019-Feb-20 21:38 *   20 06 53.12 -57 34 56.7 1.096326  -0.31419 120.545508109757  -0.5123518  52.7155 /L   0.3732
 2019-Feb-20 21:39 *   20 06 53.12 -57 34 56.7 1.096384  -0.31420 120.545507904223  -0.5126167  52.7160 /L   0.3732
 2019-Feb-20 21:40 *   20 06 53.12 -57 34 56.7 1.096442  -0.31421 120.545507698582  -0.5128853  52.7165 /L   0.3732
 2019-Feb-20 21:41 *   20 06 53.13 -57 34 56.7 1.096500  -0.31423 120.545507492832  -0.5131577  52.7169 /L   0.3732
 2019-Feb-20 21:42 *   20 06 53.13 -57 34 56.7 1.096558  -0.31424 120.545507286972  -0.5134338  52.7174 /L   0.3732
 2019-Feb-20 21:43 *   20 06 53.13 -57 34 56.7 1.096616  -0.31425 120.545507081001  -0.5137136  52.7179 /L   0.3732
 2019-Feb-20 21:44 *   20 06 53.13 -57 34 56.7 1.096674  -0.31427 120.545506874917  -0.5139972  52.7183 /L   0.3732
 2019-Feb-20 21:45 *   20 06 53.14 -57 34 56.7 1.096731  -0.31428 120.545506668718  -0.5142845  52.7188 /L   0.3732
 2019-Feb-20 21:46 *   20 06 53.14 -57 34 56.7 1.096789  -0.31429 120.545506462403  -0.5145755  52.7192 /L   0.3732
 2019-Feb-20 21:47 *   20 06 53.14 -57 34 56.7 1.096847  -0.31431 120.545506255971  -0.5148703  52.7197 /L   0.3732
 2019-Feb-20 21:48 *   20 06 53.14 -57 34 56.7 1.096905  -0.31432 120.545506049420  -0.5151688  52.7202 /L   0.3732
 2019-Feb-20 21:49 *   20 06 53.14 -57 34 56.7 1.096963  -0.31434 120.545505842748  -0.5154710  52.7206 /L   0.3732
 2019-Feb-20 21:50 *   20 06 53.15 -57 34 56.7 1.097020  -0.31435 120.545505635955  -0.5157770  52.7211 /L   0.3732
 2019-Feb-20 21:51 *   20 06 53.15 -57 34 56.7 1.097078  -0.31437 120.545505429038  -0.5160867  52.7216 /L   0.3732
 2019-Feb-20 21:52 *   20 06 53.15 -57 34 56.7 1.097136  -0.31438 120.545505221996  -0.5164001  52.7220 /L   0.3732
 2019-Feb-20 21:53 *   20 06 53.15 -57 34 56.8 1.097193  -0.31440 120.545505014828  -0.5167172  52.7225 /L   0.3732
 2019-Feb-20 21:54 *   20 06 53.16 -57 34 56.8 1.097251  -0.31441 120.545504807531  -0.5170381  52.7230 /L   0.3732
 2019-Feb-20 21:55 *   20 06 53.16 -57 34 56.8 1.097308  -0.31443 120.545504600106  -0.5173627  52.7234 /L   0.3732
 2019-Feb-20 21:56 *   20 06 53.16 -57 34 56.8 1.097366  -0.31444 120.545504392549  -0.5176909  52.7239 /L   0.3732
 2019-Feb-20 21:57 *   20 06 53.16 -57 34 56.8 1.097423  -0.31446 120.545504184860  -0.5180230  52.7244 /L   0.3732
 2019-Feb-20 21:58 *   20 06 53.16 -57 34 56.8 1.097481  -0.31448 120.545503977037  -0.5183587  52.7248 /L   0.3732
 2019-Feb-20 21:59 *   20 06 53.17 -57 34 56.8 1.097538  -0.31449 120.545503769079  -0.5186981  52.7253 /L   0.3732
 2019-Feb-20 22:00 *   20 06 53.17 -57 34 56.8 1.097596  -0.31451 120.545503560983  -0.5190412  52.7257 /L   0.3732
 2019-Feb-20 22:01 *   20 06 53.17 -57 34 56.8 1.097653  -0.31453 120.545503352750  -0.5193881  52.7262 /L   0.3732
 2019-Feb-20 22:02 *   20 06 53.17 -57 34 56.8 1.097710  -0.31454 120.545503144376  -0.5197386  52.7267 /L   0.3732
 2019-Feb-20 22:03 *   20 06 53.18 -57 34 56.8 1.097767  -0.31456 120.545502935862  -0.5200929  52.7271 /L   0.3732
 2019-Feb-20 22:04 *   20 06 53.18 -57 34 56.8 1.097825  -0.31458 120.545502727204  -0.5204508  52.7276 /L   0.3732
