*******************************************************************************
Ephemeris / WWW_USER Tue Feb 19 21:49:09 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Voyager 1 (spacecraft) (-31)    {source: Voyager_1}
Center body name: Earth (399)                     {source: Voyager_1}
Center-site name: Green Bank (GBT)
*******************************************************************************
Start time      : A.D. 2019-Feb-20 19:15:00.0000 UT      
Stop  time      : A.D. 2019-Feb-21 07:15:00.0000 UT      
Step-size       : 1 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 280.160200,38.4330940,0.8760930 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 280.160200,5003.37558,3943.7589 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: Voyager_1}
Rel. light bend : Sun, EARTH                      {source: Voyager_1}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.190218.p190512                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2019-FEB-18. PREDICTS-> 2019-MAY-11
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************************************************
 Date__(UT)__HR:MN     R.A._(ICRF/J2000.0)_DEC dRA*cosD d(DEC)/dt            delta      deldot    S-O-T /r    S-T-O
*******************************************************************************************************************
$$SOE
 2019-Feb-20 21:26 *   17 14 28.45 +12 06 19.9 0.376776  0.542324 145.001793432784  -6.5894022  78.0107 /L   0.3819
 2019-Feb-20 21:27 *   17 14 28.45 +12 06 19.9 0.376804  0.542335 145.001790789857  -6.5905507  78.0113 /L   0.3819
 2019-Feb-20 21:28 *   17 14 28.45 +12 06 19.9 0.376832  0.542345 145.001788146468  -6.5917043  78.0118 /L   0.3819
 2019-Feb-20 21:29 *   17 14 28.45 +12 06 19.9 0.376859  0.542356 145.001785502616  -6.5928627  78.0124 /L   0.3819
 2019-Feb-20 21:30 *   17 14 28.46 +12 06 19.9 0.376887  0.542367 145.001782858298  -6.5940260  78.0130 /L   0.3819
 2019-Feb-20 21:31 *   17 14 28.46 +12 06 19.9 0.376914  0.542378 145.001780213513  -6.5951943  78.0135 /L   0.3819
 2019-Feb-20 21:32 *   17 14 28.46 +12 06 19.9 0.376941  0.542389 145.001777568258  -6.5963673  78.0141 /L   0.3819
 2019-Feb-20 21:33 *   17 14 28.46 +12 06 19.9 0.376968  0.542400 145.001774922532  -6.5975453  78.0147 /L   0.3819
 2019-Feb-20 21:34 *   17 14 28.46 +12 06 20.0 0.376995  0.542411 145.001772276332  -6.5987280  78.0152 /L   0.3819
 2019-Feb-20 21:35 *   17 14 28.46 +12 06 20.0 0.377021  0.542422 145.001769629657  -6.5999155  78.0158 /L   0.3819
 2019-Feb-20 21:36 *   17 14 28.46 +12 06 20.0 0.377048  0.542433 145.001766982505  -6.6011078  78.0163 /L   0.3819
 2019-Feb-20 21:37 *   17 14 28.46 +12 06 20.0 0.377074  0.542445 145.001764334874  -6.6023049  78.0169 /L   0.3819
 2019-Feb-20 21:38 *   17 14 28.46 +12 06 20.0 0.377100  0.542456 145.001761686762  -6.6035067  78.0175 /L   0.3819
 2019-Feb-20 21:39 *   17 14 28.46 +12 06 20.0 0.377126  0.542467 145.001759038167  -6.6047132  78.0180 /L   0.3819
 2019-Feb-20 21:40 *   17 14 28.46 +12 06 20.0 0.377152  0.542478 145.001756389087  -6.6059244  78.0186 /L   0.3819
 2019-Feb-20 21:41 *   17 14 28.46 +12 06 20.0 0.377177  0.542490 145.001753739520  -6.6071403  78.0191 /L   0.3819
 2019-Feb-20 21:42 *   17 14 28.46 +12 06 20.0 0.377203  0.542501 145.001751089465  -6.6083608  78.0197 /L   0.3819
 2019-Feb-20 21:43 *   17 14 28.46 +12 06 20.0 0.377228  0.542512 145.001748438919  -6.6095859  78.0203 /L   0.3819
 2019-Feb-20 21:44 *   17 14 28.46 +12 06 20.0 0.377253  0.542524 145.001745787881  -6.6108156  78.0208 /L   0.3819
 2019-Feb-20 21:45 *   17 14 28.46 +12 06 20.1 0.377278  0.542535 145.001743136349  -6.6120499  78.0214 /L   0.3819
 2019-Feb-20 21:46 *   17 14 28.46 +12 06 20.1 0.377302  0.542547 145.001740484321  -6.6132888  78.0219 /L   0.3819
 2019-Feb-20 21:47 *   17 14 28.46 +12 06 20.1 0.377327  0.542558 145.001737831795  -6.6145322  78.0225 /L   0.3819
 2019-Feb-20 21:48 *   17 14 28.46 +12 06 20.1 0.377351  0.542570 145.001735178770  -6.6157801  78.0231 /L   0.3819
 2019-Feb-20 21:49 *   17 14 28.46 +12 06 20.1 0.377375  0.542581 145.001732525243  -6.6170325  78.0236 /L   0.3819
 2019-Feb-20 21:50 *   17 14 28.46 +12 06 20.1 0.377399  0.542593 145.001729871213  -6.6182894  78.0242 /L   0.3819
 2019-Feb-20 21:51 *   17 14 28.46 +12 06 20.1 0.377423  0.542605 145.001727216679  -6.6195507  78.0248 /L   0.3819
 2019-Feb-20 21:52 *   17 14 28.46 +12 06 20.1 0.377447  0.542616 145.001724561637  -6.6208165  78.0253 /L   0.3819
 2019-Feb-20 21:53 *   17 14 28.47 +12 06 20.1 0.377470  0.542628 145.001721906087  -6.6220866  78.0259 /L   0.3819
 2019-Feb-20 21:54 *   17 14 28.47 +12 06 20.1 0.377493  0.542640 145.001719250026  -6.6233611  78.0264 /L   0.3819
 2019-Feb-20 21:55 *   17 14 28.47 +12 06 20.1 0.377516  0.542651 145.001716593454  -6.6246400  78.0270 /L   0.3819
 2019-Feb-20 21:56 *   17 14 28.47 +12 06 20.2 0.377539  0.542663 145.001713936368  -6.6259232  78.0276 /L   0.3819
 2019-Feb-20 21:57 *   17 14 28.47 +12 06 20.2 0.377562  0.542675 145.001711278766  -6.6272107  78.0281 /L   0.3819
 2019-Feb-20 21:58 *   17 14 28.47 +12 06 20.2 0.377584  0.542687 145.001708620647  -6.6285025  78.0287 /L   0.3819
 2019-Feb-20 21:59 *   17 14 28.47 +12 06 20.2 0.377606  0.542699 145.001705962010  -6.6297986  78.0292 /L   0.3819
 2019-Feb-20 22:00 *   17 14 28.47 +12 06 20.2 0.377629  0.542711 145.001703302851  -6.6310989  78.0298 /L   0.3819
 2019-Feb-20 22:01 *   17 14 28.47 +12 06 20.2 0.377651  0.542723 145.001700643170  -6.6324034  78.0304 /L   0.3819
 2019-Feb-20 22:02 *   17 14 28.47 +12 06 20.2 0.377672  0.542735 145.001697982966  -6.6337121  78.0309 /L   0.3819
 2019-Feb-20 22:03 *   17 14 28.47 +12 06 20.2 0.377694  0.542747 145.001695322235  -6.6350249  78.0315 /L   0.3819
 2019-Feb-20 22:04 *   17 14 28.47 +12 06 20.2 0.377715  0.542759 145.001692660977  -6.6363419  78.0321 /L   0.3819
 2019-Feb-20 22:05 *   17 14 28.47 +12 06 20.2 0.377736  0.542771 145.001689999190  -6.6376631  78.0326 /L   0.3819
 2019-Feb-20 22:06 *   17 14 28.47 +12 06 20.2 0.377757  0.542783 145.001687336873  -6.6389883  78.0332 /L   0.3819
 2019-Feb-20 22:07 *   17 14 28.47 +12 06 20.3 0.377778  0.542795 145.001684674023  -6.6403176  78.0337 /L   0.3819
 2019-Feb-20 22:08 *   17 14 28.47 +12 06 20.3 0.377799  0.542807 145.001682010639  -6.6416509  78.0343 /L   0.3819
 2019-Feb-20 22:09 *   17 14 28.47 +12 06 20.3 0.377819  0.542819 145.001679346720  -6.6429883  78.0349 /L   0.3819
 2019-Feb-20 22:10 *   17 14 28.47 +12 06 20.3 0.377839  0.542832 145.001676682263  -6.6443297  78.0354 /L   0.3819
 2019-Feb-20 22:11 *   17 14 28.47 +12 06 20.3 0.377859  0.542844 145.001674017268  -6.6456750  78.0360 /L   0.3819
 2019-Feb-20 22:12 *   17 14 28.47 +12 06 20.3 0.377879  0.542856 145.001671351733  -6.6470243  78.0366 /L   0.3819
 2019-Feb-20 22:13 *   17 14 28.47 +12 06 20.3 0.377899  0.542868 145.001668685655  -6.6483775  78.0371 /L   0.3819
 2019-Feb-20 22:14 *   17 14 28.47 +12 06 20.3 0.377918  0.542881 145.001666019034  -6.6497346  78.0377 /L   0.3819
 2019-Feb-20 22:15 *   17 14 28.47 +12 06 20.3 0.377937  0.542893 145.001663351868  -6.6510956  78.0382 /L   0.3819
 2019-Feb-20 22:16 *   17 14 28.48 +12 06 20.3 0.377956  0.542906 145.001660684155  -6.6524605  78.0388 /L   0.3819
 2019-Feb-20 22:17 *   17 14 28.48 +12 06 20.3 0.377975  0.542918 145.001658015895  -6.6538291  78.0394 /L   0.3819
 2019-Feb-20 22:18 *   17 14 28.48 +12 06 20.4 0.377994  0.542930 145.001655347084  -6.6552016  78.0399 /L   0.3819
 2019-Feb-20 22:19 *   17 14 28.48 +12 06 20.4 0.378012  0.542943 145.001652677723  -6.6565779  78.0405 /L   0.3819
 2019-Feb-20 22:20 *   17 14 28.48 +12 06 20.4 0.378030  0.542955 145.001650007808  -6.6579579  78.0411 /L   0.3819
 2019-Feb-20 22:21 *   17 14 28.48 +12 06 20.4 0.378048  0.542968 145.001647337340  -6.6593416  78.0416 /L   0.3819
 2019-Feb-20 22:22 *   17 14 28.48 +12 06 20.4 0.378066  0.542981 145.001644666315  -6.6607291  78.0422 /L   0.3819
 2019-Feb-20 22:23 *   17 14 28.48 +12 06 20.4 0.378084  0.542993 145.001641994734  -6.6621202  78.0427 /L   0.3819
 2019-Feb-20 22:24 *   17 14 28.48 +12 06 20.4 0.378101  0.543006 145.001639322594  -6.6635150  78.0433 /L   0.3819
 2019-Feb-20 22:25 *   17 14 28.48 +12 06 20.4 0.378118  0.543018 145.001636649894  -6.6649134  78.0439 /L   0.3819
 2019-Feb-20 22:26 *   17 14 28.48 +12 06 20.4 0.378135  0.543031 145.001633976632  -6.6663154  78.0444 /L   0.3819
 2019-Feb-20 22:27 *   17 14 28.48 +12 06 20.4 0.378152  0.543044 145.001631302807  -6.6677210  78.0450 /L   0.3819
 2019-Feb-20 22:28 *   17 14 28.48 +12 06 20.4 0.378169  0.543056 145.001628628418  -6.6691301  78.0456 /L   0.3819
 2019-Feb-20 22:29 *   17 14 28.48 +12 06 20.5 0.378185  0.543069 145.001625953463  -6.6705428  78.0461 /L   0.3819
 2019-Feb-20 22:30 *   17 14 28.48 +12 06 20.5 0.378201  0.543082 145.001623277941  -6.6719589  78.0467 /L   0.3819
 2019-Feb-20 22:31 *   17 14 28.48 +12 06 20.5 0.378217  0.543095 145.001620601850  -6.6733786  78.0472 /L   0.3819
 2019-Feb-20 22:32 *   17 14 28.48 +12 06 20.5 0.378233  0.543108 145.001617925189  -6.6748016  78.0478 /L   0.3819
 2019-Feb-20 22:33 *   17 14 28.48 +12 06 20.5 0.378249  0.543120 145.001615247956  -6.6762282  78.0484 /L   0.3819
 2019-Feb-20 22:34 *   17 14 28.48 +12 06 20.5 0.378264  0.543133 145.001612570151  -6.6776581  78.0489 /L   0.3819
 2019-Feb-20 22:35 *   17 14 28.48 +12 06 20.5 0.378279  0.543146 145.001609891772  -6.6790913  78.0495 /L   0.3819
 2019-Feb-20 22:36 *   17 14 28.48 +12 06 20.5 0.378294  0.543159 145.001607212817  -6.6805280  78.0501 /L   0.3819
 2019-Feb-20 22:37 *   17 14 28.48 +12 06 20.5 0.378309  0.543172 145.001604533285  -6.6819679  78.0506 /L   0.3819
 2019-Feb-20 22:38 *   17 14 28.48 +12 06 20.5 0.378324  0.543185 145.001601853176  -6.6834111  78.0512 /L   0.3819
 2019-Feb-20 22:39 *   17 14 28.48 +12 06 20.5 0.378338  0.543198 145.001599172487  -6.6848576  78.0517 /L   0.3819
 2019-Feb-20 22:40 *   17 14 28.49 +12 06 20.6 0.378352  0.543211 145.001596491216  -6.6863074  78.0523 /L   0.3819
 2019-Feb-20 22:41 *   17 14 28.49 +12 06 20.6 0.378366  0.543224 145.001593809364  -6.6877603  78.0529 /L   0.3819
 2019-Feb-20 22:42 *   17 14 28.49 +12 06 20.6 0.378380  0.543237 145.001591126929  -6.6892165  78.0534 /L   0.3819
 2019-Feb-20 22:43 *   17 14 28.49 +12 06 20.6 0.378393  0.543250 145.001588443909  -6.6906758  78.0540 /L   0.3819
 2019-Feb-20 22:44 *   17 14 28.49 +12 06 20.6 0.378406  0.543263 145.001585760303  -6.6921382  78.0546 /L   0.3819
 2019-Feb-20 22:45 *   17 14 28.49 +12 06 20.6 0.378419  0.543276 145.001583076110  -6.6936038  78.0551 /L   0.3820
 2019-Feb-20 22:46 *   17 14 28.49 +12 06 20.6 0.378432  0.543290 145.001580391328  -6.6950724  78.0557 /L   0.3820
 2019-Feb-20 22:47 *   17 14 28.49 +12 06 20.6 0.378445  0.543303 145.001577705957  -6.6965441  78.0563 /L   0.3820
 2019-Feb-20 22:48 *   17 14 28.49 +12 06 20.6 0.378457  0.543316 145.001575019995  -6.6980188  78.0568 /L   0.3820
 2019-Feb-20 22:49 *   17 14 28.49 +12 06 20.6 0.378469  0.543329 145.001572333441  -6.6994965  78.0574 /L   0.3820
 2019-Feb-20 22:50 *   17 14 28.49 +12 06 20.6 0.378481  0.543342 145.001569646294  -6.7009772  78.0579 /L   0.3820
 2019-Feb-20 22:51 *   17 14 28.49 +12 06 20.7 0.378493  0.543356 145.001566958552  -6.7024609  78.0585 /L   0.3820
 2019-Feb-20 22:52 *   17 14 28.49 +12 06 20.7 0.378505  0.543369 145.001564270215  -6.7039474  78.0591 /L   0.3820
 2019-Feb-20 22:53 *   17 14 28.49 +12 06 20.7 0.378516  0.543382 145.001561581281  -6.7054369  78.0596 /L   0.3820
 2019-Feb-20 22:54 *   17 14 28.49 +12 06 20.7 0.378527  0.543396 145.001558891749  -6.7069292  78.0602 /L   0.3820
 2019-Feb-20 22:55 *   17 14 28.49 +12 06 20.7 0.378538  0.543409 145.001556201618  -6.7084243  78.0608 /L   0.3820
 2019-Feb-20 22:56 *   17 14 28.49 +12 06 20.7 0.378549  0.543422 145.001553510887  -6.7099223  78.0613 /L   0.3820
 2019-Feb-20 22:57 *   17 14 28.49 +12 06 20.7 0.378559  0.543436 145.001550819554  -6.7114231  78.0619 /L   0.3820
 2019-Feb-20 22:58 *   17 14 28.49 +12 06 20.7 0.378569  0.543449 145.001548127620  -6.7129266  78.0625 /L   0.3820
 2019-Feb-20 22:59 *   17 14 28.49 +12 06 20.7 0.378579  0.543463 145.001545435081  -6.7144328  78.0630 /L   0.3820
 2019-Feb-20 23:00 *   17 14 28.49 +12 06 20.7 0.378589  0.543476 145.001542741938  -6.7159418  78.0636 /L   0.3820
 2019-Feb-20 23:01 *   17 14 28.49 +12 06 20.7 0.378599  0.543490 145.001540048189  -6.7174534  78.0641 /L   0.3820
 2019-Feb-20 23:02 *   17 14 28.49 +12 06 20.8 0.378608  0.543503 145.001537353833  -6.7189677  78.0647 /L   0.3820
 2019-Feb-20 23:03 C   17 14 28.50 +12 06 20.8 0.378617  0.543517 145.001534658870  -6.7204846  78.0653 /L   0.3820
 2019-Feb-20 23:04 C   17 14 28.50 +12 06 20.8 0.378626  0.543530 145.001531963298  -6.7220041  78.0658 /L   0.3820
 2019-Feb-20 23:05 C   17 14 28.50 +12 06 20.8 0.378635  0.543544 145.001529267115  -6.7235261  78.0664 /L   0.3820
 2019-Feb-20 23:06 C   17 14 28.50 +12 06 20.8 0.378643  0.543557 145.001526570322  -6.7250507  78.0670 /L   0.3820
 2019-Feb-20 23:07 C   17 14 28.50 +12 06 20.8 0.378652  0.543571 145.001523872917  -6.7265778  78.0675 /L   0.3820
 2019-Feb-20 23:08 C   17 14 28.50 +12 06 20.8 0.378660  0.543584 145.001521174899  -6.7281074  78.0681 /L   0.3820
 2019-Feb-20 23:09 C   17 14 28.50 +12 06 20.8 0.378668  0.543598 145.001518476267  -6.7296394  78.0687 /L   0.3820
 2019-Feb-20 23:10 C   17 14 28.50 +12 06 20.8 0.378675  0.543612 145.001515777020  -6.7311739  78.0692 /L   0.3820
 2019-Feb-20 23:11 C   17 14 28.50 +12 06 20.8 0.378683  0.543625 145.001513077157  -6.7327107  78.0698 /L   0.3820
 2019-Feb-20 23:12 C   17 14 28.50 +12 06 20.8 0.378690  0.543639 145.001510376678  -6.7342500  78.0703 /L   0.3820
 2019-Feb-20 23:13 C   17 14 28.50 +12 06 20.9 0.378697  0.543653 145.001507675580  -6.7357915  78.0709 /L   0.3820
 2019-Feb-20 23:14 C   17 14 28.50 +12 06 20.9 0.378703  0.543666 145.001504973864  -6.7373354  78.0715 /L   0.3820
 2019-Feb-20 23:15 C   17 14 28.50 +12 06 20.9 0.378710  0.543680 145.001502271529  -6.7388816  78.0720 /L   0.3820
 2019-Feb-20 23:16 C   17 14 28.50 +12 06 20.9 0.378716  0.543694 145.001499568572  -6.7404300  78.0726 /L   0.3820
 2019-Feb-20 23:17 C   17 14 28.50 +12 06 20.9 0.378722  0.543708 145.001496864995  -6.7419807  78.0732 /L   0.3820
 2019-Feb-20 23:18 C   17 14 28.50 +12 06 20.9 0.378728  0.543721 145.001494160794  -6.7435335  78.0737 /L   0.3820
 2019-Feb-20 23:19 C   17 14 28.50 +12 06 20.9 0.378733  0.543735 145.001491455971  -6.7450886  78.0743 /L   0.3820
 2019-Feb-20 23:20 C   17 14 28.50 +12 06 20.9 0.378739  0.543749 145.001488750524  -6.7466458  78.0749 /L   0.3820
 2019-Feb-20 23:21 C   17 14 28.50 +12 06 20.9 0.378744  0.543763 145.001486044451  -6.7482050  78.0754 /L   0.3820
 2019-Feb-20 23:22 C   17 14 28.50 +12 06 20.9 0.378749  0.543777 145.001483337753  -6.7497664  78.0760 /L   0.3820
 2019-Feb-20 23:23 C   17 14 28.50 +12 06 20.9 0.378753  0.543790 145.001480630429  -6.7513299  78.0766 /L   0.3820
 2019-Feb-20 23:24 C   17 14 28.50 +12 06 20.9 0.378758  0.543804 145.001477922476  -6.7528953  78.0771 /L   0.3820
 2019-Feb-20 23:25 C   17 14 28.50 +12 06 21.0 0.378762  0.543818 145.001475213896  -6.7544628  78.0777 /L   0.3820
 2019-Feb-20 23:26 C   17 14 28.51 +12 06 21.0 0.378766  0.543832 145.001472504687  -6.7560323  78.0783 /L   0.3820
 2019-Feb-20 23:27 C   17 14 28.51 +12 06 21.0 0.378770  0.543846 145.001469794847  -6.7576037  78.0788 /L   0.3820
 2019-Feb-20 23:28 C   17 14 28.51 +12 06 21.0 0.378773  0.543860 145.001467084378  -6.7591770  78.0794 /L   0.3820
 2019-Feb-20 23:29 C   17 14 28.51 +12 06 21.0 0.378776  0.543874 145.001464373276  -6.7607522  78.0799 /L   0.3820
 2019-Feb-20 23:30 N   17 14 28.51 +12 06 21.0 0.378779  0.543888 145.001461661543  -6.7623292  78.0805 /L   0.3820
 2019-Feb-20 23:31 N   17 14 28.51 +12 06 21.0 0.378782  0.543902 145.001458949177  -6.7639081  78.0811 /L   0.3820
 2019-Feb-20 23:32 N   17 14 28.51 +12 06 21.0 0.378785  0.543916 145.001456236177  -6.7654888  78.0816 /L   0.3820
 2019-Feb-20 23:33 N   17 14 28.51 +12 06 21.0 0.378787  0.543930 145.001453522543  -6.7670713  78.0822 /L   0.3820
 2019-Feb-20 23:34 N   17 14 28.51 +12 06 21.0 0.378789  0.543944 145.001450808274  -6.7686555  78.0828 /L   0.3820
 2019-Feb-20 23:35 N   17 14 28.51 +12 06 21.0 0.378791  0.543958 145.001448093369  -6.7702414  78.0833 /L   0.3820
 2019-Feb-20 23:36 N   17 14 28.51 +12 06 21.1 0.378793  0.543972 145.001445377828  -6.7718290  78.0839 /L   0.3820
 2019-Feb-20 23:37 N   17 14 28.51 +12 06 21.1 0.378794  0.543986 145.001442661650  -6.7734183  78.0845 /L   0.3820
 2019-Feb-20 23:38 N   17 14 28.51 +12 06 21.1 0.378796  0.544000 145.001439944834  -6.7750092  78.0850 /L   0.3820
 2019-Feb-20 23:39 N   17 14 28.51 +12 06 21.1 0.378796  0.544014 145.001437227380  -6.7766017  78.0856 /L   0.3820
 2019-Feb-20 23:40 N   17 14 28.51 +12 06 21.1 0.378797  0.544028 145.001434509287  -6.7781957  78.0862 /L   0.3820
 2019-Feb-20 23:41 N   17 14 28.51 +12 06 21.1 0.378798  0.544042 145.001431790554  -6.7797913  78.0867 /L   0.3820
 2019-Feb-20 23:42 N   17 14 28.51 +12 06 21.1 0.378798  0.544056 145.001429071181  -6.7813884  78.0873 /L   0.3820
 2019-Feb-20 23:43 N   17 14 28.51 +12 06 21.1 0.378798  0.544070 145.001426351167  -6.7829870  78.0879 /L   0.3820
 2019-Feb-20 23:44 N   17 14 28.51 +12 06 21.1 0.378798  0.544084 145.001423630512  -6.7845871  78.0884 /L   0.3820
 2019-Feb-20 23:45 N   17 14 28.51 +12 06 21.1 0.378797  0.544098 145.001420909215  -6.7861886  78.0890 /L   0.3820
 2019-Feb-20 23:46 N   17 14 28.51 +12 06 21.1 0.378797  0.544113 145.001418187275  -6.7877914  78.0896 /L   0.3820
 2019-Feb-20 23:47 N   17 14 28.51 +12 06 21.2 0.378796  0.544127 145.001415464692  -6.7893957  78.0901 /L   0.3820
 2019-Feb-20 23:48 N   17 14 28.51 +12 06 21.2 0.378795  0.544141 145.001412741465  -6.7910012  78.0907 /L   0.3820
 2019-Feb-20 23:49 N   17 14 28.52 +12 06 21.2 0.378793  0.544155 145.001410017595  -6.7926081  78.0913 /L   0.3820
 2019-Feb-20 23:50 N   17 14 28.52 +12 06 21.2 0.378792  0.544169 145.001407293079  -6.7942163  78.0918 /L   0.3820
 2019-Feb-20 23:51 N   17 14 28.52 +12 06 21.2 0.378790  0.544183 145.001404567918  -6.7958257  78.0924 /L   0.3820
 2019-Feb-20 23:52 N   17 14 28.52 +12 06 21.2 0.378788  0.544198 145.001401842112  -6.7974363  78.0929 /L   0.3820
 2019-Feb-20 23:53 N   17 14 28.52 +12 06 21.2 0.378785  0.544212 145.001399115659  -6.7990481  78.0935 /L   0.3820
 2019-Feb-20 23:54 N   17 14 28.52 +12 06 21.2 0.378783  0.544226 145.001396388560  -6.8006611  78.0941 /L   0.3820
 2019-Feb-20 23:55 N   17 14 28.52 +12 06 21.2 0.378780  0.544240 145.001393660814  -6.8022752  78.0946 /L   0.3820
 2019-Feb-20 23:56 N   17 14 28.52 +12 06 21.2 0.378777  0.544254 145.001390932420  -6.8038904  78.0952 /L   0.3820
 2019-Feb-20 23:57 N   17 14 28.52 +12 06 21.2 0.378774  0.544269 145.001388203378  -6.8055067  78.0958 /L   0.3820
 2019-Feb-20 23:58 N   17 14 28.52 +12 06 21.3 0.378770  0.544283 145.001385473688  -6.8071240  78.0963 /L   0.3820
 2019-Feb-20 23:59 N   17 14 28.52 +12 06 21.3 0.378767  0.544297 145.001382743349  -6.8087423  78.0969 /L   0.3820
 2019-Feb-21 00:00 N   17 14 28.52 +12 06 21.3 0.378763  0.544311 145.001380012360  -6.8103616  78.0975 /L   0.3820
 2019-Feb-21 00:01 A   17 14 28.52 +12 06 21.3 0.378758  0.544326 145.001377280722  -6.8119819  78.0980 /L   0.3820
 2019-Feb-21 00:02 A   17 14 28.52 +12 06 21.3 0.378754  0.544340 145.001374548434  -6.8136031  78.0986 /L   0.3820
 2019-Feb-21 00:03 A   17 14 28.52 +12 06 21.3 0.378749  0.544354 145.001371815496  -6.8152252  78.0992 /L   0.3820
 2019-Feb-21 00:04 A   17 14 28.52 +12 06 21.3 0.378744  0.544369 145.001369081907  -6.8168481  78.0997 /L   0.3820
 2019-Feb-21 00:05 A   17 14 28.52 +12 06 21.3 0.378739  0.544383 145.001366347667  -6.8184719  78.1003 /L   0.3820
 2019-Feb-21 00:06 A   17 14 28.52 +12 06 21.3 0.378734  0.544397 145.001363612775  -6.8200965  78.1009 /L   0.3820
 2019-Feb-21 00:07 A   17 14 28.52 +12 06 21.3 0.378728  0.544411 145.001360877232  -6.8217219  78.1014 /L   0.3820
 2019-Feb-21 00:08 A   17 14 28.52 +12 06 21.3 0.378722  0.544426 145.001358141037  -6.8233480  78.1020 /L   0.3820
 2019-Feb-21 00:09 A   17 14 28.52 +12 06 21.4 0.378716  0.544440 145.001355404189  -6.8249748  78.1026 /L   0.3820
 2019-Feb-21 00:10 A   17 14 28.52 +12 06 21.4 0.378710  0.544454 145.001352666689  -6.8266023  78.1031 /L   0.3820
 2019-Feb-21 00:11 A   17 14 28.52 +12 06 21.4 0.378703  0.544469 145.001349928536  -6.8282305  78.1037 /L   0.3820
 2019-Feb-21 00:12 A   17 14 28.53 +12 06 21.4 0.378697  0.544483 145.001347189730  -6.8298593  78.1043 /L   0.3820
 2019-Feb-21 00:13 A   17 14 28.53 +12 06 21.4 0.378689  0.544497 145.001344450270  -6.8314887  78.1048 /L   0.3820
 2019-Feb-21 00:14 A   17 14 28.53 +12 06 21.4 0.378682  0.544512 145.001341710157  -6.8331187  78.1054 /L   0.3820
 2019-Feb-21 00:15 A   17 14 28.53 +12 06 21.4 0.378675  0.544526 145.001338969391  -6.8347492  78.1060 /L   0.3820
 2019-Feb-21 00:16 A   17 14 28.53 +12 06 21.4 0.378667  0.544540 145.001336227970  -6.8363802  78.1065 /L   0.3820
 2019-Feb-21 00:17 A   17 14 28.53 +12 06 21.4 0.378659  0.544555 145.001333485895  -6.8380117  78.1071 /L   0.3820
 2019-Feb-21 00:18 A   17 14 28.53 +12 06 21.4 0.378651  0.544569 145.001330743165  -6.8396436  78.1077 /L   0.3820
 2019-Feb-21 00:19 A   17 14 28.53 +12 06 21.4 0.378642  0.544583 145.001327999781  -6.8412760  78.1082 /L   0.3820
 2019-Feb-21 00:20 A   17 14 28.53 +12 06 21.5 0.378633  0.544598 145.001325255742  -6.8429087  78.1088 /L   0.3820
 2019-Feb-21 00:21 A   17 14 28.53 +12 06 21.5 0.378624  0.544612 145.001322511049  -6.8445418  78.1094 /L   0.3820
 2019-Feb-21 00:22 A   17 14 28.53 +12 06 21.5 0.378615  0.544626 145.001319765700  -6.8461753  78.1099 /L   0.3820
 2019-Feb-21 00:23 A   17 14 28.53 +12 06 21.5 0.378606  0.544641 145.001317019696  -6.8478090  78.1105 /L   0.3820
 2019-Feb-21 00:24 A   17 14 28.53 +12 06 21.5 0.378596  0.544655 145.001314273037  -6.8494430  78.1111 /L   0.3820
 2019-Feb-21 00:25 A   17 14 28.53 +12 06 21.5 0.378586  0.544670 145.001311525722  -6.8510772  78.1116 /L   0.3820
 2019-Feb-21 00:26 A   17 14 28.53 +12 06 21.5 0.378576  0.544684 145.001308777752  -6.8527117  78.1122 /L   0.3820
 2019-Feb-21 00:27 A   17 14 28.53 +12 06 21.5 0.378566  0.544698 145.001306029127  -6.8543463  78.1128 /L   0.3820
 2019-Feb-21 00:28 A   17 14 28.53 +12 06 21.5 0.378555  0.544713 145.001303279846  -6.8559811  78.1133 /L   0.3820
 2019-Feb-21 00:29 A   17 14 28.53 +12 06 21.5 0.378544  0.544727 145.001300529909  -6.8576160  78.1139 /L   0.3820
 2019-Feb-21 00:30 Am  17 14 28.53 +12 06 21.5 0.378533  0.544741 145.001297779317  -6.8592510  78.1145 /L   0.3820
 2019-Feb-21 00:31 Am  17 14 28.53 +12 06 21.6 0.378522  0.544756 145.001295028068  -6.8608861  78.1150 /L   0.3820
