*******************************************************************************
Ephemeris / WWW_USER Tue Feb 19 21:46:06 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: New Horizons (spacecraft) (-98) {source: NH_merged}
Center body name: Earth (399)                     {source: NH_merged}
Center-site name: Green Bank (GBT)
*******************************************************************************
Start time      : A.D. 2019-Feb-20 19:15:00.0000 UT      
Stop  time      : A.D. 2019-Feb-21 07:15:00.0000 UT      
Step-size       : 1 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 280.160200,38.4330940,0.8760930 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 280.160200,5003.37558,3943.7589 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Pluto
Vis. interferer : MOON (R_eq= 1737.400) km        {source: NH_merged}
Rel. light bend : Sun, EARTH                      {source: NH_merged}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.190218.p190512                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2019-FEB-18. PREDICTS-> 2019-MAY-11
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************************************************
 Date__(UT)__HR:MN     R.A._(ICRF/J2000.0)_DEC dRA*cosD d(DEC)/dt            delta      deldot    S-O-T /r    S-T-O
*******************************************************************************************************************
$$SOE
 2019-Feb-20 21:12 *   19 13 17.45 -20 25 53.3 2.563528  0.424201 44.3846081643941  -6.4874703  44.5661 /L   0.9062
 2019-Feb-20 21:13 *   19 13 17.45 -20 25 53.3 2.563675  0.424187 44.3846055624483  -6.4879886  44.5668 /L   0.9062
 2019-Feb-20 21:14 *   19 13 17.45 -20 25 53.3 2.563823  0.424174 44.3846029602933  -6.4885134  44.5674 /L   0.9062
 2019-Feb-20 21:15 *   19 13 17.46 -20 25 53.3 2.563971  0.424160 44.3846003579265  -6.4890446  44.5681 /L   0.9063
 2019-Feb-20 21:16 *   19 13 17.46 -20 25 53.3 2.564118  0.424145 44.3845977553455  -6.4895822  44.5688 /L   0.9063
 2019-Feb-20 21:17 *   19 13 17.46 -20 25 53.3 2.564265  0.424131 44.3845951525475  -6.4901262  44.5695 /L   0.9063
 2019-Feb-20 21:18 *   19 13 17.47 -20 25 53.3 2.564412  0.424116 44.3845925495301  -6.4906767  44.5702 /L   0.9063
 2019-Feb-20 21:19 *   19 13 17.47 -20 25 53.3 2.564559  0.424101 44.3845899462906  -6.4912335  44.5709 /L   0.9063
 2019-Feb-20 21:20 *   19 13 17.47 -20 25 53.3 2.564706  0.424086 44.3845873428265  -6.4917968  44.5715 /L   0.9063
 2019-Feb-20 21:21 *   19 13 17.48 -20 25 53.3 2.564852  0.424070 44.3845847391352  -6.4923665  44.5722 /L   0.9063
 2019-Feb-20 21:22 *   19 13 17.48 -20 25 53.3 2.564999  0.424055 44.3845821352142  -6.4929425  44.5729 /L   0.9063
 2019-Feb-20 21:23 *   19 13 17.48 -20 25 53.3 2.565145  0.424038 44.3845795310608  -6.4935249  44.5736 /L   0.9063
 2019-Feb-20 21:24 *   19 13 17.48 -20 25 53.2 2.565291  0.424022 44.3845769266726  -6.4941138  44.5743 /L   0.9064
 2019-Feb-20 21:25 *   19 13 17.49 -20 25 53.2 2.565437  0.424005 44.3845743220470  -6.4947090  44.5750 /L   0.9064
 2019-Feb-20 21:26 *   19 13 17.49 -20 25 53.2 2.565582  0.423989 44.3845717171813  -6.4953105  44.5756 /L   0.9064
 2019-Feb-20 21:27 *   19 13 17.49 -20 25 53.2 2.565728  0.423971 44.3845691120732  -6.4959184  44.5763 /L   0.9064
 2019-Feb-20 21:28 *   19 13 17.50 -20 25 53.2 2.565873  0.423954 44.3845665067200  -6.4965327  44.5770 /L   0.9064
 2019-Feb-20 21:29 *   19 13 17.50 -20 25 53.2 2.566018  0.423936 44.3845639011191  -6.4971533  44.5777 /L   0.9064
 2019-Feb-20 21:30 *   19 13 17.50 -20 25 53.2 2.566163  0.423918 44.3845612952681  -6.4977803  44.5784 /L   0.9064
 2019-Feb-20 21:31 *   19 13 17.51 -20 25 53.2 2.566308  0.423900 44.3845586891643  -6.4984135  44.5791 /L   0.9064
 2019-Feb-20 21:32 *   19 13 17.51 -20 25 53.2 2.566452  0.423882 44.3845560828053  -6.4990532  44.5797 /L   0.9064
 2019-Feb-20 21:33 *   19 13 17.51 -20 25 53.2 2.566597  0.423863 44.3845534761885  -6.4996991  44.5804 /L   0.9065
 2019-Feb-20 21:34 *   19 13 17.51 -20 25 53.2 2.566741  0.423844 44.3845508693114  -6.5003513  44.5811 /L   0.9065
 2019-Feb-20 21:35 *   19 13 17.52 -20 25 53.2 2.566885  0.423825 44.3845482621714  -6.5010099  44.5818 /L   0.9065
 2019-Feb-20 21:36 *   19 13 17.52 -20 25 53.2 2.567028  0.423805 44.3845456547661  -6.5016747  44.5825 /L   0.9065
 2019-Feb-20 21:37 *   19 13 17.52 -20 25 53.2 2.567172  0.423785 44.3845430470928  -6.5023458  44.5832 /L   0.9065
 2019-Feb-20 21:38 *   19 13 17.53 -20 25 53.1 2.567315  0.423765 44.3845404391492  -6.5030232  44.5838 /L   0.9065
 2019-Feb-20 21:39 *   19 13 17.53 -20 25 53.1 2.567458  0.423745 44.3845378309326  -6.5037069  44.5845 /L   0.9065
 2019-Feb-20 21:40 *   19 13 17.53 -20 25 53.1 2.567601  0.423724 44.3845352224406  -6.5043968  44.5852 /L   0.9065
 2019-Feb-20 21:41 *   19 13 17.54 -20 25 53.1 2.567743  0.423704 44.3845326136706  -6.5050930  44.5859 /L   0.9065
 2019-Feb-20 21:42 *   19 13 17.54 -20 25 53.1 2.567886  0.423683 44.3845300046201  -6.5057954  44.5866 /L   0.9066
 2019-Feb-20 21:43 *   19 13 17.54 -20 25 53.1 2.568028  0.423661 44.3845273952867  -6.5065041  44.5873 /L   0.9066
 2019-Feb-20 21:44 *   19 13 17.55 -20 25 53.1 2.568170  0.423640 44.3845247856678  -6.5072190  44.5879 /L   0.9066
 2019-Feb-20 21:45 *   19 13 17.55 -20 25 53.1 2.568311  0.423618 44.3845221757610  -6.5079401  44.5886 /L   0.9066
 2019-Feb-20 21:46 *   19 13 17.55 -20 25 53.1 2.568453  0.423596 44.3845195655637  -6.5086675  44.5893 /L   0.9066
 2019-Feb-20 21:47 *   19 13 17.55 -20 25 53.1 2.568594  0.423573 44.3845169550735  -6.5094010  44.5900 /L   0.9066
 2019-Feb-20 21:48 *   19 13 17.56 -20 25 53.1 2.568735  0.423551 44.3845143442878  -6.5101407  44.5907 /L   0.9066
 2019-Feb-20 21:49 *   19 13 17.56 -20 25 53.1 2.568875  0.423528 44.3845117332042  -6.5108866  44.5914 /L   0.9066
 2019-Feb-20 21:50 *   19 13 17.56 -20 25 53.1 2.569016  0.423505 44.3845091218203  -6.5116387  44.5920 /L   0.9066
 2019-Feb-20 21:51 *   19 13 17.57 -20 25 53.1 2.569156  0.423481 44.3845065101334  -6.5123969  44.5927 /L   0.9066
 2019-Feb-20 21:52 *   19 13 17.57 -20 25 53.0 2.569296  0.423457 44.3845038981413  -6.5131613  44.5934 /L   0.9067
 2019-Feb-20 21:53 *   19 13 17.57 -20 25 53.0 2.569435  0.423434 44.3845012858413  -6.5139318  44.5941 /L   0.9067
 2019-Feb-20 21:54 *   19 13 17.58 -20 25 53.0 2.569574  0.423409 44.3844986732311  -6.5147085  44.5948 /L   0.9067
 2019-Feb-20 21:55 *   19 13 17.58 -20 25 53.0 2.569713  0.423385 44.3844960603082  -6.5154913  44.5955 /L   0.9067
 2019-Feb-20 21:56 *   19 13 17.58 -20 25 53.0 2.569852  0.423360 44.3844934470701  -6.5162802  44.5961 /L   0.9067
 2019-Feb-20 21:57 *   19 13 17.58 -20 25 53.0 2.569991  0.423335 44.3844908335144  -6.5170752  44.5968 /L   0.9067
 2019-Feb-20 21:58 *   19 13 17.59 -20 25 53.0 2.570129  0.423310 44.3844882196386  -6.5178763  44.5975 /L   0.9067
 2019-Feb-20 21:59 *   19 13 17.59 -20 25 53.0 2.570267  0.423285 44.3844856054403  -6.5186835  44.5982 /L   0.9067
 2019-Feb-20 22:00 *   19 13 17.59 -20 25 53.0 2.570404  0.423259 44.3844829909170  -6.5194968  44.5989 /L   0.9067
 2019-Feb-20 22:01 *   19 13 17.60 -20 25 53.0 2.570541  0.423233 44.3844803760664  -6.5203161  44.5996 /L   0.9068
 2019-Feb-20 22:02 *   19 13 17.60 -20 25 53.0 2.570678  0.423207 44.3844777608860  -6.5211415  44.6002 /L   0.9068
 2019-Feb-20 22:03 *   19 13 17.60 -20 25 53.0 2.570815  0.423180 44.3844751453733  -6.5219729  44.6009 /L   0.9068
 2019-Feb-20 22:04 *   19 13 17.61 -20 25 53.0 2.570952  0.423154 44.3844725295260  -6.5228104  44.6016 /L   0.9068
 2019-Feb-20 22:05 *   19 13 17.61 -20 25 53.0 2.571088  0.423127 44.3844699133415  -6.5236538  44.6023 /L   0.9068
 2019-Feb-20 22:06 *   19 13 17.61 -20 25 53.0 2.571223  0.423100 44.3844672968177  -6.5245033  44.6030 /L   0.9068
 2019-Feb-20 22:07 *   19 13 17.62 -20 25 52.9 2.571359  0.423072 44.3844646799519  -6.5253588  44.6037 /L   0.9068
 2019-Feb-20 22:08 *   19 13 17.62 -20 25 52.9 2.571494  0.423044 44.3844620627419  -6.5262202  44.6043 /L   0.9068
 2019-Feb-20 22:09 *   19 13 17.62 -20 25 52.9 2.571629  0.423016 44.3844594451851  -6.5270876  44.6050 /L   0.9068
 2019-Feb-20 22:10 *   19 13 17.62 -20 25 52.9 2.571763  0.422988 44.3844568272793  -6.5279610  44.6057 /L   0.9069
 2019-Feb-20 22:11 *   19 13 17.63 -20 25 52.9 2.571898  0.422960 44.3844542090220  -6.5288403  44.6064 /L   0.9069
 2019-Feb-20 22:12 *   19 13 17.63 -20 25 52.9 2.572031  0.422931 44.3844515904108  -6.5297256  44.6071 /L   0.9069
 2019-Feb-20 22:13 *   19 13 17.63 -20 25 52.9 2.572165  0.422902 44.3844489714434  -6.5306168  44.6078 /L   0.9069
 2019-Feb-20 22:14 *   19 13 17.64 -20 25 52.9 2.572298  0.422873 44.3844463521175  -6.5315139  44.6085 /L   0.9069
 2019-Feb-20 22:15 *   19 13 17.64 -20 25 52.9 2.572431  0.422844 44.3844437324305  -6.5324169  44.6091 /L   0.9069
 2019-Feb-20 22:16 *   19 13 17.64 -20 25 52.9 2.572563  0.422814 44.3844411123802  -6.5333258  44.6098 /L   0.9069
 2019-Feb-20 22:17 *   19 13 17.65 -20 25 52.9 2.572696  0.422784 44.3844384919643  -6.5342406  44.6105 /L   0.9069
 2019-Feb-20 22:18 *   19 13 17.65 -20 25 52.9 2.572827  0.422754 44.3844358711802  -6.5351612  44.6112 /L   0.9069
 2019-Feb-20 22:19 *   19 13 17.65 -20 25 52.9 2.572959  0.422723 44.3844332500258  -6.5360877  44.6119 /L   0.9070
 2019-Feb-20 22:20 *   19 13 17.66 -20 25 52.9 2.573090  0.422693 44.3844306284986  -6.5370200  44.6126 /L   0.9070
 2019-Feb-20 22:21 *   19 13 17.66 -20 25 52.8 2.573221  0.422662 44.3844280065964  -6.5379581  44.6132 /L   0.9070
 2019-Feb-20 22:22 *   19 13 17.66 -20 25 52.8 2.573351  0.422631 44.3844253843167  -6.5389021  44.6139 /L   0.9070
 2019-Feb-20 22:23 *   19 13 17.66 -20 25 52.8 2.573481  0.422599 44.3844227616573  -6.5398518  44.6146 /L   0.9070
 2019-Feb-20 22:24 *   19 13 17.67 -20 25 52.8 2.573611  0.422568 44.3844201386159  -6.5408073  44.6153 /L   0.9070
 2019-Feb-20 22:25 *   19 13 17.67 -20 25 52.8 2.573740  0.422536 44.3844175151901  -6.5417686  44.6160 /L   0.9070
 2019-Feb-20 22:26 *   19 13 17.67 -20 25 52.8 2.573869  0.422504 44.3844148913775  -6.5427357  44.6167 /L   0.9070
 2019-Feb-20 22:27 *   19 13 17.68 -20 25 52.8 2.573998  0.422471 44.3844122671760  -6.5437085  44.6174 /L   0.9070
 2019-Feb-20 22:28 *   19 13 17.68 -20 25 52.8 2.574126  0.422439 44.3844096425832  -6.5446870  44.6180 /L   0.9071
 2019-Feb-20 22:29 *   19 13 17.68 -20 25 52.8 2.574254  0.422406 44.3844070175968  -6.5456712  44.6187 /L   0.9071
 2019-Feb-20 22:30 *   19 13 17.69 -20 25 52.8 2.574381  0.422373 44.3844043922145  -6.5466612  44.6194 /L   0.9071
 2019-Feb-20 22:31 *   19 13 17.69 -20 25 52.8 2.574508  0.422340 44.3844017664341  -6.5476568  44.6201 /L   0.9071
 2019-Feb-20 22:32 *   19 13 17.69 -20 25 52.8 2.574635  0.422306 44.3843991402532  -6.5486581  44.6208 /L   0.9071
 2019-Feb-20 22:33 *   19 13 17.69 -20 25 52.8 2.574761  0.422272 44.3843965136696  -6.5496651  44.6215 /L   0.9071
 2019-Feb-20 22:34 *   19 13 17.70 -20 25 52.8 2.574887  0.422238 44.3843938866810  -6.5506777  44.6222 /L   0.9071
 2019-Feb-20 22:35 *   19 13 17.70 -20 25 52.7 2.575012  0.422204 44.3843912592852  -6.5516959  44.6228 /L   0.9071
 2019-Feb-20 22:36 *   19 13 17.70 -20 25 52.7 2.575137  0.422170 44.3843886314799  -6.5527198  44.6235 /L   0.9071
 2019-Feb-20 22:37 *   19 13 17.71 -20 25 52.7 2.575262  0.422135 44.3843860032628  -6.5537492  44.6242 /L   0.9072
 2019-Feb-20 22:38 *   19 13 17.71 -20 25 52.7 2.575386  0.422100 44.3843833746317  -6.5547843  44.6249 /L   0.9072
 2019-Feb-20 22:39 *   19 13 17.71 -20 25 52.7 2.575510  0.422065 44.3843807455844  -6.5558249  44.6256 /L   0.9072
 2019-Feb-20 22:40 *   19 13 17.72 -20 25 52.7 2.575633  0.422030 44.3843781161187  -6.5568710  44.6263 /L   0.9072
 2019-Feb-20 22:41 *   19 13 17.72 -20 25 52.7 2.575756  0.421994 44.3843754862323  -6.5579227  44.6269 /L   0.9072
 2019-Feb-20 22:42 *   19 13 17.72 -20 25 52.7 2.575879  0.421958 44.3843728559229  -6.5589800  44.6276 /L   0.9072
 2019-Feb-20 22:43 *   19 13 17.73 -20 25 52.7 2.576001  0.421922 44.3843702251885  -6.5600427  44.6283 /L   0.9072
 2019-Feb-20 22:44 *   19 13 17.73 -20 25 52.7 2.576123  0.421886 44.3843675940267  -6.5611109  44.6290 /L   0.9072
 2019-Feb-20 22:45 *   19 13 17.73 -20 25 52.7 2.576244  0.421849 44.3843649624354  -6.5621847  44.6297 /L   0.9072
 2019-Feb-20 22:46 *   19 13 17.73 -20 25 52.7 2.576365  0.421812 44.3843623304125  -6.5632638  44.6304 /L   0.9073
 2019-Feb-20 22:47 *   19 13 17.74 -20 25 52.7 2.576485  0.421775 44.3843596979555  -6.5643485  44.6311 /L   0.9073
 2019-Feb-20 22:48 *   19 13 17.74 -20 25 52.7 2.576605  0.421738 44.3843570650625  -6.5654385  44.6317 /L   0.9073
 2019-Feb-20 22:49 *   19 13 17.74 -20 25 52.7 2.576725  0.421701 44.3843544317313  -6.5665340  44.6324 /L   0.9073
 2019-Feb-20 22:50 *   19 13 17.75 -20 25 52.6 2.576844  0.421663 44.3843517979596  -6.5676349  44.6331 /L   0.9073
 2019-Feb-20 22:51 *   19 13 17.75 -20 25 52.6 2.576963  0.421625 44.3843491637454  -6.5687411  44.6338 /L   0.9073
 2019-Feb-20 22:52 *   19 13 17.75 -20 25 52.6 2.577081  0.421587 44.3843465290864  -6.5698527  44.6345 /L   0.9073
 2019-Feb-20 22:53 *   19 13 17.76 -20 25 52.6 2.577199  0.421549 44.3843438939804  -6.5709697  44.6352 /L   0.9073
 2019-Feb-20 22:54 *   19 13 17.76 -20 25 52.6 2.577316  0.421510 44.3843412584255  -6.5720920  44.6359 /L   0.9073
 2019-Feb-20 22:55 *   19 13 17.76 -20 25 52.6 2.577433  0.421471 44.3843386224194  -6.5732196  44.6365 /L   0.9074
 2019-Feb-20 22:56 *   19 13 17.77 -20 25 52.6 2.577549  0.421432 44.3843359859600  -6.5743525  44.6372 /L   0.9074
 2019-Feb-20 22:57 *   19 13 17.77 -20 25 52.6 2.577665  0.421393 44.3843333490451  -6.5754907  44.6379 /L   0.9074
 2019-Feb-20 22:58 *   19 13 17.77 -20 25 52.6 2.577781  0.421354 44.3843307116727  -6.5766342  44.6386 /L   0.9074
 2019-Feb-20 22:59 *   19 13 17.77 -20 25 52.6 2.577896  0.421314 44.3843280738407  -6.5777829  44.6393 /L   0.9074
 2019-Feb-20 23:00 *   19 13 17.78 -20 25 52.6 2.578010  0.421274 44.3843254355469  -6.5789369  44.6400 /L   0.9074
 2019-Feb-20 23:01 *   19 13 17.78 -20 25 52.6 2.578125  0.421234 44.3843227967893  -6.5800960  44.6407 /L   0.9074
 2019-Feb-20 23:02 *   19 13 17.78 -20 25 52.6 2.578238  0.421194 44.3843201575657  -6.5812604  44.6413 /L   0.9074
 2019-Feb-20 23:03 C   19 13 17.79 -20 25 52.6 2.578351  0.421153 44.3843175178741  -6.5824299  44.6420 /L   0.9074
 2019-Feb-20 23:04 C   19 13 17.79 -20 25 52.5 2.578464  0.421113 44.3843148777125  -6.5836047  44.6427 /L   0.9074
 2019-Feb-20 23:05 C   19 13 17.79 -20 25 52.5 2.578576  0.421072 44.3843122370786  -6.5847845  44.6434 /L   0.9075
 2019-Feb-20 23:06 C   19 13 17.80 -20 25 52.5 2.578688  0.421030 44.3843095959706  -6.5859695  44.6441 /L   0.9075
 2019-Feb-20 23:07 C   19 13 17.80 -20 25 52.5 2.578799  0.420989 44.3843069543863  -6.5871596  44.6448 /L   0.9075
 2019-Feb-20 23:08 C   19 13 17.80 -20 25 52.5 2.578910  0.420947 44.3843043123237  -6.5883548  44.6455 /L   0.9075
 2019-Feb-20 23:09 C   19 13 17.80 -20 25 52.5 2.579020  0.420906 44.3843016697807  -6.5895550  44.6462 /L   0.9075
 2019-Feb-20 23:10 C   19 13 17.81 -20 25 52.5 2.579130  0.420864 44.3842990267553  -6.5907603  44.6468 /L   0.9075
 2019-Feb-20 23:11 C   19 13 17.81 -20 25 52.5 2.579239  0.420821 44.3842963832455  -6.5919707  44.6475 /L   0.9075
 2019-Feb-20 23:12 C   19 13 17.81 -20 25 52.5 2.579348  0.420779 44.3842937392494  -6.5931860  44.6482 /L   0.9075
 2019-Feb-20 23:13 C   19 13 17.82 -20 25 52.5 2.579456  0.420736 44.3842910947647  -6.5944064  44.6489 /L   0.9075
 2019-Feb-20 23:14 C   19 13 17.82 -20 25 52.5 2.579564  0.420694 44.3842884497897  -6.5956317  44.6496 /L   0.9076
 2019-Feb-20 23:15 C   19 13 17.82 -20 25 52.5 2.579671  0.420651 44.3842858043222  -6.5968621  44.6503 /L   0.9076
 2019-Feb-20 23:16 C   19 13 17.83 -20 25 52.5 2.579777  0.420607 44.3842831583602  -6.5980973  44.6510 /L   0.9076
 2019-Feb-20 23:17 C   19 13 17.83 -20 25 52.5 2.579884  0.420564 44.3842805119019  -6.5993375  44.6516 /L   0.9076
 2019-Feb-20 23:18 C   19 13 17.83 -20 25 52.4 2.579989  0.420520 44.3842778649453  -6.6005826  44.6523 /L   0.9076
 2019-Feb-20 23:19 C   19 13 17.84 -20 25 52.4 2.580094  0.420476 44.3842752174883  -6.6018326  44.6530 /L   0.9076
 2019-Feb-20 23:20 C   19 13 17.84 -20 25 52.4 2.580199  0.420432 44.3842725695290  -6.6030874  44.6537 /L   0.9076
 2019-Feb-20 23:21 C   19 13 17.84 -20 25 52.4 2.580303  0.420388 44.3842699210654  -6.6043471  44.6544 /L   0.9076
 2019-Feb-20 23:22 C   19 13 17.84 -20 25 52.4 2.580407  0.420343 44.3842672720957  -6.6056116  44.6551 /L   0.9076
 2019-Feb-20 23:23 C   19 13 17.85 -20 25 52.4 2.580510  0.420299 44.3842646226179  -6.6068810  44.6558 /L   0.9077
 2019-Feb-20 23:24 C   19 13 17.85 -20 25 52.4 2.580612  0.420254 44.3842619726300  -6.6081551  44.6565 /L   0.9077
 2019-Feb-20 23:25 C   19 13 17.85 -20 25 52.4 2.580714  0.420209 44.3842593221302  -6.6094340  44.6571 /L   0.9077
 2019-Feb-20 23:26 C   19 13 17.86 -20 25 52.4 2.580816  0.420164 44.3842566711166  -6.6107176  44.6578 /L   0.9077
 2019-Feb-20 23:27 C   19 13 17.86 -20 25 52.4 2.580917  0.420118 44.3842540195871  -6.6120060  44.6585 /L   0.9077
 2019-Feb-20 23:28 C   19 13 17.86 -20 25 52.4 2.581017  0.420072 44.3842513675400  -6.6132991  44.6592 /L   0.9077
 2019-Feb-20 23:29 C   19 13 17.87 -20 25 52.4 2.581117  0.420027 44.3842487149734  -6.6145969  44.6599 /L   0.9077
 2019-Feb-20 23:30 N   19 13 17.87 -20 25 52.4 2.581216  0.419980 44.3842460618853  -6.6158994  44.6606 /L   0.9077
 2019-Feb-20 23:31 N   19 13 17.87 -20 25 52.4 2.581315  0.419934 44.3842434082739  -6.6172065  44.6613 /L   0.9077
 2019-Feb-20 23:32 N   19 13 17.88 -20 25 52.4 2.581413  0.419888 44.3842407541374  -6.6185183  44.6619 /L   0.9078
 2019-Feb-20 23:33 N   19 13 17.88 -20 25 52.3 2.581510  0.419841 44.3842380994738  -6.6198346  44.6626 /L   0.9078
 2019-Feb-20 23:34 N   19 13 17.88 -20 25 52.3 2.581608  0.419794 44.3842354442814  -6.6211556  44.6633 /L   0.9078
 2019-Feb-20 23:35 N   19 13 17.88 -20 25 52.3 2.581704  0.419747 44.3842327885583  -6.6224811  44.6640 /L   0.9078
 2019-Feb-20 23:36 N   19 13 17.89 -20 25 52.3 2.581800  0.419700 44.3842301323027  -6.6238112  44.6647 /L   0.9078
 2019-Feb-20 23:37 N   19 13 17.89 -20 25 52.3 2.581895  0.419653 44.3842274755127  -6.6251458  44.6654 /L   0.9078
 2019-Feb-20 23:38 N   19 13 17.89 -20 25 52.3 2.581990  0.419605 44.3842248181866  -6.6264849  44.6661 /L   0.9078
 2019-Feb-20 23:39 N   19 13 17.90 -20 25 52.3 2.582084  0.419557 44.3842221603225  -6.6278285  44.6668 /L   0.9078
 2019-Feb-20 23:40 N   19 13 17.90 -20 25 52.3 2.582178  0.419509 44.3842195019186  -6.6291766  44.6674 /L   0.9078
 2019-Feb-20 23:41 N   19 13 17.90 -20 25 52.3 2.582271  0.419461 44.3842168429732  -6.6305291  44.6681 /L   0.9079
 2019-Feb-20 23:42 N   19 13 17.91 -20 25 52.3 2.582364  0.419413 44.3842141834845  -6.6318861  44.6688 /L   0.9079
 2019-Feb-20 23:43 N   19 13 17.91 -20 25 52.3 2.582456  0.419364 44.3842115234507  -6.6332474  44.6695 /L   0.9079
 2019-Feb-20 23:44 N   19 13 17.91 -20 25 52.3 2.582547  0.419316 44.3842088628700  -6.6346132  44.6702 /L   0.9079
 2019-Feb-20 23:45 N   19 13 17.92 -20 25 52.3 2.582638  0.419267 44.3842062017407  -6.6359833  44.6709 /L   0.9079
 2019-Feb-20 23:46 N   19 13 17.92 -20 25 52.3 2.582728  0.419218 44.3842035400610  -6.6373577  44.6716 /L   0.9079
 2019-Feb-20 23:47 N   19 13 17.92 -20 25 52.2 2.582817  0.419169 44.3842008778293  -6.6387365  44.6723 /L   0.9079
 2019-Feb-20 23:48 N   19 13 17.92 -20 25 52.2 2.582906  0.419119 44.3841982150437  -6.6401195  44.6729 /L   0.9079
 2019-Feb-20 23:49 N   19 13 17.93 -20 25 52.2 2.582995  0.419070 44.3841955517026  -6.6415069  44.6736 /L   0.9079
 2019-Feb-20 23:50 N   19 13 17.93 -20 25 52.2 2.583083  0.419020 44.3841928878042  -6.6428985  44.6743 /L   0.9080
 2019-Feb-20 23:51 N   19 13 17.93 -20 25 52.2 2.583170  0.418970 44.3841902233469  -6.6442943  44.6750 /L   0.9080
 2019-Feb-20 23:52 N   19 13 17.94 -20 25 52.2 2.583257  0.418920 44.3841875583289  -6.6456943  44.6757 /L   0.9080
 2019-Feb-20 23:53 N   19 13 17.94 -20 25 52.2 2.583343  0.418870 44.3841848927486  -6.6470986  44.6764 /L   0.9080
 2019-Feb-20 23:54 N   19 13 17.94 -20 25 52.2 2.583428  0.418819 44.3841822266042  -6.6485070  44.6771 /L   0.9080
 2019-Feb-20 23:55 N   19 13 17.95 -20 25 52.2 2.583513  0.418768 44.3841795598942  -6.6499195  44.6778 /L   0.9080
 2019-Feb-20 23:56 N   19 13 17.95 -20 25 52.2 2.583597  0.418718 44.3841768926169  -6.6513362  44.6784 /L   0.9080
 2019-Feb-20 23:57 N   19 13 17.95 -20 25 52.2 2.583681  0.418667 44.3841742247706  -6.6527569  44.6791 /L   0.9080
 2019-Feb-20 23:58 N   19 13 17.95 -20 25 52.2 2.583764  0.418616 44.3841715563536  -6.6541818  44.6798 /L   0.9080
 2019-Feb-20 23:59 N   19 13 17.96 -20 25 52.2 2.583846  0.418564 44.3841688873644  -6.6556106  44.6805 /L   0.9081
 2019-Feb-21 00:00 N   19 13 17.96 -20 25 52.2 2.583928  0.418513 44.3841662178013  -6.6570436  44.6812 /L   0.9081
 2019-Feb-21 00:01 A   19 13 17.96 -20 25 52.2 2.584009  0.418461 44.3841635476627  -6.6584805  44.6819 /L   0.9081
 2019-Feb-21 00:02 A   19 13 17.97 -20 25 52.1 2.584090  0.418409 44.3841608769471  -6.6599214  44.6826 /L   0.9081
 2019-Feb-21 00:03 A   19 13 17.97 -20 25 52.1 2.584169  0.418357 44.3841582056527  -6.6613663  44.6833 /L   0.9081
 2019-Feb-21 00:04 A   19 13 17.97 -20 25 52.1 2.584249  0.418305 44.3841555337781  -6.6628152  44.6840 /L   0.9081
 2019-Feb-21 00:05 A   19 13 17.98 -20 25 52.1 2.584327  0.418253 44.3841528613216  -6.6642679  44.6846 /L   0.9081
 2019-Feb-21 00:06 A   19 13 17.98 -20 25 52.1 2.584405  0.418200 44.3841501882817  -6.6657246  44.6853 /L   0.9081
 2019-Feb-21 00:07 A   19 13 17.98 -20 25 52.1 2.584483  0.418148 44.3841475146568  -6.6671851  44.6860 /L   0.9081
 2019-Feb-21 00:08 A   19 13 17.99 -20 25 52.1 2.584560  0.418095 44.3841448404454  -6.6686495  44.6867 /L   0.9082
 2019-Feb-21 00:09 A   19 13 17.99 -20 25 52.1 2.584636  0.418042 44.3841421656459  -6.6701177  44.6874 /L   0.9082
 2019-Feb-21 00:10 A   19 13 17.99 -20 25 52.1 2.584711  0.417989 44.3841394902568  -6.6715897  44.6881 /L   0.9082
 2019-Feb-21 00:11 A   19 13 17.99 -20 25 52.1 2.584786  0.417936 44.3841368142766  -6.6730655  44.6888 /L   0.9082
 2019-Feb-21 00:12 A   19 13 18.00 -20 25 52.1 2.584860  0.417882 44.3841341377038  -6.6745450  44.6895 /L   0.9082
 2019-Feb-21 00:13 A   19 13 18.00 -20 25 52.1 2.584934  0.417829 44.3841314605369  -6.6760283  44.6901 /L   0.9082
 2019-Feb-21 00:14 A   19 13 18.00 -20 25 52.1 2.585007  0.417775 44.3841287827743  -6.6775153  44.6908 /L   0.9082
