*******************************************************************************
Ephemeris / WWW_USER Tue Feb 19 21:46:06 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: New Horizons (spacecraft) (-98) {source: NH_merged}
Center body name: Earth (399)                     {source: NH_merged}
Center-site name: Green Bank (GBT)
*******************************************************************************
Start time      : A.D. 2019-Feb-20 19:15:00.0000 UT      
Stop  time      : A.D. 2019-Feb-21 07:15:00.0000 UT      
Step-size       : 1 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 280.160200,38.4330940,0.8760930 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 280.160200,5003.37558,3943.7589 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Pluto
Vis. interferer : MOON (R_eq= 1737.400) km        {source: NH_merged}
Rel. light bend : Sun, EARTH                      {source: NH_merged}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.190218.p190512                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2019-FEB-18. PREDICTS-> 2019-MAY-11
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************************************************
 Date__(UT)__HR:MN     R.A._(ICRF/J2000.0)_DEC dRA*cosD d(DEC)/dt            delta      deldot    S-O-T /r    S-T-O
*******************************************************************************************************************
$$SOE
 2019-Feb-21 00:15 A   19 13 18.01 -20 25 52.1 2.585079  0.417721 44.3841261044146  -6.6790060  44.6915 /L   0.9082
 2019-Feb-21 00:16 A   19 13 18.01 -20 25 52.0 2.585151  0.417667 44.3841234254563  -6.6805003  44.6922 /L   0.9082
 2019-Feb-21 00:17 A   19 13 18.01 -20 25 52.0 2.585222  0.417613 44.3841207458980  -6.6819983  44.6929 /L   0.9083
 2019-Feb-21 00:18 A   19 13 18.02 -20 25 52.0 2.585292  0.417558 44.3841180657382  -6.6834999  44.6936 /L   0.9083
 2019-Feb-21 00:19 A   19 13 18.02 -20 25 52.0 2.585362  0.417504 44.3841153849755  -6.6850051  44.6943 /L   0.9083
 2019-Feb-21 00:20 A   19 13 18.02 -20 25 52.0 2.585431  0.417449 44.3841127036083  -6.6865139  44.6950 /L   0.9083
 2019-Feb-21 00:21 A   19 13 18.03 -20 25 52.0 2.585499  0.417395 44.3841100216354  -6.6880262  44.6957 /L   0.9083
 2019-Feb-21 00:22 A   19 13 18.03 -20 25 52.0 2.585567  0.417340 44.3841073390552  -6.6895420  44.6963 /L   0.9083
 2019-Feb-21 00:23 A   19 13 18.03 -20 25 52.0 2.585634  0.417285 44.3841046558664  -6.6910613  44.6970 /L   0.9083
 2019-Feb-21 00:24 A   19 13 18.03 -20 25 52.0 2.585701  0.417229 44.3841019720676  -6.6925841  44.6977 /L   0.9083
 2019-Feb-21 00:25 A   19 13 18.04 -20 25 52.0 2.585766  0.417174 44.3840992876573  -6.6941103  44.6984 /L   0.9083
 2019-Feb-21 00:26 A   19 13 18.04 -20 25 52.0 2.585831  0.417118 44.3840966026343  -6.6956400  44.6991 /L   0.9084
 2019-Feb-21 00:27 A   19 13 18.04 -20 25 52.0 2.585896  0.417063 44.3840939169971  -6.6971730  44.6998 /L   0.9084
 2019-Feb-21 00:28 A   19 13 18.05 -20 25 52.0 2.585959  0.417007 44.3840912307444  -6.6987094  44.7005 /L   0.9084
 2019-Feb-21 00:29 A   19 13 18.05 -20 25 52.0 2.586023  0.416951 44.3840885438748  -6.7002492  44.7012 /L   0.9084
 2019-Feb-21 00:30 Am  19 13 18.05 -20 25 52.0 2.586085  0.416895 44.3840858563870  -6.7017923  44.7019 /L   0.9084
 2019-Feb-21 00:31 Am  19 13 18.06 -20 25 51.9 2.586147  0.416839 44.3840831682797  -6.7033387  44.7025 /L   0.9084
 2019-Feb-21 00:32  m  19 13 18.06 -20 25 51.9 2.586208  0.416782 44.3840804795515  -6.7048884  44.7032 /L   0.9084
 2019-Feb-21 00:33  m  19 13 18.06 -20 25 51.9 2.586268  0.416726 44.3840777902012  -6.7064413  44.7039 /L   0.9084
 2019-Feb-21 00:34  m  19 13 18.07 -20 25 51.9 2.586328  0.416669 44.3840751002274  -6.7079975  44.7046 /L   0.9084
 2019-Feb-21 00:35  m  19 13 18.07 -20 25 51.9 2.586387  0.416613 44.3840724096289  -6.7095568  44.7053 /L   0.9085
 2019-Feb-21 00:36  m  19 13 18.07 -20 25 51.9 2.586445  0.416556 44.3840697184043  -6.7111193  44.7060 /L   0.9085
 2019-Feb-21 00:37  m  19 13 18.07 -20 25 51.9 2.586503  0.416499 44.3840670265525  -6.7126850  44.7067 /L   0.9085
 2019-Feb-21 00:38  m  19 13 18.08 -20 25 51.9 2.586560  0.416442 44.3840643340721  -6.7142538  44.7074 /L   0.9085
 2019-Feb-21 00:39  m  19 13 18.08 -20 25 51.9 2.586616  0.416384 44.3840616409619  -6.7158257  44.7081 /L   0.9085
 2019-Feb-21 00:40  m  19 13 18.08 -20 25 51.9 2.586671  0.416327 44.3840589472206  -6.7174007  44.7087 /L   0.9085
 2019-Feb-21 00:41  m  19 13 18.09 -20 25 51.9 2.586726  0.416269 44.3840562528471  -6.7189787  44.7094 /L   0.9085
 2019-Feb-21 00:42  m  19 13 18.09 -20 25 51.9 2.586781  0.416212 44.3840535578401  -6.7205597  44.7101 /L   0.9085
 2019-Feb-21 00:43  m  19 13 18.09 -20 25 51.9 2.586834  0.416154 44.3840508621985  -6.7221438  44.7108 /L   0.9085
 2019-Feb-21 00:44  m  19 13 18.10 -20 25 51.9 2.586887  0.416096 44.3840481659209  -6.7237308  44.7115 /L   0.9086
 2019-Feb-21 00:45  m  19 13 18.10 -20 25 51.8 2.586939  0.416038 44.3840454690063  -6.7253208  44.7122 /L   0.9086
 2019-Feb-21 00:46  m  19 13 18.10 -20 25 51.8 2.586990  0.415980 44.3840427714534  -6.7269137  44.7129 /L   0.9086
 2019-Feb-21 00:47  m  19 13 18.11 -20 25 51.8 2.587041  0.415922 44.3840400732611  -6.7285094  44.7136 /L   0.9086
 2019-Feb-21 00:48  m  19 13 18.11 -20 25 51.8 2.587091  0.415863 44.3840373744282  -6.7301081  44.7143 /L   0.9086
 2019-Feb-21 00:49  m  19 13 18.11 -20 25 51.8 2.587140  0.415805 44.3840346749536  -6.7317096  44.7150 /L   0.9086
 2019-Feb-21 00:50  m  19 13 18.11 -20 25 51.8 2.587189  0.415746 44.3840319748361  -6.7333139  44.7156 /L   0.9086
 2019-Feb-21 00:51  m  19 13 18.12 -20 25 51.8 2.587237  0.415687 44.3840292740747  -6.7349210  44.7163 /L   0.9086
 2019-Feb-21 00:52  m  19 13 18.12 -20 25 51.8 2.587284  0.415629 44.3840265726681  -6.7365309  44.7170 /L   0.9086
 2019-Feb-21 00:53  m  19 13 18.12 -20 25 51.8 2.587330  0.415570 44.3840238706154  -6.7381435  44.7177 /L   0.9087
 2019-Feb-21 00:54  m  19 13 18.13 -20 25 51.8 2.587376  0.415511 44.3840211679153  -6.7397588  44.7184 /L   0.9087
 2019-Feb-21 00:55  m  19 13 18.13 -20 25 51.8 2.587421  0.415451 44.3840184645669  -6.7413769  44.7191 /L   0.9087
 2019-Feb-21 00:56  m  19 13 18.13 -20 25 51.8 2.587466  0.415392 44.3840157605690  -6.7429976  44.7198 /L   0.9087
 2019-Feb-21 00:57  m  19 13 18.14 -20 25 51.8 2.587509  0.415333 44.3840130559206  -6.7446209  44.7205 /L   0.9087
 2019-Feb-21 00:58  m  19 13 18.14 -20 25 51.8 2.587552  0.415273 44.3840103506206  -6.7462468  44.7212 /L   0.9087
 2019-Feb-21 00:59  m  19 13 18.14 -20 25 51.8 2.587594  0.415214 44.3840076446681  -6.7478753  44.7218 /L   0.9087
 2019-Feb-21 01:00  m  19 13 18.14 -20 25 51.7 2.587636  0.415154 44.3840049380619  -6.7495064  44.7225 /L   0.9087
 2019-Feb-21 01:01  m  19 13 18.15 -20 25 51.7 2.587677  0.415094 44.3840022308010  -6.7511400  44.7232 /L   0.9087
 2019-Feb-21 01:02  m  19 13 18.15 -20 25 51.7 2.587717  0.415034 44.3839995228844  -6.7527761  44.7239 /L   0.9088
 2019-Feb-21 01:03  m  19 13 18.15 -20 25 51.7 2.587756  0.414974 44.3839968143112  -6.7544147  44.7246 /L   0.9088
 2019-Feb-21 01:04  m  19 13 18.16 -20 25 51.7 2.587794  0.414914 44.3839941050803  -6.7560558  44.7253 /L   0.9088
 2019-Feb-21 01:05  m  19 13 18.16 -20 25 51.7 2.587832  0.414854 44.3839913951908  -6.7576992  44.7260 /L   0.9088
 2019-Feb-21 01:06  m  19 13 18.16 -20 25 51.7 2.587869  0.414793 44.3839886846417  -6.7593451  44.7267 /L   0.9088
 2019-Feb-21 01:07  m  19 13 18.17 -20 25 51.7 2.587906  0.414733 44.3839859734320  -6.7609933  44.7274 /L   0.9088
 2019-Feb-21 01:08  m  19 13 18.17 -20 25 51.7 2.587941  0.414672 44.3839832615608  -6.7626439  44.7281 /L   0.9088
 2019-Feb-21 01:09  m  19 13 18.17 -20 25 51.7 2.587976  0.414612 44.3839805490272  -6.7642968  44.7287 /L   0.9088
 2019-Feb-21 01:10  m  19 13 18.18 -20 25 51.7 2.588011  0.414551 44.3839778358302  -6.7659520  44.7294 /L   0.9088
 2019-Feb-21 01:11  m  19 13 18.18 -20 25 51.7 2.588044  0.414490 44.3839751219689  -6.7676095  44.7301 /L   0.9089
 2019-Feb-21 01:12  m  19 13 18.18 -20 25 51.7 2.588077  0.414429 44.3839724074424  -6.7692692  44.7308 /L   0.9089
 2019-Feb-21 01:13  m  19 13 18.18 -20 25 51.7 2.588109  0.414368 44.3839696922498  -6.7709311  44.7315 /L   0.9089
 2019-Feb-21 01:14  m  19 13 18.19 -20 25 51.7 2.588140  0.414307 44.3839669763903  -6.7725952  44.7322 /L   0.9089
 2019-Feb-21 01:15  m  19 13 18.19 -20 25 51.6 2.588171  0.414246 44.3839642598629  -6.7742614  44.7329 /L   0.9089
 2019-Feb-21 01:16  m  19 13 18.19 -20 25 51.6 2.588200  0.414185 44.3839615426669  -6.7759298  44.7336 /L   0.9089
 2019-Feb-21 01:17  m  19 13 18.20 -20 25 51.6 2.588229  0.414123 44.3839588248014  -6.7776003  44.7343 /L   0.9089
 2019-Feb-21 01:18  m  19 13 18.20 -20 25 51.6 2.588258  0.414062 44.3839561062654  -6.7792729  44.7350 /L   0.9089
 2019-Feb-21 01:19  m  19 13 18.20 -20 25 51.6 2.588285  0.414000 44.3839533870582  -6.7809475  44.7357 /L   0.9090
 2019-Feb-21 01:20  m  19 13 18.21 -20 25 51.6 2.588312  0.413939 44.3839506671791  -6.7826241  44.7363 /L   0.9090
 2019-Feb-21 01:21  m  19 13 18.21 -20 25 51.6 2.588338  0.413877 44.3839479466271  -6.7843027  44.7370 /L   0.9090
 2019-Feb-21 01:22  m  19 13 18.21 -20 25 51.6 2.588363  0.413815 44.3839452254015  -6.7859833  44.7377 /L   0.9090
 2019-Feb-21 01:23  m  19 13 18.22 -20 25 51.6 2.588388  0.413753 44.3839425035014  -6.7876659  44.7384 /L   0.9090
 2019-Feb-21 01:24  m  19 13 18.22 -20 25 51.6 2.588412  0.413691 44.3839397809262  -6.7893503  44.7391 /L   0.9090
 2019-Feb-21 01:25  m  19 13 18.22 -20 25 51.6 2.588435  0.413629 44.3839370576751  -6.7910367  44.7398 /L   0.9090
 2019-Feb-21 01:26  m  19 13 18.22 -20 25 51.6 2.588457  0.413567 44.3839343337473  -6.7927248  44.7405 /L   0.9090
 2019-Feb-21 01:27  m  19 13 18.23 -20 25 51.6 2.588479  0.413505 44.3839316091420  -6.7944149  44.7412 /L   0.9090
 2019-Feb-21 01:28  m  19 13 18.23 -20 25 51.6 2.588500  0.413443 44.3839288838586  -6.7961067  44.7419 /L   0.9091
 2019-Feb-21 01:29  m  19 13 18.23 -20 25 51.5 2.588520  0.413380 44.3839261578963  -6.7978003  44.7426 /L   0.9091
 2019-Feb-21 01:30  m  19 13 18.24 -20 25 51.5 2.588539  0.413318 44.3839234312545  -6.7994956  44.7432 /L   0.9091
 2019-Feb-21 01:31  m  19 13 18.24 -20 25 51.5 2.588558  0.413255 44.3839207039323  -6.8011927  44.7439 /L   0.9091
 2019-Feb-21 01:32  m  19 13 18.24 -20 25 51.5 2.588576  0.413193 44.3839179759292  -6.8028915  44.7446 /L   0.9091
 2019-Feb-21 01:33  m  19 13 18.25 -20 25 51.5 2.588593  0.413130 44.3839152472445  -6.8045919  44.7453 /L   0.9091
 2019-Feb-21 01:34  m  19 13 18.25 -20 25 51.5 2.588609  0.413068 44.3839125178775  -6.8062939  44.7460 /L   0.9091
 2019-Feb-21 01:35  m  19 13 18.25 -20 25 51.5 2.588625  0.413005 44.3839097878275  -6.8079976  44.7467 /L   0.9091
 2019-Feb-21 01:36  m  19 13 18.26 -20 25 51.5 2.588639  0.412942 44.3839070570940  -6.8097029  44.7474 /L   0.9091
 2019-Feb-21 01:37  m  19 13 18.26 -20 25 51.5 2.588653  0.412879 44.3839043256762  -6.8114097  44.7481 /L   0.9092
 2019-Feb-21 01:38  m  19 13 18.26 -20 25 51.5 2.588667  0.412816 44.3839015935736  -6.8131180  44.7488 /L   0.9092
 2019-Feb-21 01:39  m  19 13 18.26 -20 25 51.5 2.588679  0.412753 44.3838988607856  -6.8148278  44.7495 /L   0.9092
 2019-Feb-21 01:40  m  19 13 18.27 -20 25 51.5 2.588691  0.412690 44.3838961273115  -6.8165391  44.7502 /L   0.9092
 2019-Feb-21 01:41  m  19 13 18.27 -20 25 51.5 2.588702  0.412627 44.3838933931508  -6.8182519  44.7509 /L   0.9092
 2019-Feb-21 01:42  m  19 13 18.27 -20 25 51.5 2.588712  0.412564 44.3838906583029  -6.8199660  44.7515 /L   0.9092
 2019-Feb-21 01:43  m  19 13 18.28 -20 25 51.5 2.588722  0.412500 44.3838879227673  -6.8216816  44.7522 /L   0.9092
 2019-Feb-21 01:44  m  19 13 18.28 -20 25 51.4 2.588730  0.412437 44.3838851865434  -6.8233985  44.7529 /L   0.9092
 2019-Feb-21 01:45  m  19 13 18.28 -20 25 51.4 2.588738  0.412374 44.3838824496306  -6.8251167  44.7536 /L   0.9092
 2019-Feb-21 01:46  m  19 13 18.29 -20 25 51.4 2.588745  0.412310 44.3838797120285  -6.8268362  44.7543 /L   0.9093
 2019-Feb-21 01:47  m  19 13 18.29 -20 25 51.4 2.588752  0.412247 44.3838769737364  -6.8285570  44.7550 /L   0.9093
 2019-Feb-21 01:48  m  19 13 18.29 -20 25 51.4 2.588758  0.412183 44.3838742347540  -6.8302791  44.7557 /L   0.9093
 2019-Feb-21 01:49  m  19 13 18.30 -20 25 51.4 2.588762  0.412120 44.3838714950807  -6.8320023  44.7564 /L   0.9093
 2019-Feb-21 01:50  m  19 13 18.30 -20 25 51.4 2.588766  0.412056 44.3838687547160  -6.8337268  44.7571 /L   0.9093
 2019-Feb-21 01:51  m  19 13 18.30 -20 25 51.4 2.588770  0.411993 44.3838660136595  -6.8354524  44.7578 /L   0.9093
 2019-Feb-21 01:52  m  19 13 18.30 -20 25 51.4 2.588772  0.411929 44.3838632719107  -6.8371792  44.7585 /L   0.9093
 2019-Feb-21 01:53  m  19 13 18.31 -20 25 51.4 2.588774  0.411865 44.3838605294691  -6.8389070  44.7591 /L   0.9093
 2019-Feb-21 01:54  m  19 13 18.31 -20 25 51.4 2.588775  0.411801 44.3838577863344  -6.8406360  44.7598 /L   0.9093
 2019-Feb-21 01:55  m  19 13 18.31 -20 25 51.4 2.588775  0.411737 44.3838550425061  -6.8423659  44.7605 /L   0.9094
 2019-Feb-21 01:56  m  19 13 18.32 -20 25 51.4 2.588775  0.411674 44.3838522979837  -6.8440969  44.7612 /L   0.9094
 2019-Feb-21 01:57  m  19 13 18.32 -20 25 51.4 2.588774  0.411610 44.3838495527669  -6.8458289  44.7619 /L   0.9094
 2019-Feb-21 01:58  m  19 13 18.32 -20 25 51.4 2.588772  0.411546 44.3838468068552  -6.8475619  44.7626 /L   0.9094
 2019-Feb-21 01:59  m  19 13 18.33 -20 25 51.3 2.588769  0.411482 44.3838440602484  -6.8492958  44.7633 /L   0.9094
 2019-Feb-21 02:00  m  19 13 18.33 -20 25 51.3 2.588765  0.411418 44.3838413129460  -6.8510306  44.7640 /L   0.9094
 2019-Feb-21 02:01  m  19 13 18.33 -20 25 51.3 2.588761  0.411353 44.3838385649477  -6.8527663  44.7647 /L   0.9094
 2019-Feb-21 02:02  m  19 13 18.34 -20 25 51.3 2.588756  0.411289 44.3838358162530  -6.8545028  44.7654 /L   0.9094
 2019-Feb-21 02:03  m  19 13 18.34 -20 25 51.3 2.588750  0.411225 44.3838330668618  -6.8562402  44.7661 /L   0.9094
 2019-Feb-21 02:04  m  19 13 18.34 -20 25 51.3 2.588743  0.411161 44.3838303167736  -6.8579783  44.7668 /L   0.9095
 2019-Feb-21 02:05  m  19 13 18.34 -20 25 51.3 2.588736  0.411097 44.3838275659882  -6.8597172  44.7674 /L   0.9095
 2019-Feb-21 02:06  m  19 13 18.35 -20 25 51.3 2.588727  0.411033 44.3838248145053  -6.8614569  44.7681 /L   0.9095
 2019-Feb-21 02:07  m  19 13 18.35 -20 25 51.3 2.588718  0.410968 44.3838220623245  -6.8631972  44.7688 /L   0.9095
 2019-Feb-21 02:08  m  19 13 18.35 -20 25 51.3 2.588708  0.410904 44.3838193094455  -6.8649383  44.7695 /L   0.9095
 2019-Feb-21 02:09  m  19 13 18.36 -20 25 51.3 2.588698  0.410840 44.3838165558682  -6.8666799  44.7702 /L   0.9095
 2019-Feb-21 02:10  m  19 13 18.36 -20 25 51.3 2.588686  0.410775 44.3838138015923  -6.8684223  44.7709 /L   0.9095
 2019-Feb-21 02:11  m  19 13 18.36 -20 25 51.3 2.588674  0.410711 44.3838110466174  -6.8701652  44.7716 /L   0.9095
 2019-Feb-21 02:12  m  19 13 18.37 -20 25 51.3 2.588661  0.410646 44.3838082909435  -6.8719086  44.7723 /L   0.9095
 2019-Feb-21 02:13  m  19 13 18.37 -20 25 51.3 2.588648  0.410582 44.3838055345702  -6.8736526  44.7730 /L   0.9096
 2019-Feb-21 02:14  m  19 13 18.37 -20 25 51.2 2.588633  0.410518 44.3838027774974  -6.8753972  44.7737 /L   0.9096
 2019-Feb-21 02:15  m  19 13 18.38 -20 25 51.2 2.588618  0.410453 44.3838000197248  -6.8771421  44.7744 /L   0.9096
 2019-Feb-21 02:16  m  19 13 18.38 -20 25 51.2 2.588602  0.410389 44.3837972612523  -6.8788876  44.7751 /L   0.9096
 2019-Feb-21 02:17  m  19 13 18.38 -20 25 51.2 2.588585  0.410324 44.3837945020796  -6.8806335  44.7757 /L   0.9096
 2019-Feb-21 02:18  m  19 13 18.38 -20 25 51.2 2.588568  0.410260 44.3837917422067  -6.8823797  44.7764 /L   0.9096
 2019-Feb-21 02:19  m  19 13 18.39 -20 25 51.2 2.588549  0.410195 44.3837889816334  -6.8841264  44.7771 /L   0.9096
 2019-Feb-21 02:20  m  19 13 18.39 -20 25 51.2 2.588530  0.410130 44.3837862203595  -6.8858733  44.7778 /L   0.9096
 2019-Feb-21 02:21  m  19 13 18.39 -20 25 51.2 2.588510  0.410066 44.3837834583849  -6.8876206  44.7785 /L   0.9096
 2019-Feb-21 02:22  m  19 13 18.40 -20 25 51.2 2.588489  0.410001 44.3837806957095  -6.8893682  44.7792 /L   0.9097
 2019-Feb-21 02:23  m  19 13 18.40 -20 25 51.2 2.588468  0.409937 44.3837779323332  -6.8911160  44.7799 /L   0.9097
 2019-Feb-21 02:24  m  19 13 18.40 -20 25 51.2 2.588446  0.409872 44.3837751682559  -6.8928640  44.7806 /L   0.9097
 2019-Feb-21 02:25  m  19 13 18.41 -20 25 51.2 2.588422  0.409807 44.3837724034774  -6.8946122  44.7813 /L   0.9097
 2019-Feb-21 02:26  m  19 13 18.41 -20 25 51.2 2.588399  0.409743 44.3837696379978  -6.8963606  44.7820 /L   0.9097
 2019-Feb-21 02:27  m  19 13 18.41 -20 25 51.2 2.588374  0.409678 44.3837668718170  -6.8981091  44.7827 /L   0.9097
 2019-Feb-21 02:28  m  19 13 18.42 -20 25 51.1 2.588349  0.409614 44.3837641049349  -6.8998578  44.7834 /L   0.9097
 2019-Feb-21 02:29  m  19 13 18.42 -20 25 51.1 2.588322  0.409549 44.3837613373515  -6.9016065  44.7841 /L   0.9097
 2019-Feb-21 02:30  m  19 13 18.42 -20 25 51.1 2.588295  0.409484 44.3837585690667  -6.9033552  44.7847 /L   0.9097
 2019-Feb-21 02:31  m  19 13 18.42 -20 25 51.1 2.588268  0.409420 44.3837558000806  -6.9051040  44.7854 /L   0.9098
 2019-Feb-21 02:32  m  19 13 18.43 -20 25 51.1 2.588239  0.409355 44.3837530303930  -6.9068528  44.7861 /L   0.9098
 2019-Feb-21 02:33  m  19 13 18.43 -20 25 51.1 2.588210  0.409290 44.3837502600042  -6.9086016  44.7868 /L   0.9098
 2019-Feb-21 02:34  m  19 13 18.43 -20 25 51.1 2.588180  0.409226 44.3837474889140  -6.9103502  44.7875 /L   0.9098
 2019-Feb-21 02:35  m  19 13 18.44 -20 25 51.1 2.588149  0.409161 44.3837447171225  -6.9120988  44.7882 /L   0.9098
 2019-Feb-21 02:36  m  19 13 18.44 -20 25 51.1 2.588117  0.409097 44.3837419446298  -6.9138473  44.7889 /L   0.9098
 2019-Feb-21 02:37  m  19 13 18.44 -20 25 51.1 2.588085  0.409032 44.3837391714358  -6.9155956  44.7896 /L   0.9098
 2019-Feb-21 02:38  m  19 13 18.45 -20 25 51.1 2.588052  0.408967 44.3837363975407  -6.9173438  44.7903 /L   0.9098
 2019-Feb-21 02:39  m  19 13 18.45 -20 25 51.1 2.588018  0.408903 44.3837336229446  -6.9190917  44.7910 /L   0.9099
 2019-Feb-21 02:40  m  19 13 18.45 -20 25 51.1 2.587983  0.408838 44.3837308476474  -6.9208394  44.7917 /L   0.9099
 2019-Feb-21 02:41  m  19 13 18.46 -20 25 51.1 2.587947  0.408774 44.3837280716494  -6.9225868  44.7924 /L   0.9099
 2019-Feb-21 02:42  m  19 13 18.46 -20 25 51.1 2.587911  0.408709 44.3837252949507  -6.9243340  44.7931 /L   0.9099
 2019-Feb-21 02:43  m  19 13 18.46 -20 25 51.0 2.587874  0.408644 44.3837225175513  -6.9260808  44.7938 /L   0.9099
 2019-Feb-21 02:44  m  19 13 18.46 -20 25 51.0 2.587836  0.408580 44.3837197394514  -6.9278273  44.7944 /L   0.9099
 2019-Feb-21 02:45  m  19 13 18.47 -20 25 51.0 2.587797  0.408515 44.3837169606511  -6.9295734  44.7951 /L   0.9099
 2019-Feb-21 02:46  m  19 13 18.47 -20 25 51.0 2.587758  0.408451 44.3837141811506  -6.9313190  44.7958 /L   0.9099
 2019-Feb-21 02:47  m  19 13 18.47 -20 25 51.0 2.587718  0.408386 44.3837114009501  -6.9330643  44.7965 /L   0.9099
 2019-Feb-21 02:48  m  19 13 18.48 -20 25 51.0 2.587676  0.408322 44.3837086200498  -6.9348091  44.7972 /L   0.9100
 2019-Feb-21 02:49  m  19 13 18.48 -20 25 51.0 2.587635  0.408257 44.3837058384497  -6.9365534  44.7979 /L   0.9100
 2019-Feb-21 02:50  m  19 13 18.48 -20 25 51.0 2.587592  0.408193 44.3837030561503  -6.9382971  44.7986 /L   0.9100
 2019-Feb-21 02:51  m  19 13 18.49 -20 25 51.0 2.587549  0.408129 44.3837002731516  -6.9400404  44.7993 /L   0.9100
 2019-Feb-21 02:52  m  19 13 18.49 -20 25 51.0 2.587505  0.408064 44.3836974894538  -6.9417830  44.8000 /L   0.9100
 2019-Feb-21 02:53  m  19 13 18.49 -20 25 51.0 2.587460  0.408000 44.3836947050573  -6.9435250  44.8007 /L   0.9100
 2019-Feb-21 02:54  m  19 13 18.49 -20 25 51.0 2.587414  0.407936 44.3836919199623  -6.9452664  44.8014 /L   0.9100
 2019-Feb-21 02:55  m  19 13 18.50 -20 25 51.0 2.587368  0.407871 44.3836891341690  -6.9470072  44.8021 /L   0.9100
 2019-Feb-21 02:56  m  19 13 18.50 -20 25 51.0 2.587320  0.407807 44.3836863476777  -6.9487472  44.8028 /L   0.9100
 2019-Feb-21 02:57  m  19 13 18.50 -20 25 51.0 2.587272  0.407743 44.3836835604887  -6.9504866  44.8035 /L   0.9101
 2019-Feb-21 02:58  m  19 13 18.51 -20 25 50.9 2.587224  0.407678 44.3836807726022  -6.9522251  44.8041 /L   0.9101
 2019-Feb-21 02:59  m  19 13 18.51 -20 25 50.9 2.587174  0.407614 44.3836779840187  -6.9539629  44.8048 /L   0.9101
 2019-Feb-21 03:00  m  19 13 18.51 -20 25 50.9 2.587124  0.407550 44.3836751947384  -6.9556999  44.8055 /L   0.9101
 2019-Feb-21 03:01  m  19 13 18.52 -20 25 50.9 2.587072  0.407486 44.3836724047616  -6.9574361  44.8062 /L   0.9101
 2019-Feb-21 03:02  m  19 13 18.52 -20 25 50.9 2.587021  0.407422 44.3836696140886  -6.9591714  44.8069 /L   0.9101
 2019-Feb-21 03:03  m  19 13 18.52 -20 25 50.9 2.586968  0.407358 44.3836668227199  -6.9609058  44.8076 /L   0.9101
 2019-Feb-21 03:04  m  19 13 18.53 -20 25 50.9 2.586914  0.407294 44.3836640306558  -6.9626393  44.8083 /L   0.9101
 2019-Feb-21 03:05  m  19 13 18.53 -20 25 50.9 2.586860  0.407230 44.3836612378967  -6.9643718  44.8090 /L   0.9101
 2019-Feb-21 03:06  m  19 13 18.53 -20 25 50.9 2.586805  0.407166 44.3836584444429  -6.9661033  44.8097 /L   0.9102
 2019-Feb-21 03:07  m  19 13 18.53 -20 25 50.9 2.586749  0.407102 44.3836556502948  -6.9678339  44.8104 /L   0.9102
 2019-Feb-21 03:08  m  19 13 18.54 -20 25 50.9 2.586693  0.407038 44.3836528554529  -6.9695634  44.8111 /L   0.9102
 2019-Feb-21 03:09  m  19 13 18.54 -20 25 50.9 2.586636  0.406975 44.3836500599176  -6.9712919  44.8118 /L   0.9102
 2019-Feb-21 03:10  m  19 13 18.54 -20 25 50.9 2.586578  0.406911 44.3836472636893  -6.9730193  44.8125 /L   0.9102
 2019-Feb-21 03:11  m  19 13 18.55 -20 25 50.9 2.586519  0.406847 44.3836444667685  -6.9747455  44.8132 /L   0.9102
 2019-Feb-21 03:12  m  19 13 18.55 -20 25 50.9 2.586459  0.406783 44.3836416691555  -6.9764706  44.8138 /L   0.9102
 2019-Feb-21 03:13  m  19 13 18.55 -20 25 50.8 2.586399  0.406720 44.3836388708509  -6.9781945  44.8145 /L   0.9102
 2019-Feb-21 03:14  m  19 13 18.56 -20 25 50.8 2.586338  0.406656 44.3836360718552  -6.9799173  44.8152 /L   0.9102
 2019-Feb-21 03:15  m  19 13 18.56 -20 25 50.8 2.586276  0.406593 44.3836332721688  -6.9816388  44.8159 /L   0.9103
 2019-Feb-21 03:16  m  19 13 18.56 -20 25 50.8 2.586213  0.406529 44.3836304717922  -6.9833590  44.8166 /L   0.9103
 2019-Feb-21 03:17  m  19 13 18.57 -20 25 50.8 2.586150  0.406466 44.3836276707260  -6.9850780  44.8173 /L   0.9103
