*******************************************************************************
Ephemeris / WWW_USER Wed Mar 27 21:57:37 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: SpaceX Roadster (spacecraft) (-143205) {source: tesla_s10}
Center body name: Earth (399)                     {source: DE431mx}
Center-site name: Green Bank (GBT)
*******************************************************************************
Start time      : A.D. 2019-Mar-28 15:00:00.0000 UT      
Stop  time      : A.D. 2019-Mar-29 03:00:00.0000 UT      
Step-size       : 1 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 280.160200,38.4330940,0.8760930 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 280.160200,5003.37558,3943.7589 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE431mx}
Rel. light bend : Sun, EARTH                      {source: DE431mx}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.190327.p190618                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2019-MAR-27. PREDICTS-> 2019-JUN-17
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************************************************
 Date__(UT)__HR:MN     R.A._(ICRF/J2000.0)_DEC dRA*cosD d(DEC)/dt            delta      deldot    S-O-T /r    S-T-O
*******************************************************************************************************************
$$SOE
 2019-Mar-28 16:47 *   00 45 49.60 +05 30 41.8 99.66444  42.85332 2.39923270688855  -4.4075411   5.2581 /T   3.7248
 2019-Mar-28 16:48 *   00 45 49.71 +05 30 42.5 99.66388  42.85301 2.39923093938266  -4.4060737   5.2579 /T   3.7247
 2019-Mar-28 16:49 *   00 45 49.82 +05 30 43.2 99.66332  42.85271 2.39922917246565  -4.4046046   5.2577 /T   3.7246
 2019-Mar-28 16:50 *   00 45 49.93 +05 30 43.9 99.66278  42.85240 2.39922740613821  -4.4031339   5.2575 /T   3.7245
 2019-Mar-28 16:51 *   00 45 50.04 +05 30 44.6 99.66225  42.85209 2.39922564040094  -4.4016617   5.2574 /T   3.7244
 2019-Mar-28 16:52 *   00 45 50.15 +05 30 45.3 99.66174  42.85178 2.39922387525449  -4.4001879   5.2572 /T   3.7242
 2019-Mar-28 16:53 *   00 45 50.26 +05 30 46.1 99.66124  42.85147 2.39922211069947  -4.3987125   5.2570 /T   3.7241
 2019-Mar-28 16:54 *   00 45 50.38 +05 30 46.8 99.66076  42.85116 2.39922034673649  -4.3972357   5.2568 /T   3.7240
 2019-Mar-28 16:55 *   00 45 50.49 +05 30 47.5 99.66029  42.85086 2.39921858336614  -4.3957574   5.2566 /T   3.7239
 2019-Mar-28 16:56 *   00 45 50.60 +05 30 48.2 99.65983  42.85055 2.39921682058900  -4.3942777   5.2565 /T   3.7238
 2019-Mar-28 16:57 *   00 45 50.71 +05 30 48.9 99.65939  42.85024 2.39921505840564  -4.3927965   5.2563 /T   3.7236
 2019-Mar-28 16:58 *   00 45 50.82 +05 30 49.6 99.65896  42.84993 2.39921329681662  -4.3913140   5.2561 /T   3.7235
 2019-Mar-28 16:59 *   00 45 50.93 +05 30 50.4 99.65855  42.84961 2.39921153582247  -4.3898302   5.2559 /T   3.7234
 2019-Mar-28 17:00 *   00 45 51.04 +05 30 51.1 99.65815  42.84930 2.39920977542374  -4.3883450   5.2558 /T   3.7233
 2019-Mar-28 17:01 *   00 45 51.15 +05 30 51.8 99.65777  42.84899 2.39920801562095  -4.3868586   5.2556 /T   3.7232
 2019-Mar-28 17:02 *   00 45 51.27 +05 30 52.5 99.65739  42.84868 2.39920625641461  -4.3853709   5.2554 /T   3.7231
 2019-Mar-28 17:03 *   00 45 51.38 +05 30 53.2 99.65704  42.84837 2.39920449780520  -4.3838819   5.2552 /T   3.7229
 2019-Mar-28 17:04 *   00 45 51.49 +05 30 53.9 99.65669  42.84806 2.39920273979323  -4.3823918   5.2551 /T   3.7228
 2019-Mar-28 17:05 *   00 45 51.60 +05 30 54.6 99.65637  42.84775 2.39920098237917  -4.3809005   5.2549 /T   3.7227
 2019-Mar-28 17:06 *   00 45 51.71 +05 30 55.4 99.65605  42.84743 2.39919922556347  -4.3794081   5.2547 /T   3.7226
 2019-Mar-28 17:07 *   00 45 51.82 +05 30 56.1 99.65575  42.84712 2.39919746934659  -4.3779145   5.2545 /T   3.7225
 2019-Mar-28 17:08 *   00 45 51.93 +05 30 56.8 99.65546  42.84681 2.39919571372896  -4.3764199   5.2544 /T   3.7224
 2019-Mar-28 17:09 *   00 45 52.04 +05 30 57.5 99.65519  42.84649 2.39919395871101  -4.3749243   5.2542 /T   3.7222
 2019-Mar-28 17:10 *   00 45 52.16 +05 30 58.2 99.65493  42.84618 2.39919220429315  -4.3734276   5.2540 /T   3.7221
 2019-Mar-28 17:11 *   00 45 52.27 +05 30 58.9 99.65469  42.84587 2.39919045047579  -4.3719299   5.2538 /T   3.7220
 2019-Mar-28 17:12 *   00 45 52.38 +05 30 59.6 99.65446  42.84555 2.39918869725932  -4.3704313   5.2537 /T   3.7219
 2019-Mar-28 17:13 *   00 45 52.49 +05 31 00.4 99.65425  42.84524 2.39918694464411  -4.3689317   5.2535 /T   3.7218
 2019-Mar-28 17:14 *   00 45 52.60 +05 31 01.1 99.65404  42.84492 2.39918519263054  -4.3674313   5.2533 /T   3.7216
 2019-Mar-28 17:15 *   00 45 52.71 +05 31 01.8 99.65386  42.84461 2.39918344121894  -4.3659299   5.2531 /T   3.7215
 2019-Mar-28 17:16 *   00 45 52.82 +05 31 02.5 99.65369  42.84429 2.39918169040969  -4.3644278   5.2530 /T   3.7214
 2019-Mar-28 17:17 *   00 45 52.93 +05 31 03.2 99.65353  42.84398 2.39917994020308  -4.3629248   5.2528 /T   3.7213
 2019-Mar-28 17:18 *   00 45 53.05 +05 31 03.9 99.65338  42.84366 2.39917819059945  -4.3614211   5.2526 /T   3.7212
 2019-Mar-28 17:19 *   00 45 53.16 +05 31 04.6 99.65325  42.84335 2.39917644159910  -4.3599166   5.2524 /T   3.7211
 2019-Mar-28 17:20 *   00 45 53.27 +05 31 05.4 99.65314  42.84303 2.39917469320234  -4.3584114   5.2522 /T   3.7209
 2019-Mar-28 17:21 *   00 45 53.38 +05 31 06.1 99.65304  42.84271 2.39917294540942  -4.3569055   5.2521 /T   3.7208
 2019-Mar-28 17:22 *   00 45 53.49 +05 31 06.8 99.65295  42.84240 2.39917119822064  -4.3553989   5.2519 /T   3.7207
 2019-Mar-28 17:23 *   00 45 53.60 +05 31 07.5 99.65288  42.84208 2.39916945163625  -4.3538917   5.2517 /T   3.7206
 2019-Mar-28 17:24 *   00 45 53.71 +05 31 08.2 99.65282  42.84177 2.39916770565648  -4.3523839   5.2515 /T   3.7205
 2019-Mar-28 17:25 *   00 45 53.82 +05 31 08.9 99.65278  42.84145 2.39916596028158  -4.3508756   5.2514 /T   3.7204
 2019-Mar-28 17:26 *   00 45 53.94 +05 31 09.6 99.65275  42.84113 2.39916421551177  -4.3493667   5.2512 /T   3.7202
 2019-Mar-28 17:27 *   00 45 54.05 +05 31 10.4 99.65273  42.84082 2.39916247134725  -4.3478573   5.2510 /T   3.7201
 2019-Mar-28 17:28 *   00 45 54.16 +05 31 11.1 99.65273  42.84050 2.39916072778824  -4.3463474   5.2508 /T   3.7200
 2019-Mar-28 17:29 *   00 45 54.27 +05 31 11.8 99.65274  42.84018 2.39915898483490  -4.3448371   5.2507 /T   3.7199
 2019-Mar-28 17:30 *   00 45 54.38 +05 31 12.5 99.65277  42.83986 2.39915724248742  -4.3433263   5.2505 /T   3.7198
 2019-Mar-28 17:31 *   00 45 54.49 +05 31 13.2 99.65281  42.83955 2.39915550074595  -4.3418152   5.2503 /T   3.7197
 2019-Mar-28 17:32 *   00 45 54.60 +05 31 13.9 99.65287  42.83923 2.39915375961064  -4.3403037   5.2501 /T   3.7195
 2019-Mar-28 17:33 *   00 45 54.71 +05 31 14.7 99.65294  42.83891 2.39915201908164  -4.3387919   5.2500 /T   3.7194
 2019-Mar-28 17:34 *   00 45 54.83 +05 31 15.4 99.65303  42.83859 2.39915027915906  -4.3372798   5.2498 /T   3.7193
 2019-Mar-28 17:35 *   00 45 54.94 +05 31 16.1 99.65313  42.83828 2.39914853984303  -4.3357674   5.2496 /T   3.7192
 2019-Mar-28 17:36 *   00 45 55.05 +05 31 16.8 99.65324  42.83796 2.39914680113363  -4.3342548   5.2494 /T   3.7191
 2019-Mar-28 17:37 *   00 45 55.16 +05 31 17.5 99.65337  42.83764 2.39914506303097  -4.3327420   5.2493 /T   3.7189
 2019-Mar-28 17:38 *   00 45 55.27 +05 31 18.2 99.65351  42.83732 2.39914332553511  -4.3312290   5.2491 /T   3.7188
 2019-Mar-28 17:39 *   00 45 55.38 +05 31 18.9 99.65367  42.83700 2.39914158864612  -4.3297158   5.2489 /T   3.7187
 2019-Mar-28 17:40 *   00 45 55.49 +05 31 19.7 99.65384  42.83669 2.39913985236405  -4.3282026   5.2487 /T   3.7186
 2019-Mar-28 17:41 *   00 45 55.60 +05 31 20.4 99.65403  42.83637 2.39913811668895  -4.3266892   5.2485 /T   3.7185
 2019-Mar-28 17:42 *   00 45 55.71 +05 31 21.1 99.65423  42.83605 2.39913638162084  -4.3251758   5.2484 /T   3.7184
 2019-Mar-28 17:43 *t  00 45 55.83 +05 31 21.8 99.65444  42.83573 2.39913464715975  -4.3236624   5.2482 /T   3.7182
 2019-Mar-28 17:44 *   00 45 55.94 +05 31 22.5 99.65467  42.83541 2.39913291330566  -4.3221490   5.2480 /T   3.7181
 2019-Mar-28 17:45 *   00 45 56.05 +05 31 23.2 99.65491  42.83510 2.39913118005857  -4.3206356   5.2478 /T   3.7180
 2019-Mar-28 17:46 *   00 45 56.16 +05 31 23.9 99.65517  42.83478 2.39912944741847  -4.3191223   5.2477 /T   3.7179
 2019-Mar-28 17:47 *   00 45 56.27 +05 31 24.7 99.65544  42.83446 2.39912771538532  -4.3176091   5.2475 /T   3.7178
 2019-Mar-28 17:48 *   00 45 56.38 +05 31 25.4 99.65573  42.83414 2.39912598395908  -4.3160960   5.2473 /T   3.7177
 2019-Mar-28 17:49 *   00 45 56.49 +05 31 26.1 99.65603  42.83382 2.39912425313969  -4.3145830   5.2471 /T   3.7175
 2019-Mar-28 17:50 *   00 45 56.60 +05 31 26.8 99.65635  42.83350 2.39912252292708  -4.3130703   5.2470 /T   3.7174
 2019-Mar-28 17:51 *   00 45 56.72 +05 31 27.5 99.65668  42.83319 2.39912079332118  -4.3115577   5.2468 /T   3.7173
 2019-Mar-28 17:52 *   00 45 56.83 +05 31 28.2 99.65702  42.83287 2.39911906432188  -4.3100454   5.2466 /T   3.7172
 2019-Mar-28 17:53 *   00 45 56.94 +05 31 28.9 99.65738  42.83255 2.39911733592909  -4.3085334   5.2464 /T   3.7171
 2019-Mar-28 17:54 *   00 45 57.05 +05 31 29.7 99.65775  42.83223 2.39911560814268  -4.3070217   5.2463 /T   3.7170
 2019-Mar-28 17:55 *   00 45 57.16 +05 31 30.4 99.65814  42.83191 2.39911388096253  -4.3055104   5.2461 /T   3.7168
 2019-Mar-28 17:56 *   00 45 57.27 +05 31 31.1 99.65854  42.83159 2.39911215438850  -4.3039993   5.2459 /T   3.7167
 2019-Mar-28 17:57 *   00 45 57.38 +05 31 31.8 99.65896  42.83128 2.39911042842043  -4.3024887   5.2457 /T   3.7166
 2019-Mar-28 17:58 *   00 45 57.49 +05 31 32.5 99.65939  42.83096 2.39910870305816  -4.3009786   5.2456 /T   3.7165
 2019-Mar-28 17:59 *   00 45 57.61 +05 31 33.2 99.65983  42.83064 2.39910697830151  -4.2994688   5.2454 /T   3.7164
 2019-Mar-28 18:00 *   00 45 57.72 +05 31 33.9 99.66029  42.83032 2.39910525415029  -4.2979596   5.2452 /T   3.7162
 2019-Mar-28 18:01 *   00 45 57.83 +05 31 34.7 99.66076  42.83000 2.39910353060430  -4.2964509   5.2450 /T   3.7161
 2019-Mar-28 18:02 *   00 45 57.94 +05 31 35.4 99.66125  42.82968 2.39910180766333  -4.2949427   5.2448 /T   3.7160
 2019-Mar-28 18:03 *   00 45 58.05 +05 31 36.1 99.66175  42.82937 2.39910008532715  -4.2934351   5.2447 /T   3.7159
 2019-Mar-28 18:04 *   00 45 58.16 +05 31 36.8 99.66227  42.82905 2.39909836359552  -4.2919281   5.2445 /T   3.7158
 2019-Mar-28 18:05 *   00 45 58.27 +05 31 37.5 99.66280  42.82873 2.39909664246819  -4.2904218   5.2443 /T   3.7157
 2019-Mar-28 18:06 *   00 45 58.38 +05 31 38.2 99.66334  42.82841 2.39909492194490  -4.2889161   5.2441 /T   3.7155
 2019-Mar-28 18:07 *   00 45 58.50 +05 31 38.9 99.66390  42.82810 2.39909320202538  -4.2874111   5.2440 /T   3.7154
 2019-Mar-28 18:08 *   00 45 58.61 +05 31 39.7 99.66447  42.82778 2.39909148270934  -4.2859069   5.2438 /T   3.7153
 2019-Mar-28 18:09 *   00 45 58.72 +05 31 40.4 99.66506  42.82746 2.39908976399649  -4.2844034   5.2436 /T   3.7152
 2019-Mar-28 18:10 *   00 45 58.83 +05 31 41.1 99.66566  42.82715 2.39908804588650  -4.2829007   5.2434 /T   3.7151
 2019-Mar-28 18:11 *   00 45 58.94 +05 31 41.8 99.66628  42.82683 2.39908632837906  -4.2813988   5.2433 /T   3.7150
 2019-Mar-28 18:12 *   00 45 59.05 +05 31 42.5 99.66691  42.82651 2.39908461147384  -4.2798977   5.2431 /T   3.7148
 2019-Mar-28 18:13 *   00 45 59.16 +05 31 43.2 99.66756  42.82619 2.39908289517050  -4.2783976   5.2429 /T   3.7147
 2019-Mar-28 18:14 *   00 45 59.27 +05 31 43.9 99.66821  42.82588 2.39908117946866  -4.2768983   5.2427 /T   3.7146
 2019-Mar-28 18:15 *   00 45 59.39 +05 31 44.7 99.66889  42.82556 2.39907946436797  -4.2754000   5.2426 /T   3.7145
 2019-Mar-28 18:16 *   00 45 59.50 +05 31 45.4 99.66957  42.82525 2.39907774986804  -4.2739027   5.2424 /T   3.7144
 2019-Mar-28 18:17 *   00 45 59.61 +05 31 46.1 99.67028  42.82493 2.39907603596847  -4.2724063   5.2422 /T   3.7143
 2019-Mar-28 18:18 *   00 45 59.72 +05 31 46.8 99.67099  42.82461 2.39907432266886  -4.2709110   5.2420 /T   3.7141
 2019-Mar-28 18:19 *   00 45 59.83 +05 31 47.5 99.67172  42.82430 2.39907260996879  -4.2694167   5.2419 /T   3.7140
 2019-Mar-28 18:20 *   00 45 59.94 +05 31 48.2 99.67247  42.82398 2.39907089786784  -4.2679236   5.2417 /T   3.7139
 2019-Mar-28 18:21 *   00 46 00.05 +05 31 48.9 99.67322  42.82367 2.39906918636555  -4.2664315   5.2415 /T   3.7138
 2019-Mar-28 18:22 *   00 46 00.16 +05 31 49.7 99.67400  42.82335 2.39906747546148  -4.2649406   5.2413 /T   3.7137
 2019-Mar-28 18:23 *   00 46 00.28 +05 31 50.4 99.67478  42.82304 2.39906576515516  -4.2634508   5.2411 /T   3.7135
 2019-Mar-28 18:24 *   00 46 00.39 +05 31 51.1 99.67558  42.82272 2.39906405544610  -4.2619623   5.2410 /T   3.7134
 2019-Mar-28 18:25 *   00 46 00.50 +05 31 51.8 99.67640  42.82241 2.39906234633384  -4.2604750   5.2408 /T   3.7133
 2019-Mar-28 18:26 *   00 46 00.61 +05 31 52.5 99.67723  42.82209 2.39906063781785  -4.2589890   5.2406 /T   3.7132
 2019-Mar-28 18:27 *   00 46 00.72 +05 31 53.2 99.67807  42.82178 2.39905892989763  -4.2575042   5.2404 /T   3.7131
 2019-Mar-28 18:28 *   00 46 00.83 +05 31 53.9 99.67893  42.82147 2.39905722257264  -4.2560208   5.2403 /T   3.7130
 2019-Mar-28 18:29 *   00 46 00.94 +05 31 54.7 99.67980  42.82115 2.39905551584236  -4.2545388   5.2401 /T   3.7128
 2019-Mar-28 18:30 *   00 46 01.05 +05 31 55.4 99.68069  42.82084 2.39905380970624  -4.2530581   5.2399 /T   3.7127
 2019-Mar-28 18:31 *   00 46 01.17 +05 31 56.1 99.68159  42.82053 2.39905210416371  -4.2515788   5.2397 /T   3.7126
 2019-Mar-28 18:32 *   00 46 01.28 +05 31 56.8 99.68250  42.82021 2.39905039921420  -4.2501010   5.2396 /T   3.7125
 2019-Mar-28 18:33 *   00 46 01.39 +05 31 57.5 99.68343  42.81990 2.39904869485713  -4.2486247   5.2394 /T   3.7124
 2019-Mar-28 18:34 *   00 46 01.50 +05 31 58.2 99.68437  42.81959 2.39904699109189  -4.2471498   5.2392 /T   3.7123
 2019-Mar-28 18:35 *   00 46 01.61 +05 31 58.9 99.68533  42.81928 2.39904528791789  -4.2456765   5.2390 /T   3.7121
 2019-Mar-28 18:36 *   00 46 01.72 +05 31 59.7 99.68630  42.81896 2.39904358533450  -4.2442048   5.2389 /T   3.7120
 2019-Mar-28 18:37 *   00 46 01.83 +05 32 00.4 99.68728  42.81865 2.39904188334108  -4.2427346   5.2387 /T   3.7119
 2019-Mar-28 18:38 *   00 46 01.94 +05 32 01.1 99.68828  42.81834 2.39904018193700  -4.2412661   5.2385 /T   3.7118
 2019-Mar-28 18:39 *   00 46 02.06 +05 32 01.8 99.68929  42.81803 2.39903848112160  -4.2397992   5.2383 /T   3.7117
 2019-Mar-28 18:40 *   00 46 02.17 +05 32 02.5 99.69031  42.81772 2.39903678089422  -4.2383340   5.2382 /T   3.7116
 2019-Mar-28 18:41 *   00 46 02.28 +05 32 03.2 99.69135  42.81741 2.39903508125416  -4.2368705   5.2380 /T   3.7114
 2019-Mar-28 18:42 *   00 46 02.39 +05 32 03.9 99.69241  42.81710 2.39903338220075  -4.2354087   5.2378 /T   3.7113
 2019-Mar-28 18:43 *   00 46 02.50 +05 32 04.7 99.69347  42.81679 2.39903168373327  -4.2339487   5.2376 /T   3.7112
 2019-Mar-28 18:44 *   00 46 02.61 +05 32 05.4 99.69456  42.81648 2.39902998585102  -4.2324905   5.2374 /T   3.7111
 2019-Mar-28 18:45 *   00 46 02.72 +05 32 06.1 99.69565  42.81617 2.39902828855327  -4.2310341   5.2373 /T   3.7110
 2019-Mar-28 18:46 *   00 46 02.83 +05 32 06.8 99.69676  42.81586 2.39902659183928  -4.2295796   5.2371 /T   3.7108
 2019-Mar-28 18:47 *   00 46 02.95 +05 32 07.5 99.69788  42.81556 2.39902489570831  -4.2281270   5.2369 /T   3.7107
 2019-Mar-28 18:48 *   00 46 03.06 +05 32 08.2 99.69902  42.81525 2.39902320015958  -4.2266762   5.2367 /T   3.7106
 2019-Mar-28 18:49 *   00 46 03.17 +05 32 08.9 99.70017  42.81494 2.39902150519233  -4.2252275   5.2366 /T   3.7105
 2019-Mar-28 18:50 *   00 46 03.28 +05 32 09.7 99.70133  42.81463 2.39901981080579  -4.2237806   5.2364 /T   3.7104
 2019-Mar-28 18:51 *   00 46 03.39 +05 32 10.4 99.70251  42.81433 2.39901811699914  -4.2223358   5.2362 /T   3.7103
 2019-Mar-28 18:52 *   00 46 03.50 +05 32 11.1 99.70370  42.81402 2.39901642377158  -4.2208930   5.2360 /T   3.7101
 2019-Mar-28 18:53 *   00 46 03.61 +05 32 11.8 99.70491  42.81371 2.39901473112229  -4.2194523   5.2359 /T   3.7100
 2019-Mar-28 18:54 *   00 46 03.72 +05 32 12.5 99.70613  42.81341 2.39901303905045  -4.2180136   5.2357 /T   3.7099
 2019-Mar-28 18:55 *   00 46 03.84 +05 32 13.2 99.70736  42.81310 2.39901134755520  -4.2165771   5.2355 /T   3.7098
 2019-Mar-28 18:56 *   00 46 03.95 +05 32 13.9 99.70861  42.81280 2.39900965663570  -4.2151427   5.2353 /T   3.7097
 2019-Mar-28 18:57 *   00 46 04.06 +05 32 14.7 99.70987  42.81249 2.39900796629109  -4.2137105   5.2352 /T   3.7096
 2019-Mar-28 18:58 *   00 46 04.17 +05 32 15.4 99.71114  42.81219 2.39900627652048  -4.2122804   5.2350 /T   3.7094
 2019-Mar-28 18:59 *   00 46 04.28 +05 32 16.1 99.71243  42.81189 2.39900458732298  -4.2108526   5.2348 /T   3.7093
 2019-Mar-28 19:00 *   00 46 04.39 +05 32 16.8 99.71373  42.81158 2.39900289869770  -4.2094271   5.2346 /T   3.7092
 2019-Mar-28 19:01 *   00 46 04.50 +05 32 17.5 99.71505  42.81128 2.39900121064373  -4.2080038   5.2344 /T   3.7091
 2019-Mar-28 19:02 *   00 46 04.62 +05 32 18.2 99.71637  42.81098 2.39899952316015  -4.2065829   5.2343 /T   3.7090
 2019-Mar-28 19:03 *   00 46 04.73 +05 32 18.9 99.71771  42.81068 2.39899783624602  -4.2051643   5.2341 /T   3.7089
 2019-Mar-28 19:04 *   00 46 04.84 +05 32 19.7 99.71907  42.81037 2.39899614990039  -4.2037481   5.2339 /T   3.7087
 2019-Mar-28 19:05 *   00 46 04.95 +05 32 20.4 99.72044  42.81007 2.39899446412231  -4.2023342   5.2337 /T   3.7086
 2019-Mar-28 19:06 *   00 46 05.06 +05 32 21.1 99.72182  42.80977 2.39899277891081  -4.2009228   5.2336 /T   3.7085
 2019-Mar-28 19:07 *   00 46 05.17 +05 32 21.8 99.72322  42.80947 2.39899109426492  -4.1995139   5.2334 /T   3.7084
 2019-Mar-28 19:08 *   00 46 05.28 +05 32 22.5 99.72463  42.80917 2.39898941018363  -4.1981074   5.2332 /T   3.7083
 2019-Mar-28 19:09 *   00 46 05.39 +05 32 23.2 99.72605  42.80887 2.39898772666595  -4.1967035   5.2330 /T   3.7081
 2019-Mar-28 19:10 *   00 46 05.51 +05 32 23.9 99.72748  42.80858 2.39898604371087  -4.1953021   5.2329 /T   3.7080
 2019-Mar-28 19:11 *   00 46 05.62 +05 32 24.7 99.72893  42.80828 2.39898436131736  -4.1939032   5.2327 /T   3.7079
 2019-Mar-28 19:12 *   00 46 05.73 +05 32 25.4 99.73039  42.80798 2.39898267948439  -4.1925070   5.2325 /T   3.7078
 2019-Mar-28 19:13 *   00 46 05.84 +05 32 26.1 99.73187  42.80768 2.39898099821091  -4.1911133   5.2323 /T   3.7077
 2019-Mar-28 19:14 *   00 46 05.95 +05 32 26.8 99.73336  42.80739 2.39897931749586  -4.1897224   5.2322 /T   3.7076
 2019-Mar-28 19:15 *   00 46 06.06 +05 32 27.5 99.73486  42.80709 2.39897763733817  -4.1883341   5.2320 /T   3.7074
 2019-Mar-28 19:16 *   00 46 06.17 +05 32 28.2 99.73638  42.80679 2.39897595773676  -4.1869485   5.2318 /T   3.7073
 2019-Mar-28 19:17 *   00 46 06.28 +05 32 28.9 99.73791  42.80650 2.39897427869054  -4.1855656   5.2316 /T   3.7072
 2019-Mar-28 19:18 *   00 46 06.40 +05 32 29.7 99.73945  42.80620 2.39897260019841  -4.1841855   5.2314 /T   3.7071
 2019-Mar-28 19:19 *   00 46 06.51 +05 32 30.4 99.74100  42.80591 2.39897092225926  -4.1828083   5.2313 /T   3.7070
 2019-Mar-28 19:20 *   00 46 06.62 +05 32 31.1 99.74257  42.80562 2.39896924487195  -4.1814338   5.2311 /T   3.7069
 2019-Mar-28 19:21 *   00 46 06.73 +05 32 31.8 99.74415  42.80532 2.39896756803536  -4.1800621   5.2309 /T   3.7067
 2019-Mar-28 19:22 *   00 46 06.84 +05 32 32.5 99.74575  42.80503 2.39896589174834  -4.1786934   5.2307 /T   3.7066
 2019-Mar-28 19:23 *   00 46 06.95 +05 32 33.2 99.74735  42.80474 2.39896421600972  -4.1773275   5.2306 /T   3.7065
 2019-Mar-28 19:24 *   00 46 07.06 +05 32 33.9 99.74897  42.80445 2.39896254081834  -4.1759646   5.2304 /T   3.7064
 2019-Mar-28 19:25 *   00 46 07.18 +05 32 34.7 99.75061  42.80416 2.39896086617302  -4.1746046   5.2302 /T   3.7063
 2019-Mar-28 19:26 *   00 46 07.29 +05 32 35.4 99.75225  42.80387 2.39895919207257  -4.1732476   5.2300 /T   3.7062
 2019-Mar-28 19:27 *   00 46 07.40 +05 32 36.1 99.75391  42.80358 2.39895751851579  -4.1718936   5.2299 /T   3.7060
 2019-Mar-28 19:28 *   00 46 07.51 +05 32 36.8 99.75559  42.80329 2.39895584550147  -4.1705427   5.2297 /T   3.7059
 2019-Mar-28 19:29 *   00 46 07.62 +05 32 37.5 99.75727  42.80300 2.39895417302837  -4.1691948   5.2295 /T   3.7058
 2019-Mar-28 19:30 *   00 46 07.73 +05 32 38.2 99.75897  42.80271 2.39895250109527  -4.1678500   5.2293 /T   3.7057
 2019-Mar-28 19:31 *   00 46 07.84 +05 32 38.9 99.76068  42.80243 2.39895082970092  -4.1665084   5.2292 /T   3.7056
 2019-Mar-28 19:32 *   00 46 07.96 +05 32 39.7 99.76240  42.80214 2.39894915884407  -4.1651698   5.2290 /T   3.7054
 2019-Mar-28 19:33 *   00 46 08.07 +05 32 40.4 99.76414  42.80185 2.39894748852345  -4.1638345   5.2288 /T   3.7053
 2019-Mar-28 19:34 *   00 46 08.18 +05 32 41.1 99.76589  42.80157 2.39894581873778  -4.1625023   5.2286 /T   3.7052
 2019-Mar-28 19:35 *   00 46 08.29 +05 32 41.8 99.76765  42.80128 2.39894414948577  -4.1611734   5.2284 /T   3.7051
 2019-Mar-28 19:36 *   00 46 08.40 +05 32 42.5 99.76942  42.80100 2.39894248076613  -4.1598477   5.2283 /T   3.7050
 2019-Mar-28 19:37 *   00 46 08.51 +05 32 43.2 99.77121  42.80072 2.39894081257754  -4.1585253   5.2281 /T   3.7049
 2019-Mar-28 19:38 *   00 46 08.62 +05 32 43.9 99.77301  42.80043 2.39893914491869  -4.1572062   5.2279 /T   3.7047
 2019-Mar-28 19:39 *   00 46 08.73 +05 32 44.7 99.77482  42.80015 2.39893747778823  -4.1558904   5.2277 /T   3.7046
 2019-Mar-28 19:40 *   00 46 08.85 +05 32 45.4 99.77665  42.79987 2.39893581118485  -4.1545780   5.2276 /T   3.7045
 2019-Mar-28 19:41 *   00 46 08.96 +05 32 46.1 99.77849  42.79959 2.39893414510717  -4.1532690   5.2274 /T   3.7044
 2019-Mar-28 19:42 *   00 46 09.07 +05 32 46.8 99.78034  42.79931 2.39893247955384  -4.1519634   5.2272 /T   3.7043
 2019-Mar-28 19:43 *   00 46 09.18 +05 32 47.5 99.78220  42.79903 2.39893081452348  -4.1506612   5.2270 /T   3.7042
 2019-Mar-28 19:44 *   00 46 09.29 +05 32 48.2 99.78407  42.79875 2.39892915001471  -4.1493625   5.2269 /T   3.7040
 2019-Mar-28 19:45 *   00 46 09.40 +05 32 48.9 99.78596  42.79847 2.39892748602614  -4.1480673   5.2267 /T   3.7039
 2019-Mar-28 19:46 *   00 46 09.51 +05 32 49.6 99.78786  42.79820 2.39892582255636  -4.1467756   5.2265 /T   3.7038
 2019-Mar-28 19:47 *   00 46 09.63 +05 32 50.4 99.78977  42.79792 2.39892415960396  -4.1454874   5.2263 /T   3.7037
 2019-Mar-28 19:48 *   00 46 09.74 +05 32 51.1 99.79170  42.79764 2.39892249716751  -4.1442028   5.2261 /T   3.7036
 2019-Mar-28 19:49 *   00 46 09.85 +05 32 51.8 99.79363  42.79737 2.39892083524557  -4.1429218   5.2260 /T   3.7034
